ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1983,1983-09-11,2,24.131,BAL,,DEN,L 10-17,5,20,4.00,0,1,13,13.00,0,0,0,,0,0,0,,,,,,1,23,23.00,0,0,0
2,1983,1983-09-18,3,24.138,BAL,@,BUF,L 23-28,0,0,,0,0,0,,0,,,,,,,,,,,,0,0,,0,0,
3,1983,1983-09-25,4,24.145,BAL,,CHI,W 22-19,1,4,4.00,0,1,16,16.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
4,1983,1983-10-02,5,24.152,BAL,@,CIN,W 34-31,4,18,4.50,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
5,1983,1983-10-09,6,24.159,BAL,,NWE,W 12-7,4,18,4.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
6,1983,1983-10-16,7,24.166,BAL,,BUF,L 7-30,4,11,2.75,0,1,-8,-8.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
7,1983,1983-10-23,8,24.173,BAL,,MIA,L 7-21,0,0,,0,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
8,1983,1983-10-30,9,24.180,BAL,@,PHI,W 22-21,13,37,2.85,0,0,0,,0,0,0,,0,0,0,,,,,,1,17,17.00,0,0,0
9,1983,1983-11-06,10,24.187,BAL,@,NYJ,W 17-14,0,0,,0,0,0,,0,,,,,,,,,,,,0,0,,0,0,
10,1983,1983-11-13,11,24.194,BAL,,PIT,L 13-24,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
11,1983,1983-11-20,12,24.201,BAL,@,MIA,L 0-37,2,7,3.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
12,1983,1983-11-27,13,24.208,BAL,@,CLE,L 23-41,5,33,6.60,0,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
13,1983,1983-12-04,14,24.215,BAL,,NYJ,L 6-10,5,8,1.60,0,1,6,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
14,1983,1983-12-11,15,24.222,BAL,@,DEN,L 19-21,9,32,3.56,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
15,1983,1983-12-18,16,24.229,BAL,,HOU,W 20-10,4,13,3.25,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
16,1984,1984-09-02,1,25.122,IND,,NYJ,L 14-23,4,2,0.50,0,1,5,5.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
17,1984,1984-09-09,2,25.129,IND,@,HOU,W 35-21,2,6,3.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
18,1984,1984-09-16,3,25.136,IND,,STL,L 33-34,2,7,3.50,0,1,9,9.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
19,1984,1984-09-30,5,25.150,IND,,BUF,W 31-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,
20,1984,1984-10-07,6,25.157,IND,,WAS,L 7-35,9,31,3.44,1,1,4,4.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
21,1984,1984-10-14,7,25.164,IND,@,PHI,L 7-16,6,20,3.33,0,1,2,2.00,0,0,0,,0,0,0,,0,,,,2,19,9.50,0,0,0
