ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1984,1984-09-02,1,22.360,RAI,@,HOU,W 24-14,,,,,,
2,1984,1984-09-09,2,23.001,RAI,,GNB,W 28-7,,,,,,
3,1984,1984-09-16,3,23.008,RAI,@,KAN,W 22-20,,,,,,
4,1984,1984-09-24,4,23.016,RAI,,SDG,W 33-30,,,,,,
5,1984,1984-09-30,5,23.022,RAI,@,DEN,L 13-16,,,,,,
6,1984,1984-10-07,6,23.029,RAI,,SEA,W 28-14,,,,,,
7,1984,1984-10-14,7,23.036,RAI,,MIN,W 23-20,,,,,,
8,1984,1984-10-21,8,23.043,RAI,@,SDG,W 44-37,,,,,,
9,1984,1984-10-28,9,23.050,RAI,,DEN,L 19-22,,,,,,
10,1985,1985-09-08,1,24.000,RAI,,NYJ,W 31-0,,,,,,
11,1985,1985-09-12,2,24.004,RAI,@,KAN,L 20-36,,,,,,
12,1985,1985-09-22,3,24.014,RAI,,SFO,L 10-34,,,,,,
13,1985,1985-09-29,4,24.021,RAI,@,NWE,W 35-20,,,,,,
14,1985,1985-10-06,5,24.028,RAI,,KAN,W 19-10,,,,,,
15,1985,1985-10-13,6,24.035,RAI,,NOR,W 23-13,,,,,,
16,1985,1985-10-20,7,24.042,RAI,@,CLE,W 21-20,,,,,,
17,1985,1985-10-28,8,24.050,RAI,,SDG,W 34-21,,,,,,
18,1985,1985-11-03,9,24.056,RAI,@,SEA,L 3-33,,,,,,
19,1985,1985-11-10,10,24.063,RAI,@,SDG,L 34-40,,,,,,
20,1985,1985-11-17,11,24.070,RAI,,CIN,W 13-6,,,,,,
21,1985,1985-11-24,12,24.077,RAI,,DEN,W 31-28,,,,,,
22,1985,1985-12-01,13,24.084,RAI,@,ATL,W 34-24,,,,,,
23,1985,1985-12-08,14,24.091,RAI,@,DEN,W 17-14,,,,,,
24,1985,1985-12-15,15,24.098,RAI,,SEA,W 13-3,,,,,,
25,1985,1985-12-23,16,24.106,RAI,@,RAM,W 16-6,,,,,,
26,1986,1986-09-07,1,24.364,RAI,@,DEN,L 36-38,,,,,,
