ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,2000,2000-09-03,1,23.262,SFO,@,ATL,L 28-36,,
2,2000,2000-09-10,2,23.269,SFO,,CAR,L 22-38,,
3,2000,2000-09-24,4,23.283,SFO,@,DAL,W 41-24,,
4,2000,2000-10-01,5,23.290,SFO,,ARI,W 27-20,,
5,2000,2000-10-22,8,23.311,SFO,@,CAR,L 16-34,,
6,2000,2000-11-12,11,23.332,SFO,,KAN,W 21-7,,
7,2000,2000-11-19,12,23.339,SFO,,ATL,W 16-6,,
8,2000,2000-12-03,13,23.353,SFO,@,SDG,W 45-17,,
9,2000,2000-12-17,15,24.001,SFO,,CHI,W 17-0,,
10,2000,2000-12-23,16,24.007,SFO,@,DEN,L 9-38,,
11,2001,2001-09-09,1,24.267,SFO,,ATL,W 16-13,,
12,2001,2001-09-23,2,24.281,SFO,,STL,L 26-30,,
13,2001,2001-10-01,3,24.289,SFO,@,NYJ,W 19-17,,
14,2001,2001-10-07,4,24.295,SFO,,CAR,W 24-14,,
15,2001,2001-10-14,5,24.302,SFO,@,ATL,W 37-31,,
16,2001,2001-11-25,10,24.344,SFO,@,IND,W 40-21,,
17,2001,2001-12-02,11,24.351,SFO,,BUF,W 35-0,,1.0
18,2001,2001-12-09,12,24.358,SFO,@,STL,L 14-27,,
19,2001,2001-12-16,13,25.000,SFO,,MIA,W 21-0,,
20,2001,2001-12-22,14,25.006,SFO,,PHI,W 13-3,,
21,2001,2001-12-30,15,25.014,SFO,@,DAL,L 21-27,,
22,2001,2002-01-06,16,25.021,SFO,@,NOR,W 38-0,,
23,2002,2002-09-22,3,25.280,ATL,,CIN,W 30-3,,
24,2002,2002-11-17,10,25.336,ATL,,NOR,W 24-17,,
