ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1991,1991-09-01,1,22.087,DEN,,CIN,W 45-14,,,,,,
2,1991,1991-09-08,2,22.094,DEN,@,RAI,L 13-16,0,0,1.0,0,0,0
3,1991,1991-09-15,3,22.101,DEN,,SEA,W 16-10,0,0,1.0,0,0,0
4,1991,1991-09-22,4,22.108,DEN,,SDG,W 27-19,,,,,,
5,1991,1991-09-29,5,22.115,DEN,@,MIN,W 13-6,0,0,1.0,0,0,0
6,1991,1991-10-06,6,22.122,DEN,@,HOU,L 14-42,0,0,1.0,0,0,0
7,1991,1991-10-20,7,22.136,DEN,,KAN,W 19-16,0,0,2.0,0,0,0
8,1991,1991-10-27,8,22.143,DEN,@,NWE,W 9-6,0,0,1.0,0,0,0
9,1991,1991-11-03,9,22.150,DEN,,PIT,W 20-13,0,0,1.0,0,0,0
10,1991,1991-11-10,10,22.157,DEN,,RAI,L 16-17,0,0,1.0,0,0,0
11,1991,1991-11-17,11,22.164,DEN,@,KAN,W 24-20,,,,,,
12,1991,1991-11-24,12,22.171,DEN,@,SEA,L 10-13,0,0,1.0,0,0,0
13,1991,1991-12-22,16,22.199,DEN,@,SDG,W 17-14,,,,,,
14,1992,1992-09-06,1,23.092,DEN,,RAI,W 17-13,,,,,,
15,1992,1992-09-13,2,23.099,DEN,,SDG,W 21-13,0,0,2.5,0,0,0
16,1992,1992-09-20,3,23.106,DEN,@,PHI,L 0-30,,,,,,
17,1992,1992-09-27,4,23.113,DEN,@,CLE,W 12-0,,,,,,
18,1992,1992-10-04,5,23.120,DEN,,KAN,W 20-19,,,,,,
19,1992,1992-10-12,6,23.128,DEN,@,WAS,L 3-34,,,,,,
20,1992,1992-10-18,7,23.134,DEN,,HOU,W 27-21,,,,,,
21,1992,1992-10-25,8,23.141,DEN,@,SDG,L 21-24,0,0,1.0,0,0,0
22,1992,1992-11-08,9,23.155,DEN,,NYJ,W 27-16,,,,,,
23,1992,1992-11-15,10,23.162,DEN,,NYG,W 27-13,0,0,1.0,0,0,0
24,1992,1992-11-22,11,23.169,DEN,@,RAI,L 0-24,,,,,,
25,1992,1992-11-30,12,23.177,DEN,@,SEA,L 13-16,,,,,,
26,1992,1992-12-06,13,23.183,DEN,,DAL,L 27-31,,,,,,
27,1992,1992-12-12,14,23.189,DEN,@,BUF,L 17-27,,,,,,
28,1992,1992-12-20,15,23.197,DEN,,SEA,W 10-6,0,0,0.5,0,0,0
29,1992,1992-12-27,16,23.204,DEN,@,KAN,L 20-42,,,,,,
30,1993,1993-09-05,1,24.091,DEN,@,NYJ,W 26-20,,,,,,
31,1993,1993-09-12,2,24.098,DEN,,SDG,W 34-17,,,,,,
32,1993,1993-09-20,3,24.106,DEN,@,KAN,L 7-15,,,,,,
33,1993,1993-10-03,4,24.119,DEN,,IND,W 35-13,,,,,,
34,1993,1993-10-10,5,24.126,DEN,@,GNB,L 27-30,1,6,0.0,1,22,1
35,1993,1993-10-18,6,24.134,DEN,,RAI,L 20-23,,,,,,
36,1993,1993-10-31,7,24.147,DEN,,SEA,W 28-17,0,0,1.0,0,0,0
37,1993,1993-11-07,8,24.154,DEN,@,CLE,W 29-14,,,,,,
38,1993,1993-11-14,9,24.161,DEN,,MIN,L 23-26,,,,,,
39,1993,1993-11-21,10,24.168,DEN,,PIT,W 37-13,,,,,,
40,1993,1993-11-28,11,24.175,DEN,@,SEA,W 17-9,0,0,2.0,0,0,0
41,1993,1993-12-05,12,24.182,DEN,@,SDG,L 10-13,0,0,1.0,0,0,0
42,1993,1993-12-12,13,24.189,DEN,,KAN,W 27-21,,,,,,
43,1993,1993-12-18,14,24.195,DEN,@,CHI,W 13-3,0,0,1.0,0,0,0
44,1993,1993-12-26,15,24.203,DEN,,TAM,L 10-17,,,,,,
45,1993,1994-01-02,16,24.210,DEN,@,RAI,L 30-33,,,,,,
46,1994,1994-09-04,1,25.090,DEN,,SDG,L 34-37,,,,,,
47,1994,1994-09-26,4,25.112,DEN,@,BUF,L 20-27,,,,,,
48,1994,1994-10-09,5,25.125,DEN,@,SEA,W 16-9,,,,,,
49,1994,1994-10-17,6,25.133,DEN,,KAN,L 28-31,,,,,,
50,1994,1994-10-30,8,25.146,DEN,,CLE,W 26-14,,,,,,
51,1994,1994-11-06,9,25.153,DEN,@,RAM,L 21-27,,,,,,
52,1994,1994-11-13,10,25.160,DEN,,SEA,W 17-10,,,,,,
53,1994,1994-11-20,11,25.167,DEN,,ATL,W 32-28,,,,,,
54,1994,1994-11-27,12,25.174,DEN,,CIN,W 15-13,,,,,,
55,1994,1994-12-04,13,25.181,DEN,@,KAN,W 20-17,,,,,,
56,1994,1994-12-11,14,25.188,DEN,@,RAI,L 13-23,,,,,,
57,1994,1994-12-17,15,25.194,DEN,@,SFO,L 19-42,,,,,,
58,1994,1994-12-24,16,25.201,DEN,,NOR,L 28-30,,,,,,
59,1995,1995-09-04,1,26.090,NYG,,DAL,L 0-35,,,,,,
60,1995,1995-09-10,2,26.096,NYG,@,KAN,L 17-20,,,,,,
61,1995,1995-09-17,3,26.103,NYG,@,GNB,L 6-14,,,,,,
62,1995,1995-09-24,4,26.110,NYG,,NOR,W 45-29,,,,,,
63,1995,1995-10-01,5,26.117,NYG,@,SFO,L 6-20,,,,,,
64,1995,1995-10-08,6,26.124,NYG,,ARI,W 27-21,0,0,1.0,0,0,0
65,1995,1995-10-15,7,26.131,NYG,,PHI,L 14-17,,,,,,
66,1995,1995-10-29,8,26.145,NYG,@,WAS,W 24-15,,,,,,
67,1995,1995-11-05,9,26.152,NYG,@,SEA,L 28-30,,,,,,
68,1995,1995-11-12,10,26.159,NYG,,OAK,L 13-17,,,,,,
69,1995,1995-11-19,11,26.166,NYG,@,PHI,L 19-28,,,,,,
70,1995,1995-11-26,12,26.173,NYG,,CHI,L 24-27,,,,,,
71,1995,1995-11-30,13,26.177,NYG,@,ARI,W 10-6,,,,,,
72,1995,1995-12-10,14,26.187,NYG,,WAS,W 20-13,,,,,,
73,1995,1995-12-17,15,26.194,NYG,@,DAL,L 20-21,,,,,,
74,1995,1995-12-23,16,26.200,NYG,,SDG,L 17-27,,,,,,
75,1996,1996-09-01,1,27.087,BAL,,OAK,W 19-14,,,,,,
76,1996,1996-09-08,2,27.094,BAL,@,PIT,L 17-31,,,,,,
77,1996,1996-09-15,3,27.101,BAL,@,HOU,L 13-29,,,,,,
78,1996,1996-09-29,4,27.115,BAL,,NOR,W 17-10,,,,,,
79,1996,1996-10-06,5,27.122,BAL,,NWE,L 38-46,,,,,,
80,1996,1996-10-13,6,27.129,BAL,@,IND,L 21-26,,,,,,
81,1996,1996-10-20,7,27.136,BAL,@,DEN,L 34-45,,,,,,
82,1996,1996-10-27,8,27.143,BAL,,STL,W 37-31,0,0,1.0,0,0,0
83,1996,1996-11-03,9,27.150,BAL,,CIN,L 21-24,,,,,,
84,1996,1996-11-10,10,27.157,BAL,@,JAX,L 27-30,,,,,,
85,1996,1996-11-17,11,27.164,BAL,@,SFO,L 20-38,0,0,1.0,0,0,0
86,1996,1996-11-24,12,27.171,BAL,,JAX,L 25-28,0,0,1.0,0,0,0
87,1996,1996-12-01,13,27.178,BAL,,PIT,W 31-17,0,0,0.0,1,16,0
88,1996,1996-12-08,14,27.185,BAL,@,CIN,L 14-21,,,,,,
89,1996,1996-12-15,15,27.192,BAL,@,CAR,L 16-27,,,,,,
90,1996,1996-12-22,16,27.199,BAL,,HOU,L 21-24,,,,,,
