ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1953,1953-10-18,4,26.262,NYG,,CRD,W 21-7,,0,2,0.00,0,0,1,0.0,0,0,0.00,-22.50,2,0,0.00,0
2,1953,1953-11-01,6,26.276,NYG,@,CRD,W 23-20,,4,8,50.00,129,1,4,95.8,0,0,16.13,-3.88,1,7,7.00,0
3,1953,1953-11-08,7,26.283,NYG,@,PHI,L 7-30,*,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,2,-6,-3.00,0
4,1954,1954-09-26,1,27.240,SFO,,WAS,W 41-7,,3,6,50.00,54,0,0,81.2,0,0,9.00,9.00,0,0,,0
5,1954,1954-11-14,8,27.289,SFO,@,DET,L 7-48,,0,4,0.00,0,0,0,39.6,0,0,0.00,0.00,1,2,2.00,0
6,1954,1954-11-20,9,27.295,SFO,@,PIT,W 31-3,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
7,1954,1954-12-05,11,27.310,SFO,,GNB,W 35-0,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
