ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1967,1967-09-24,2,22.061,PHI,,BAL,L 6-38,0,0,,0,0,0,,0,2,32,16.00,0
2,1967,1967-10-22,6,22.089,PHI,@,STL,L 14-48,3,10,3.33,0,3,32,10.67,0,0,0,,0
3,1967,1967-11-19,10,22.117,PHI,,NOR,W 48-21,3,4,1.33,0,0,0,,0,0,0,,0
4,1967,1967-12-10,13,22.138,PHI,@,DAL,L 17-38,2,3,1.50,0,0,0,,0,0,0,,0
5,1968,1968-10-06,4,23.073,PHI,@,WAS,L 14-17,1,5,5.00,0,0,0,,0,0,0,,0
6,1968,1968-10-13,5,23.080,PHI,@,DAL,L 14-34,12,12,1.00,0,1,5,5.00,0,0,0,,0
7,1968,1968-11-03,8,23.101,PHI,,STL,L 17-45,7,16,2.29,0,4,82,20.50,0,1,18,18.00,0
8,1968,1968-11-10,9,23.108,PHI,,WAS,L 10-16,2,-9,-4.50,0,0,0,,0,0,0,,0
9,1969,1969-10-19,5,24.086,PHI,@,DAL,L 14-49,1,0,0.00,0,0,0,,0,0,0,,0
10,1970,1970-09-20,1,25.057,PHI,,DAL,L 7-17,12,38,3.17,0,1,12,12.00,0,0,0,,0
11,1970,1970-09-27,2,25.064,PHI,@,CHI,L 16-20,1,6,6.00,0,0,0,,0,2,23,11.50,0
