ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
167,1989,1989-10-22,7,33.109,BUF,,NYJ,W 34-3,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,
168,1989,1989-10-29,8,33.116,BUF,,MIA,W 31-17,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,
169,1989,1989-11-05,9,33.123,BUF,@,ATL,L 28-30,,2,16,8.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
170,1989,1989-11-12,10,33.130,BUF,,IND,W 30-7,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,
171,1989,1989-11-19,11,33.137,BUF,@,NWE,L 24-33,,2,58,29.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
172,1989,1989-11-26,12,33.144,BUF,,CIN,W 24-7,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,
173,1989,1989-12-04,13,33.152,BUF,@,SEA,L 16-17,,1,10,10.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
174,1989,1989-12-10,14,33.158,BUF,,NOR,L 19-22,,1,42,42.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
175,1989,1989-12-17,15,33.165,BUF,@,SFO,L 10-21,,1,15,15.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
176,1989,1989-12-23,16,33.171,BUF,@,NYJ,W 37-0,,1,25,25.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
177,1990,1990-09-09,1,34.066,BUF,,IND,W 26-10,,4,53,13.25,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
178,1990,1990-09-16,2,34.073,BUF,@,MIA,L 7-30,,2,37,18.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
179,1990,1990-09-24,3,34.081,BUF,@,NYJ,W 30-7,,1,20,20.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
180,1990,1990-09-30,4,34.087,BUF,,DEN,W 29-28,,4,57,14.25,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
181,1990,1990-10-07,5,34.094,BUF,,RAI,W 38-24,,2,65,32.50,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
182,1990,1990-10-21,6,34.108,BUF,,NYJ,W 30-27,,3,99,33.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
183,1990,1990-10-28,7,34.115,BUF,@,NWE,W 27-10,,3,75,25.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
184,1990,1990-11-04,8,34.122,BUF,@,CLE,W 42-0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,
185,1990,1990-11-11,9,34.129,BUF,,PHO,W 45-14,,2,23,11.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
186,1990,1990-11-18,10,34.136,BUF,,NWE,W 14-0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,
187,1990,1990-11-26,11,34.144,BUF,@,HOU,L 24-27,,3,35,11.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
188,1990,1990-12-02,12,34.150,BUF,,PHI,W 30-23,,5,174,34.80,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
189,1990,1990-12-09,13,34.157,BUF,@,IND,W 31-7,,2,23,11.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
190,1990,1990-12-15,14,34.163,BUF,@,NYG,W 17-13,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,
191,1990,1990-12-23,15,34.171,BUF,,MIA,W 24-14,,3,32,10.67,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
192,1990,1990-12-30,16,34.178,BUF,@,WAS,L 14-29,,1,19,19.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
193,1991,1991-09-01,1,35.058,BUF,,MIA,W 35-31,,5,77,15.40,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
194,1991,1991-09-08,2,35.065,BUF,,PIT,W 52-34,,4,78,19.50,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
195,1991,1991-09-15,3,35.072,BUF,@,NYJ,W 23-20,,5,79,15.80,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
196,1991,1991-09-22,4,35.079,BUF,@,TAM,W 17-10,,5,90,18.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
197,1991,1991-09-29,5,35.086,BUF,,CHI,W 35-20,,4,122,30.50,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
198,1991,1991-10-07,6,35.094,BUF,@,KAN,L 6-33,,1,11,11.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
199,1991,1991-10-13,7,35.100,BUF,,IND,W 42-6,,2,22,11.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
200,1991,1991-10-21,8,35.108,BUF,,CIN,W 35-16,,8,220,27.50,2,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
201,1991,1991-11-03,9,35.121,BUF,,NWE,W 22-17,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
202,1991,1991-11-10,10,35.128,BUF,@,GNB,W 34-24,,6,114,19.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
203,1991,1991-11-18,11,35.136,BUF,@,MIA,W 41-27,,2,12,6.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
204,1991,1991-11-24,12,35.142,BUF,@,NWE,L 13-16,,1,12,12.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
205,1991,1991-12-01,13,35.149,BUF,,NYJ,W 24-13,,5,109,21.80,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
206,1991,1991-12-08,14,35.156,BUF,@,RAI,W 30-27,,5,72,14.40,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
207,1991,1991-12-15,15,35.163,BUF,@,IND,W 35-7,,3,48,16.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
208,1992,1992-09-06,1,36.063,BUF,,RAM,W 40-7,10,6,56,9.33,0,60.0%,5.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
209,1992,1992-09-13,2,36.070,BUF,@,SFO,W 34-31,7,3,39,13.00,0,42.9%,5.57,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
210,1992,1992-09-20,3,36.077,BUF,,IND,W 38-0,2,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,,
211,1992,1992-09-27,4,36.084,BUF,@,NWE,W 41-7,4,4,113,28.25,2,100.0%,28.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
212,1992,1992-10-04,5,36.091,BUF,,MIA,L 10-37,8,6,84,14.00,0,75.0%,10.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
213,1992,1992-10-11,6,36.098,BUF,@,RAI,L 3-20,13,5,72,14.40,0,38.5%,5.54,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
214,1992,1992-10-26,7,36.113,BUF,@,NYJ,W 24-20,8,2,27,13.50,1,25.0%,3.38,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
215,1992,1992-11-01,8,36.119,BUF,,NWE,W 16-7,6,4,51,12.75,1,66.7%,8.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
216,1992,1992-11-08,9,36.126,BUF,,PIT,W 28-20,7,3,79,26.33,2,42.9%,11.29,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
217,1992,1992-11-16,10,36.134,BUF,@,MIA,W 26-20,4,3,37,12.33,0,75.0%,9.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
218,1992,1992-11-22,11,36.140,BUF,,ATL,W 41-14,3,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,,
219,1992,1992-11-29,12,36.147,BUF,@,IND,L 13-16,11,1,14,14.00,0,9.1%,1.27,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
220,1992,1992-12-06,13,36.154,BUF,,NYJ,L 17-24,9,5,83,16.60,0,55.6%,9.22,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
221,1992,1992-12-12,14,36.160,BUF,,DEN,W 27-17,4,2,45,22.50,0,50.0%,11.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
222,1992,1992-12-20,15,36.168,BUF,@,NOR,W 20-16,4,1,11,11.00,0,25.0%,2.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
223,1992,1992-12-27,16,36.175,BUF,@,HOU,L 3-27,10,6,75,12.50,0,60.0%,7.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
224,1993,1993-10-03,5,37.090,RAM,,NOR,L 6-37,4,1,16,16.00,0,25.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
225,1993,1993-10-31,7,37.118,PHI,,DAL,L 10-23,7,4,57,14.25,0,57.1%,8.14,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
226,1993,1993-11-07,8,37.125,PHI,@,PHO,L 3-16,6,2,35,17.50,0,33.3%,5.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
227,1993,1993-11-14,9,37.132,PHI,,MIA,L 14-19,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
228,1993,1993-11-21,10,37.139,PHI,,NYG,L 3-7,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,,
229,1993,1993-11-28,11,37.146,PHI,@,WAS,W 17-14,2,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,,
230,1993,1993-12-06,12,37.154,PHI,@,DAL,L 17-23,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
231,1993,1993-12-12,13,37.160,PHI,,BUF,L 7-10,4,2,7,3.50,0,50.0%,1.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
232,1993,1993-12-19,14,37.167,PHI,@,IND,W 20-10,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,,
233,1993,1994-01-03,16,37.182,PHI,@,SFO,W 37-34,2,1,32,32.00,0,50.0%,16.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
