ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2005,2005-11-20,10,24.068,SFO,,SEA,L 25-27,,,,
2,2005,2005-11-27,11,24.075,SFO,@,TEN,L 22-33,,,,
3,2005,2005-12-11,13,24.089,SFO,@,SEA,L 3-41,,,,
4,2005,2005-12-18,14,24.096,SFO,@,JAX,L 9-10,,,,
5,2006,2006-09-10,1,24.362,SFO,@,ARI,L 27-34,,,,
6,2006,2006-09-17,2,25.004,SFO,,STL,W 20-13,,,,
7,2006,2006-10-01,4,25.018,SFO,@,KAN,L 0-41,,,,
8,2006,2006-10-08,5,25.025,SFO,,OAK,W 34-20,,,,
9,2006,2006-10-15,6,25.032,SFO,,SDG,L 19-48,*,,,
10,2006,2006-10-29,7,25.046,SFO,@,CHI,L 10-41,*,,,
11,2006,2006-11-05,8,25.053,SFO,,MIN,W 9-3,*,,,
12,2006,2006-11-12,9,25.060,SFO,@,DET,W 19-13,*,,,
13,2006,2006-11-19,10,25.067,SFO,,SEA,W 20-14,*,,,
14,2006,2006-11-26,11,25.074,SFO,@,STL,L 17-20,*,,,
15,2006,2006-12-03,12,25.081,SFO,@,NOR,L 10-34,*,,,
16,2006,2006-12-10,13,25.088,SFO,,GNB,L 19-30,*,,,
17,2006,2006-12-14,14,25.092,SFO,@,SEA,W 24-14,*,,,
18,2007,2007-09-10,1,25.362,SFO,,ARI,W 20-17,,,,
19,2007,2007-09-16,2,26.003,SFO,@,STL,W 17-16,,,,
20,2007,2007-09-23,3,26.010,SFO,@,PIT,L 16-37,,,,
21,2007,2007-09-30,4,26.017,SFO,,SEA,L 3-23,,,,
22,2007,2007-10-07,5,26.024,SFO,,BAL,L 7-9,,,,
23,2007,2007-10-21,6,26.038,SFO,@,NYG,L 15-33,,,,
24,2007,2007-10-28,7,26.045,SFO,,NOR,L 10-31,,,,
25,2007,2007-11-04,8,26.052,SFO,@,ATL,L 16-20,,,,
26,2007,2007-11-12,9,26.060,SFO,@,SEA,L 0-24,,,,
27,2007,2007-11-18,10,26.066,SFO,,STL,L 9-13,,,,
28,2007,2007-11-25,11,26.073,SFO,@,ARI,W 37-31,,1.0,,
29,2007,2007-12-02,12,26.080,SFO,@,CAR,L 14-31,,,,
30,2007,2007-12-09,13,26.087,SFO,,MIN,L 7-27,,,,
31,2007,2007-12-15,14,26.093,SFO,,CIN,W 20-13,,,,
32,2007,2007-12-23,15,26.101,SFO,,TAM,W 21-19,,,,
33,2007,2007-12-30,16,26.108,SFO,@,CLE,L 7-20,,,,
34,2008,2008-09-07,1,26.360,SFO,,ARI,L 13-23,,0.0,1,1
35,2008,2008-09-14,2,27.001,SFO,@,SEA,W 33-30,,0.0,1,0
36,2008,2008-09-21,3,27.008,SFO,,DET,W 31-13,,,,
37,2008,2008-09-28,4,27.015,SFO,@,NOR,L 17-31,,0.0,1,0
38,2008,2008-10-05,5,27.022,SFO,,NWE,L 21-30,,0.0,1,1
39,2008,2008-10-12,6,27.029,SFO,,PHI,L 26-40,,0.0,1,0
40,2008,2008-10-19,7,27.036,SFO,@,NYG,L 17-29,,,,
41,2008,2008-10-26,8,27.043,SFO,,SEA,L 13-34,,0.0,2,1
42,2008,2008-11-10,9,27.058,SFO,@,ARI,L 24-29,,0.0,1,0
43,2008,2008-11-16,10,27.064,SFO,,STL,W 35-16,,,,
44,2008,2008-11-23,11,27.071,SFO,@,DAL,L 22-35,,0.0,1,0
45,2008,2008-11-30,12,27.078,SFO,@,BUF,W 10-3,,0.0,3,1
46,2008,2008-12-07,13,27.085,SFO,,NYJ,W 24-14,,0.0,0,1
47,2008,2008-12-14,14,27.092,SFO,@,MIA,L 9-14,,,,
