ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1951,1951-10-07,2,23.336,NYG,@,WAS,W 35-14,1,11,11.00,1
2,1951,1951-10-21,4,23.350,NYG,,PHI,W 26-24,5,102,20.40,1
3,1951,1951-10-28,5,23.357,NYG,@,CLE,L 13-14,3,34,11.33,0
4,1951,1951-11-04,6,23.364,NYG,,NYY,W 37-31,3,40,13.33,0
5,1952,1952-09-28,1,24.328,NYG,@,DTX,W 24-6,1,9,9.00,0
6,1952,1952-10-04,2,24.334,NYG,@,PHI,W 31-7,3,83,27.67,1
7,1952,1952-10-12,3,24.342,NYG,@,CLE,W 17-9,1,21,21.00,0
8,1952,1952-10-19,4,24.349,NYG,,CRD,L 23-24,1,7,7.00,0
9,1952,1952-11-02,6,24.363,NYG,@,CRD,W 28-6,1,52,52.00,1
10,1952,1952-11-09,7,25.004,NYG,,SFO,W 23-14,5,56,11.20,1
11,1952,1952-11-16,8,25.011,NYG,,GNB,L 3-17,2,15,7.50,0
12,1952,1952-11-23,9,25.018,NYG,@,WAS,W 14-10,3,33,11.00,0
13,1952,1952-11-30,10,25.025,NYG,@,PIT,L 7-63,1,55,55.00,1
14,1952,1952-12-07,11,25.032,NYG,,WAS,L 17-27,1,10,10.00,0
15,1952,1952-12-14,12,25.039,NYG,,CLE,W 37-34,2,21,10.50,1
16,1953,1953-09-27,1,25.326,NYG,@,RAM,L 7-21,2,17,8.50,0
17,1953,1953-10-03,2,25.332,NYG,@,PIT,L 14-24,4,39,9.75,0
18,1953,1953-10-18,4,25.347,NYG,,CRD,W 21-7,2,23,11.50,0
19,1953,1953-10-25,5,25.354,NYG,,CLE,L 0-7,1,19,19.00,0
20,1953,1953-11-08,7,26.003,NYG,@,PHI,L 7-30,2,16,8.00,0
21,1953,1953-11-22,9,26.017,NYG,,WAS,L 21-24,1,19,19.00,0
22,1953,1953-12-06,11,26.031,NYG,@,CLE,L 14-62,2,21,10.50,0
23,1953,1953-12-13,12,26.038,NYG,,DET,L 16-27,2,21,10.50,0
24,1955,1955-09-24,1,27.323,PHI,,NYG,W 27-17,2,82,41.00,1
25,1955,1955-10-01,2,27.330,PHI,,WAS,L 30-31,6,68,11.33,1
26,1955,1955-10-09,3,27.338,PHI,@,CLE,L 17-21,1,14,14.00,0
27,1955,1955-10-15,4,27.344,PHI,@,PIT,L 7-13,2,20,10.00,0
28,1955,1955-10-23,5,27.352,PHI,@,CRD,T 24-24,1,13,13.00,0
29,1955,1955-11-06,7,28.001,PHI,@,WAS,L 21-34,2,40,20.00,1
30,1955,1955-11-13,8,28.008,PHI,,CLE,W 33-17,6,123,20.50,2
31,1955,1955-11-20,9,28.015,PHI,@,NYG,L 7-31,5,64,12.80,1
32,1955,1955-11-27,10,28.022,PHI,,RAM,L 21-23,3,30,10.00,0
33,1955,1955-12-04,11,28.029,PHI,,CRD,W 27-3,4,65,16.25,0
34,1955,1955-12-11,12,28.036,PHI,@,CHI,L 10-17,6,49,8.17,0
35,1956,1956-10-21,4,28.351,PHI,,CRD,L 6-20,2,11,5.50,0
36,1957,1957-09-29,1,29.328,PHI,@,RAM,L 13-17,4,44,11.00,0
37,1957,1957-10-13,3,29.342,PHI,@,CLE,L 7-24,2,13,6.50,0
38,1957,1957-11-03,6,29.363,PHI,@,CRD,W 38-21,1,58,58.00,1
39,1957,1957-11-10,7,30.005,PHI,,DET,L 16-27,1,15,15.00,0
40,1957,1957-11-17,8,30.012,PHI,@,NYG,L 0-13,1,12,12.00,0
41,1957,1957-12-08,11,30.033,PHI,@,WAS,L 7-42,1,7,7.00,0
42,1957,1957-12-14,12,30.039,PHI,,CRD,L 27-31,4,45,11.25,0
