ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2002,2002-10-20,6,23.306,HOU,@,CLE,L 17-34,,,,,,,0.0%,
2,2002,2002-10-27,7,23.313,HOU,@,JAX,W 21-19,*,2,2,17,8.50,0,100.0%,8.50
3,2002,2002-11-03,8,23.320,HOU,,CIN,L 3-38,,1,1,3,3.00,0,100.0%,3.00
4,2002,2002-11-10,9,23.327,HOU,@,TEN,L 10-17,,,,,,,0.0%,
5,2002,2002-11-17,10,23.334,HOU,,JAX,L 21-24,*,,,,,,0.0%,
6,2002,2002-11-24,11,23.341,HOU,,NYG,W 16-14,*,2,1,8,8.00,0,50.0%,4.00
7,2002,2002-12-01,12,23.348,HOU,@,IND,L 3-19,*,2,1,7,7.00,0,50.0%,3.50
8,2002,2002-12-08,13,23.355,HOU,@,PIT,W 24-6,*,,,,,,0.0%,
9,2002,2002-12-15,14,23.362,HOU,,BAL,L 19-23,*,1,1,24,24.00,0,100.0%,24.00
10,2002,2002-12-22,15,24.004,HOU,@,WAS,L 10-26,,,,,,,0.0%,
11,2002,2002-12-29,16,24.011,HOU,,TEN,L 3-13,*,2,1,14,14.00,0,50.0%,7.00
12,2003,2003-09-07,1,24.263,HOU,@,MIA,W 21-20,,1,1,3,3.00,0,100.0%,3.00
13,2003,2003-09-14,2,24.270,HOU,@,NOR,L 10-31,*,0,,,,,0.0%,
14,2003,2003-09-21,3,24.277,HOU,,KAN,L 14-42,*,1,1,4,4.00,0,100.0%,4.00
15,2003,2003-09-28,4,24.284,HOU,,JAX,W 24-20,*,3,2,23,11.50,0,66.7%,7.67
16,2003,2003-10-12,5,24.298,HOU,@,TEN,L 17-38,*,2,2,40,20.00,0,100.0%,20.00
17,2003,2003-10-19,6,24.305,HOU,,NYJ,L 14-19,,,,,,,0.0%,
18,2003,2003-10-26,7,24.312,HOU,@,IND,L 21-30,,0,,,,,0.0%,
19,2003,2003-11-02,8,24.319,HOU,,CAR,W 14-10,,0,,,,,0.0%,
20,2003,2003-11-09,9,24.326,HOU,@,CIN,L 27-34,*,,,,,,0.0%,
21,2003,2003-11-16,10,24.333,HOU,@,BUF,W 12-10,*,1,1,9,9.00,0,100.0%,9.00
22,2003,2003-11-23,11,24.340,HOU,,NWE,L 20-23,*,2,1,5,5.00,0,50.0%,2.50
23,2003,2003-11-30,12,24.347,HOU,,ATL,W 17-13,*,,,,,,0.0%,
24,2003,2003-12-07,13,24.354,HOU,@,JAX,L 0-27,*,,,,,,0.0%,
25,2003,2003-12-14,14,24.361,HOU,@,TAM,L 3-16,,,,,,,0.0%,
26,2003,2003-12-21,15,25.003,HOU,,TEN,L 24-27,,,,,,,0.0%,
