ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1962,1962-12-09,13,22.177,PIT,@,PHI,W 26-17,1,16,16.00,0,0,0,,0
2,1964,1964-10-04,4,24.111,PIT,@,PHI,L 7-21,1,24,24.00,0,0,0,,0
3,1964,1964-10-10,5,24.117,PIT,@,CLE,W 23-7,2,51,25.50,0,0,0,,0
4,1964,1964-10-18,6,24.125,PIT,@,MIN,L 10-30,1,38,38.00,0,2,10,5.00,0
5,1964,1964-10-25,7,24.132,PIT,,PHI,L 10-34,1,30,30.00,0,0,0,,0
6,1964,1964-11-01,8,24.139,PIT,,CLE,L 17-30,2,36,18.00,0,0,0,,0
7,1964,1964-11-08,9,24.146,PIT,@,STL,L 30-34,1,14,14.00,0,0,0,,0
