ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2004,2004-11-29,11,23.023,GNB,,STL,W 45-17,,0,,,,,0.0%,,,,,,,,,,,,,,
2,2004,2004-12-05,12,23.029,GNB,@,PHI,L 17-47,,0,,,,,0.0%,,,,,,,,,,,,,,
3,2004,2004-12-12,13,23.036,GNB,,DET,W 16-13,,,,,,,0.0%,,,,,,,,,,,,,,
4,2004,2004-12-19,14,23.043,GNB,,JAX,L 25-28,,0,,,,,0.0%,,,,,,,,,,,,,,
5,2004,2004-12-24,15,23.048,GNB,@,MIN,W 34-31,,,,,,,0.0%,,,,,,,,,,,,,,
6,2004,2005-01-02,16,23.057,GNB,@,CHI,W 31-14,,0,,,,,0.0%,,,,,,,,,,,,,,
7,2005,2005-09-11,1,23.309,GNB,@,DET,L 3-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
8,2005,2005-09-18,2,23.316,GNB,,CLE,L 24-26,*,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,0.0,,
9,2005,2005-09-25,3,23.323,GNB,,TAM,L 16-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
10,2005,2005-10-03,4,23.331,GNB,@,CAR,L 29-32,*,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,0,0.0,,
11,2005,2005-10-09,5,23.337,GNB,,NOR,W 52-3,,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,,
12,2005,2005-10-23,6,23.351,GNB,@,MIN,L 20-23,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
13,2005,2005-10-30,7,23.358,GNB,@,CIN,L 14-21,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
14,2005,2005-11-06,8,24.000,GNB,,PIT,L 10-20,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
15,2005,2005-11-13,9,24.007,GNB,@,ATL,W 33-25,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
16,2005,2005-11-21,10,24.015,GNB,,MIN,L 17-20,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
17,2005,2005-11-27,11,24.021,GNB,@,PHI,L 14-19,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,,
18,2005,2005-12-04,12,24.028,GNB,@,CHI,L 7-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
