ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1992,1992-09-06,1,24.031,PHI,,NOR,W 15-13
2,1992,1992-09-13,2,24.038,PHI,@,PHO,W 31-14
3,1992,1992-09-20,3,24.045,PHI,,DEN,W 30-0
4,1992,1992-10-05,4,24.060,PHI,,DAL,W 31-7
5,1992,1992-10-11,5,24.066,PHI,@,KAN,L 17-24
6,1992,1992-10-18,6,24.073,PHI,@,WAS,L 12-16
7,1992,1992-10-25,7,24.080,PHI,,PHO,W 7-3
8,1992,1992-11-01,8,24.087,PHI,@,DAL,L 10-20
9,1992,1992-11-08,9,24.094,PHI,,RAI,W 31-10
10,1992,1992-11-15,10,24.101,PHI,@,GNB,L 24-27
11,1992,1992-11-22,11,24.108,PHI,@,NYG,W 47-34
12,1992,1992-11-29,12,24.115,PHI,@,SFO,L 14-20
13,1992,1992-12-06,13,24.122,PHI,,MIN,W 28-17
14,1992,1992-12-13,14,24.129,PHI,@,SEA,W 20-17
15,1992,1992-12-20,15,24.136,PHI,,WAS,W 17-13
16,1992,1992-12-27,16,24.143,PHI,,NYG,W 20-10
