ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2009,2009-09-13,1,24.339,ATL,,MIA,W 19-7,,,,,
2,2009,2009-09-20,2,24.346,ATL,,CAR,W 28-20,,,,,
3,2009,2009-09-27,3,24.353,ATL,@,NWE,L 10-26,,,,,
4,2009,2009-10-11,4,25.002,ATL,@,SFO,W 45-10,*,,,,
5,2009,2009-10-18,5,25.009,ATL,,CHI,W 21-14,,,,,
6,2009,2009-10-25,6,25.016,ATL,@,DAL,L 21-37,,1,7,7.00,0
7,2009,2009-11-02,7,25.024,ATL,@,NOR,L 27-35,,,,,
8,2009,2009-11-08,8,25.030,ATL,,WAS,W 31-17,,,,,
9,2009,2009-11-15,9,25.037,ATL,@,CAR,L 19-28,,,,,
10,2009,2009-11-22,10,25.044,ATL,@,NYG,L 31-34,,,,,
11,2009,2009-11-29,11,25.051,ATL,,TAM,W 20-17,*,,,,
12,2009,2009-12-06,12,25.058,ATL,,PHI,L 7-34,,,,,
13,2009,2009-12-13,13,25.065,ATL,,NOR,L 23-26,,,,,
14,2009,2009-12-27,15,25.079,ATL,,BUF,W 31-3,,,,,
15,2009,2010-01-03,16,25.086,ATL,@,TAM,W 20-10,,,,,
