ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1999,1999-12-19,14,24.294,ARI,,BUF,L 21-31,,,,,,,0.0%,,,,,,,,,,,,,,,
2,1999,1999-12-26,15,24.301,ARI,@,ATL,L 14-37,,,,,,,0.0%,,,,,,,,,,,,,,,
3,1999,2000-01-02,16,24.308,ARI,@,GNB,L 24-49,,,,,,,0.0%,,,,,,,,,,,,,,,
4,2000,2000-09-03,1,25.188,ARI,@,NYG,L 16-21,,6,1,13,13.00,0,16.7%,2.17,0,0,,0,4,92,23.00,0,1,1,1.00,0,0,0
5,2000,2000-09-10,2,25.195,ARI,,DAL,W 32-31,,1,0,0,,0,0.0%,0.00,0,0,,0,4,111,27.75,0,0,0,,0,0,0
6,2000,2000-09-24,3,25.209,ARI,,GNB,L 3-29,,3,1,5,5.00,0,33.3%,1.67,0,0,,0,7,177,25.29,0,0,0,,0,0,0
7,2000,2000-10-01,4,25.216,ARI,@,SFO,L 20-27,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,5,114,22.80,0,0,0,,0,0,0
8,2000,2000-10-08,5,25.223,ARI,,CLE,W 29-21,,2,2,8,4.00,0,100.0%,4.00,0,0,,0,3,93,31.00,0,0,0,,0,0,0
9,2000,2000-10-15,6,25.230,ARI,,PHI,L 14-33,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,7,168,24.00,0,0,0,,0,0,0
10,2000,2000-10-22,7,25.237,ARI,@,DAL,L 7-48,,1,1,20,20.00,0,100.0%,20.00,0,0,,0,6,164,27.33,0,0,0,,0,0,0
11,2000,2000-10-29,8,25.244,ARI,,NOR,L 10-21,,2,1,31,31.00,0,50.0%,15.50,0,0,,0,4,97,24.25,0,0,0,,0,0,0
12,2000,2000-11-05,9,25.251,ARI,,WAS,W 16-15,,1,1,34,34.00,0,100.0%,34.00,0,0,,0,5,183,36.60,0,0,0,,0,0,0
13,2000,2000-11-12,10,25.258,ARI,@,MIN,L 14-31,,1,0,0,,0,0.0%,0.00,0,0,,0,4,173,43.25,1,0,0,,0,1,6
14,2000,2000-11-19,11,25.265,ARI,@,PHI,L 9-34,,2,1,8,8.00,0,50.0%,4.00,1,-4,-4.00,0,6,144,24.00,0,0,0,,0,0,0
15,2000,2000-11-26,12,25.272,ARI,,NYG,L 7-31,*,3,1,13,13.00,0,33.3%,4.33,0,0,,0,6,158,26.33,0,0,0,,0,0,0
16,2000,2000-12-03,13,25.279,ARI,@,CIN,L 13-24,,5,2,35,17.50,0,40.0%,7.00,0,0,,0,4,97,24.25,0,0,0,,0,0,0
