ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1988,1988-09-04,1,23.317,DAL,@,PIT,L 21-24,0,0,,0,,
2,1988,1988-09-12,2,23.325,DAL,@,PHO,W 17-14,0,0,,0,,
3,1988,1988-09-18,3,23.331,DAL,,NYG,L 10-12,0,0,,0,,
4,1988,1988-09-25,4,23.338,DAL,,ATL,W 26-20,0,0,,0,,
5,1988,1988-10-03,5,23.346,DAL,@,NOR,L 17-20,2,22,11.00,0,0,0
6,1988,1988-10-09,6,23.352,DAL,,WAS,L 17-35,1,18,18.00,0,0,0
7,1988,1988-10-16,7,23.359,DAL,@,CHI,L 7-17,5,59,11.80,1,1,6
8,1988,1988-10-23,8,24.000,DAL,@,PHI,L 23-24,1,14,14.00,0,0,0
9,1988,1988-10-30,9,24.007,DAL,,PHO,L 10-16,1,9,9.00,0,0,0
10,1988,1988-11-06,10,24.014,DAL,@,NYG,L 21-29,0,0,,0,,
11,1988,1988-11-13,11,24.021,DAL,,MIN,L 3-43,0,0,,0,,
12,1988,1988-11-20,12,24.028,DAL,,CIN,L 24-38,1,8,8.00,0,0,0
13,1988,1988-11-24,13,24.032,DAL,,HOU,L 17-25,0,0,,0,,
14,1988,1988-12-04,14,24.042,DAL,@,CLE,L 21-24,3,62,20.67,0,0,0
15,1988,1988-12-11,15,24.049,DAL,@,WAS,W 24-17,0,0,,0,,
16,1988,1988-12-18,16,24.056,DAL,,PHI,L 7-23,1,13,13.00,0,0,0
