ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2005,2005-12-18,14,24.104,CAR,@,NOR,W 27-10,,4,2,48,24.00,0,50.0%,12.00,0,0,,0,0,0
2,2005,2005-12-24,15,24.110,CAR,,DAL,L 20-24,,11,3,55,18.33,1,27.3%,5.00,0,0,,0,1,6
3,2005,2006-01-01,16,24.118,CAR,@,ATL,W 44-11,,,0,0,,0,0.0%,,0,0,,0,0,0
4,2006,2006-09-10,1,25.005,CAR,,ATL,L 6-20,*,10,5,62,12.40,0,50.0%,6.20,1,11,11.00,0,0,0
5,2006,2006-09-17,2,25.012,CAR,@,MIN,L 13-16,*,9,4,34,8.50,0,44.4%,3.78,1,7,7.00,0,0,0
6,2006,2006-09-24,3,25.019,CAR,@,TAM,W 26-24,,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0
7,2006,2006-10-01,4,25.026,CAR,,NOR,W 21-18,,2,1,4,4.00,1,50.0%,2.00,0,0,,0,1,6
8,2006,2006-10-08,5,25.033,CAR,,CLE,W 20-12,,,0,0,,0,0.0%,,0,0,,0,0,0
9,2006,2006-10-15,6,25.040,CAR,@,BAL,W 23-21,,5,4,65,16.25,1,80.0%,13.00,0,0,,0,1,6
10,2006,2006-10-22,7,25.047,CAR,@,CIN,L 14-17,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
11,2006,2006-10-29,8,25.054,CAR,,DAL,L 14-35,,,0,0,,0,0.0%,,0,0,,0,0,0
12,2006,2006-11-13,9,25.069,CAR,,TAM,W 24-10,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
13,2006,2006-11-19,10,25.075,CAR,,STL,W 15-0,,,0,0,,0,0.0%,,0,0,,0,0,0
14,2006,2006-11-26,11,25.082,CAR,@,WAS,L 13-17,,6,3,14,4.67,0,50.0%,2.33,0,0,,0,0,0
15,2006,2006-12-04,12,25.090,CAR,@,PHI,L 24-27,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
16,2006,2006-12-10,13,25.096,CAR,,NYG,L 13-27,,12,8,144,18.00,1,66.7%,12.00,0,0,,0,1,6
17,2006,2006-12-17,14,25.103,CAR,,PIT,L 3-37,,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0
18,2007,2007-09-09,1,26.004,CAR,@,STL,W 27-13,,3,3,19,6.33,2,100.0%,6.33,0,0,,0,2,12
19,2007,2007-09-16,2,26.011,CAR,,HOU,L 21-34,,6,3,50,16.67,0,50.0%,8.33,0,0,,0,0,0
20,2007,2007-09-23,3,26.018,CAR,@,ATL,W 27-20,,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0
21,2007,2007-09-30,4,26.025,CAR,,TAM,L 7-20,,5,2,16,8.00,0,40.0%,3.20,0,0,,0,0,0
22,2007,2007-10-07,5,26.032,CAR,@,NOR,W 16-13,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
23,2007,2007-10-14,6,26.039,CAR,@,ARI,W 25-10,,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0
24,2007,2007-10-28,7,26.053,CAR,,IND,L 7-31,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
25,2007,2007-11-04,8,26.060,CAR,@,TEN,L 7-20,,6,3,56,18.67,1,50.0%,9.33,0,0,,0,1,6
26,2007,2007-11-11,9,26.067,CAR,,ATL,L 13-20,*,5,3,28,9.33,0,60.0%,5.60,0,0,,0,0,0
27,2007,2007-11-18,10,26.074,CAR,@,GNB,L 17-31,,6,5,132,26.40,1,83.3%,22.00,0,0,,0,1,6
28,2007,2007-11-25,11,26.081,CAR,,NOR,L 6-31,*,7,3,41,13.67,0,42.9%,5.86,0,0,,0,0,0
29,2007,2007-12-02,12,26.088,CAR,,SFO,W 31-14,*,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0
30,2007,2007-12-09,13,26.095,CAR,@,JAX,L 6-37,*,10,4,26,6.50,0,40.0%,2.60,0,0,,0,0,0
31,2007,2007-12-16,14,26.102,CAR,,SEA,W 13-10,*,8,3,22,7.33,0,37.5%,2.75,0,0,,0,0,0
32,2007,2007-12-22,15,26.108,CAR,,DAL,L 13-20,*,4,1,10,10.00,0,25.0%,2.50,0,0,,0,0,0
33,2007,2007-12-30,16,26.116,CAR,@,TAM,W 31-23,*,5,2,59,29.50,0,40.0%,11.80,0,0,,0,0,0
