ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1976,1976-09-20,2,22.205,KAN,,OAK,L 21-24,,,,,,,,,,,,
2,1976,1976-09-26,3,22.211,KAN,,NOR,L 17-27,0,0,,0,0,0,,0,1,19,19.00,0
3,1976,1976-10-03,4,22.218,KAN,@,BUF,L 17-50,,,,,,,,,,,,
4,1976,1976-10-17,6,22.232,KAN,@,MIA,W 20-17,1,4,4.00,0,0,0,,0,0,0,,0
5,1976,1976-10-24,7,22.239,KAN,,DEN,L 26-35,,,,,,,,,,,,
6,1976,1976-10-31,8,22.246,KAN,@,TAM,W 28-19,1,1,1.00,0,0,0,,0,0,0,,0
7,1976,1976-11-07,9,22.253,KAN,,PIT,L 0-45,5,19,3.80,0,2,33,16.50,0,1,2,2.00,0
8,1976,1976-11-14,10,22.260,KAN,@,OAK,L 10-21,,,,,,,,,,,,
9,1976,1976-11-21,11,22.267,KAN,,CIN,L 24-27,1,2,2.00,0,0,0,,0,0,0,,0
10,1976,1976-11-28,12,22.274,KAN,@,SDG,W 23-20,,,,,,,,,,,,
11,1976,1976-12-05,13,22.281,KAN,@,DEN,L 16-17,,,,,,,,,,,,
12,1976,1976-12-12,14,22.288,KAN,,CLE,W 39-14,,,,,,,,,,,,
13,1977,1977-09-18,1,23.202,KAN,@,NWE,L 17-21,,,,,,,,,,,,
