ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2005,2005-09-11,1,24.181,TEN,@,PIT,L 7-34,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
2,2005,2005-09-25,3,24.195,TEN,@,STL,L 27-31,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
3,2005,2005-10-02,4,24.202,TEN,,IND,L 10-31,,2,2,33,16.50,0,100.0%,16.50,0,0,,0,0,0,0.0,,
4,2005,2005-10-09,5,24.209,TEN,@,HOU,W 34-20,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
5,2005,2005-10-16,6,24.216,TEN,,CIN,L 23-31,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
6,2005,2005-10-23,7,24.223,TEN,@,ARI,L 10-20,,7,5,43,8.60,0,71.4%,6.14,0,0,,0,0,0,0.0,,
7,2005,2005-10-30,8,24.230,TEN,,OAK,L 25-34,,9,3,25,8.33,0,33.3%,2.78,0,0,,0,0,0,0.0,,
8,2005,2005-11-06,9,24.237,TEN,@,CLE,L 14-20,*,10,5,61,12.20,0,50.0%,6.10,0,0,,0,0,0,0.0,,
9,2005,2005-11-20,10,24.251,TEN,,JAX,L 28-31,,1,1,8,8.00,1,100.0%,8.00,0,0,,0,1,6,0.0,,
10,2005,2005-11-27,11,24.258,TEN,,SFO,W 33-22,,7,3,95,31.67,1,42.9%,13.57,0,0,,0,1,6,0.0,,
11,2005,2005-12-04,12,24.265,TEN,@,IND,L 3-35,*,2,2,34,17.00,0,100.0%,17.00,0,0,,0,0,0,0.0,,
12,2006,2006-09-10,1,25.180,TEN,,NYJ,L 16-23,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
13,2006,2006-09-17,2,25.187,TEN,@,SDG,L 7-40,,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0,0.0,,
14,2006,2006-09-24,3,25.194,TEN,@,MIA,L 10-13,,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,0.0,,
15,2006,2006-10-01,4,25.201,TEN,,DAL,L 14-45,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
16,2006,2006-10-08,5,25.208,TEN,@,IND,L 13-14,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
17,2006,2006-10-15,6,25.215,TEN,@,WAS,W 25-22,,2,1,20,20.00,0,50.0%,10.00,0,0,,0,0,0,0.0,,
18,2006,2006-11-05,8,25.236,TEN,@,JAX,L 7-37,,5,1,17,17.00,0,20.0%,3.40,0,0,,0,0,0,0.0,,
19,2006,2006-11-19,10,25.250,TEN,@,PHI,W 31-13,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
20,2006,2006-11-26,11,25.257,TEN,,NYG,W 24-21,,2,1,20,20.00,0,50.0%,10.00,0,0,,0,0,0,0.0,,
21,2006,2006-12-03,12,25.264,TEN,,IND,W 20-17,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
22,2006,2006-12-10,13,25.271,TEN,@,HOU,W 26-20,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
23,2006,2006-12-17,14,25.278,TEN,,JAX,W 24-17,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,,
24,2006,2006-12-24,15,25.285,TEN,@,BUF,W 30-29,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
25,2006,2006-12-31,16,25.292,TEN,,NWE,L 23-40,,4,2,32,16.00,0,50.0%,8.00,0,0,,0,0,0,0.0,,
26,2007,2007-09-09,1,26.179,TEN,@,JAX,W 13-10,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
27,2007,2007-09-16,2,26.186,TEN,,IND,L 20-22,,6,4,72,18.00,1,66.7%,12.00,0,0,,0,1,6,0.0,,
28,2007,2007-09-24,3,26.194,TEN,@,NOR,W 31-14,*,5,3,37,12.33,0,60.0%,7.40,1,-11,-11.00,0,0,0,0.0,,
29,2007,2007-10-07,4,26.207,TEN,,ATL,W 20-13,*,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,0.0,,
30,2007,2007-10-14,5,26.214,TEN,@,TAM,L 10-13,*,7,5,44,8.80,0,71.4%,6.29,0,0,,0,0,0,0.0,,
31,2007,2007-10-21,6,26.221,TEN,@,HOU,W 38-36,*,11,5,124,24.80,0,45.5%,11.27,1,-6,-6.00,0,0,0,0.0,,
32,2007,2007-10-28,7,26.228,TEN,,OAK,W 13-9,*,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,0.0,,
33,2007,2007-11-04,8,26.235,TEN,,CAR,W 20-7,*,7,3,22,7.33,0,42.9%,3.14,0,0,,0,0,0,0.0,,
34,2007,2007-11-11,9,26.242,TEN,,JAX,L 13-28,*,7,4,31,7.75,0,57.1%,4.43,0,0,,0,0,0,0.0,,
35,2007,2007-11-19,10,26.250,TEN,@,DEN,L 20-34,*,5,4,47,11.75,0,80.0%,9.40,0,0,,0,0,0,0.0,,
36,2007,2007-11-25,11,26.256,TEN,@,CIN,L 6-35,*,6,2,9,4.50,0,33.3%,1.50,0,0,,0,0,0,0.0,,
37,2007,2007-12-02,12,26.263,TEN,,HOU,W 28-20,*,8,5,74,14.80,1,62.5%,9.25,0,0,,0,1,6,0.0,,
38,2007,2007-12-09,13,26.270,TEN,,SDG,L 17-23,*,6,3,30,10.00,0,50.0%,5.00,0,0,,0,0,0,0.0,,
39,2007,2007-12-16,14,26.277,TEN,@,KAN,W 26-17,*,6,4,94,23.50,2,66.7%,15.67,0,0,,0,2,12,0.0,,
40,2007,2007-12-23,15,26.284,TEN,,NYJ,W 10-6,*,5,4,54,13.50,0,80.0%,10.80,0,0,,0,0,0,0.0,,
41,2007,2007-12-30,16,26.291,TEN,@,IND,W 16-10,*,9,6,59,9.83,0,66.7%,6.56,0,0,,0,0,0,0.0,,
42,2010,2010-09-12,1,29.182,WAS,,DAL,W 13-7,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
43,2010,2010-09-19,2,29.189,WAS,,HOU,L 27-30,,1,1,34,34.00,0,100.0%,34.00,0,0,,0,0,0,0.0,0,1
44,2010,2010-09-26,3,29.196,WAS,@,STL,L 16-30,,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,0.0,0,0
45,2010,2010-10-03,4,29.203,WAS,@,PHI,W 17-12,,,,,,,0.0%,,,,,,,,,,
46,2010,2010-10-10,5,29.210,WAS,,GNB,W 16-13,,0,,,,,0.0%,,,,,,,,,,
47,2010,2010-10-17,6,29.217,WAS,,IND,L 24-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
48,2010,2010-10-24,7,29.224,WAS,@,CHI,W 17-14,,,,,,,0.0%,,,,,,,,,,
49,2010,2010-10-31,8,29.231,WAS,@,DET,L 25-37,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
50,2010,2010-11-15,9,29.246,WAS,,PHI,L 28-59,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,0.0,0,1
51,2010,2010-11-21,10,29.252,WAS,@,TEN,W 19-16,,,,,,,0.0%,,,,,,,,,,
52,2010,2010-11-28,11,29.259,WAS,,MIN,L 13-17,,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,0.0,0,0
53,2010,2010-12-05,12,29.266,WAS,@,NYG,L 7-31,,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,0.0,0,1
54,2010,2010-12-12,13,29.273,WAS,,TAM,L 16-17,,1,,,,,0.0%,,,,,,,,,,
55,2010,2010-12-19,14,29.280,WAS,@,DAL,L 30-33,,2,,,,,0.0%,,,,,,,,,,
56,2010,2010-12-26,15,29.287,WAS,@,JAX,W 20-17,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,0.0,0,0
57,2010,2011-01-02,16,29.294,WAS,,NYG,L 14-17,,1,,,,,0.0%,,,,,,,,,,
