ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1977,1977-09-18,1,23.166,NYG,,WAS,W 20-17,,,,,,,,,,,,,,
2,1977,1977-09-25,2,23.173,NYG,@,DAL,L 21-41,,,,,,,,,,,,,,
3,1977,1977-10-02,3,23.180,NYG,@,ATL,L 3-17,,,,,,,,,,,,,,
4,1977,1977-10-09,4,23.187,NYG,,PHI,L 10-28,,,,,,,,,,,,,,
5,1977,1977-10-16,5,23.194,NYG,,SFO,W 20-17,,,,,,,,,,,,,,
6,1977,1977-10-23,6,23.201,NYG,@,WAS,W 17-6,2,15,7.50,0,0,0,,0,0,0,,0,0,0
7,1977,1977-10-31,7,23.209,NYG,@,STL,L 0-28,4,63,15.75,0,0,0,,0,0,0,,0,0,0
8,1977,1977-11-06,8,23.215,NYG,,DAL,L 10-24,,,,,,,,,,,,,,
9,1978,1978-09-02,1,24.150,NYG,@,TAM,W 19-13,,,,,,,,,,,,,,
10,1978,1978-09-10,2,24.158,NYG,,DAL,L 24-34,2,15,7.50,1,0,0,,0,0,0,,0,1,6
11,1978,1978-09-17,3,24.165,NYG,,KAN,W 26-10,4,73,18.25,0,0,0,,0,0,0,,0,0,0
12,1978,1978-09-24,4,24.172,NYG,,SFO,W 27-10,2,56,28.00,1,0,0,,0,0,0,,0,1,6
13,1978,1978-10-01,5,24.179,NYG,@,ATL,L 20-23,2,45,22.50,0,0,0,,0,0,0,,0,0,0
14,1978,1978-10-08,6,24.186,NYG,@,DAL,L 3-24,,,,,,,,,,,,,,
15,1978,1978-10-15,7,24.193,NYG,,TAM,W 17-14,,,,,,,,,,,,,,
16,1978,1978-10-22,8,24.200,NYG,,WAS,W 17-6,,,,,,,,,,,,,,
17,1978,1978-10-29,9,24.207,NYG,@,NOR,L 17-28,1,35,35.00,0,0,0,,0,0,0,,0,0,0
18,1978,1978-11-05,10,24.214,NYG,@,STL,L 10-20,2,53,26.50,0,0,0,,0,0,0,,0,0,0
19,1978,1978-11-19,12,24.228,NYG,,PHI,L 17-19,,,,,,,,,,,,,,
20,1978,1978-11-26,13,24.235,NYG,@,BUF,L 17-41,2,78,39.00,1,0,0,,0,0,0,,0,1,6
21,1978,1978-12-03,14,24.242,NYG,,RAM,L 17-20,,,,,,,,,,,,,,
22,1978,1978-12-10,15,24.249,NYG,,STL,W 17-0,1,6,6.00,0,0,0,,0,0,0,,0,0,0
23,1978,1978-12-17,16,24.256,NYG,@,PHI,L 3-20,2,15,7.50,0,0,0,,0,0,0,,0,0,0
24,1979,1979-09-02,1,25.150,NYG,@,PHI,L 17-23,1,11,11.00,0,0,0,,0,0,0,,0,0,0
25,1979,1979-09-09,2,25.157,NYG,,STL,L 14-27,,,,,,,,,,,,,,
26,1979,1979-09-17,3,25.165,NYG,@,WAS,L 0-27,1,7,7.00,0,0,0,,0,0,0,,0,0,0
27,1979,1979-09-23,4,25.171,NYG,,PHI,L 13-17,,,,,,,,,,,,,,
28,1979,1979-09-30,5,25.178,NYG,@,NOR,L 14-24,,,,,,,,,,,,,,
29,1979,1979-11-25,13,25.234,KAN,@,SDG,L 7-28,,,,,,,,,,,,,,
30,1979,1979-12-02,14,25.241,KAN,,SEA,W 37-21,,,,,,,,,,,,,,
31,1979,1979-12-09,15,25.248,KAN,@,BAL,W 10-7,,,,,,,,,,,,,,
32,1980,1980-10-05,5,26.183,KAN,@,OAK,W 31-17,,,,,,,,,,,,,,
33,1980,1980-10-12,6,26.190,KAN,,HOU,W 21-20,,,,,,,,,,,,,,
34,1980,1980-10-19,7,26.197,KAN,@,DEN,W 23-17,1,26,26.00,1,0,0,,0,0,0,,0,1,6
35,1980,1980-10-26,8,26.204,KAN,,DET,W 20-17,,,,,,,,,,,,,,
36,1980,1980-11-02,9,26.211,KAN,,BAL,L 24-31,,,,,,,,,,,,,,
37,1980,1980-11-09,10,26.218,KAN,@,SEA,W 31-30,,,,,,,,,,,,,,
38,1980,1980-11-16,11,26.225,KAN,@,SDG,L 7-20,,,,,,,,,,,,,,
39,1980,1980-11-23,12,26.232,KAN,@,STL,W 21-13,1,15,15.00,0,0,0,,0,0,0,,0,0,0
40,1980,1980-11-30,13,26.239,KAN,,CIN,L 6-20,3,36,12.00,0,0,0,,0,0,0,,0,0,0
41,1980,1980-12-07,14,26.246,KAN,,DEN,W 31-14,0,0,,0,0,0,,0,1,0,0.00,0,0,0
42,1980,1980-12-14,15,26.253,KAN,@,PIT,L 16-21,2,38,19.00,0,0,0,,0,0,0,,0,0,0
43,1980,1980-12-21,16,26.260,KAN,@,BAL,W 38-28,,,,,,,,,,,,,,
44,1981,1981-09-06,1,27.154,KAN,@,PIT,W 37-33,0,0,,0,0,0,,0,,,,,0,
45,1981,1981-09-13,2,27.161,KAN,,TAM,W 19-10,2,18,9.00,0,0,0,,0,0,0,,0,0,0
46,1981,1981-09-20,3,27.168,KAN,,SDG,L 31-42,3,44,14.67,1,0,0,,0,0,0,,0,1,6
47,1981,1981-09-27,4,27.175,KAN,@,SEA,W 20-14,1,31,31.00,0,1,-5,-5.00,0,0,0,,0,0,0
48,1981,1981-10-04,5,27.182,KAN,@,NWE,L 17-33,0,0,,0,0,0,,0,,,,,0,
49,1981,1981-10-11,6,27.189,KAN,,OAK,W 27-0,1,7,7.00,0,0,0,,0,0,0,,0,0,0
50,1981,1981-10-18,7,27.196,KAN,,DEN,W 28-14,1,6,6.00,0,0,0,,0,0,0,,0,0,0
51,1981,1981-10-25,8,27.203,KAN,@,OAK,W 28-17,5,67,13.40,0,0,0,,0,0,0,,0,0,0
52,1981,1981-11-01,9,27.210,KAN,@,SDG,L 20-22,3,32,10.67,0,0,0,,0,0,0,,0,0,0
53,1981,1981-11-08,10,27.217,KAN,,CHI,L 13-16,0,0,,0,0,0,,0,,,,,0,
54,1981,1981-11-15,11,27.224,KAN,,HOU,W 23-10,1,5,5.00,0,0,0,,0,0,0,,0,0,0
55,1981,1981-11-22,12,27.231,KAN,,SEA,W 40-13,0,0,,0,0,0,,0,,,,,0,
56,1981,1981-11-26,13,27.235,KAN,@,DET,L 10-27,1,18,18.00,0,0,0,,0,0,0,,0,0,0
57,1981,1981-12-06,14,27.245,KAN,@,DEN,L 13-16,6,86,14.33,0,0,0,,0,0,0,,0,0,0
58,1981,1981-12-13,15,27.252,KAN,,MIA,L 7-17,5,42,8.40,1,0,0,,0,0,0,,0,1,6
59,1981,1981-12-20,16,27.259,KAN,@,MIN,W 10-6,0,0,,0,0,0,,0,,,,,0,
60,1982,1982-09-19,2,28.167,KAN,,SDG,W 19-12,1,6,6.00,0,0,0,,0,0,0,,0,0,0
61,1982,1982-11-21,3,28.230,KAN,@,NOR,L 17-27,3,27,9.00,1,0,0,,0,0,0,,0,1,6
62,1982,1982-11-28,4,28.237,KAN,@,RAM,L 14-20,1,27,27.00,0,0,0,,0,0,0,,0,0,0
63,1982,1982-12-05,5,28.244,KAN,@,PIT,L 14-35,3,46,15.33,0,0,0,,0,0,0,,0,0,0
64,1982,1982-12-12,6,28.251,KAN,,RAI,L 16-21,6,102,17.00,0,0,0,,0,0,0,,0,0,0
65,1982,1982-12-19,7,28.258,KAN,@,DEN,W 37-16,3,36,12.00,1,0,0,,0,0,0,,0,1,6
66,1982,1982-12-26,8,28.265,KAN,,SFO,L 13-26,1,7,7.00,0,0,0,,0,0,0,,0,0,0
67,1982,1983-01-02,9,28.272,KAN,,NYJ,W 37-13,0,0,,0,,,,,,,,,,
68,1983,1983-09-03,1,29.151,PHI,@,SFO,W 22-17,1,4,4.00,0,0,0,,0,0,0,,0,0,0
69,1983,1983-09-11,2,29.159,PHI,,WAS,L 13-23,1,12,12.00,0,0,0,,0,0,0,,0,0,0
70,1983,1983-09-18,3,29.166,PHI,@,DEN,W 13-10,0,0,,0,,,,,,,,,,
71,1983,1983-09-25,4,29.173,PHI,,STL,L 11-14,0,0,,0,,,,,,,,,,
72,1983,1983-10-02,5,29.180,PHI,@,ATL,W 28-24,1,16,16.00,0,0,0,,0,0,0,,0,0,0
73,1983,1983-10-09,6,29.187,PHI,@,NYG,W 17-13,0,0,,0,,,,,,,,,,
74,1983,1983-10-16,7,29.194,PHI,@,DAL,L 7-37,1,22,22.00,0,0,0,,0,0,0,,0,0,0
75,1983,1983-10-23,8,29.201,PHI,,CHI,L 6-7,0,0,,0,,,,,,,,,,
76,1983,1983-10-30,9,29.208,PHI,,BAL,L 21-22,0,0,,0,,,,,,,,,,
77,1983,1983-11-06,10,29.215,PHI,,DAL,L 20-27,0,0,,0,,,,,,,,,,
78,1984,1984-10-28,9,30.206,SFO,@,RAM,W 33-0,,,,,,,,,,,,,,
79,1984,1984-11-04,10,30.213,SFO,,CIN,W 23-17,,,,,,,,,,,,,,
