ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2010,2010-09-12,1,23.260,DAL,@,WAS,L 7-13,,0,0,0,,0,0.0%,,1,8,8.00,0,0,0,,0,0,0
2,2010,2010-09-19,2,23.267,DAL,,CHI,L 20-27,*,4,3,13,4.33,1,75.0%,3.25,0,0,,0,0,0,,0,1,6
3,2010,2010-09-26,3,23.274,DAL,@,HOU,W 27-13,,,,,,,0.0%,,,,,,,,,,,
4,2010,2010-10-17,5,23.295,DAL,@,MIN,L 21-24,,3,2,10,5.00,0,66.7%,3.33,1,0,0.00,0,1,10,10.00,0,0,0
5,2010,2010-10-25,6,23.303,DAL,,NYG,L 35-41,*,1,,,,,0.0%,,,,,,,,,,,
6,2010,2010-11-07,8,23.316,DAL,@,GNB,L 7-45,*,,,,,,0.0%,,,,,,,,,,,
7,2010,2010-11-14,9,23.323,DAL,@,NYG,W 33-20,*,2,,,,,0.0%,,,,,,,,,,,
8,2010,2010-11-21,10,23.330,DAL,,DET,W 35-19,,3,1,0,0.00,0,33.3%,0.00,0,0,,0,0,0,,0,0,0
9,2010,2010-11-25,11,23.334,DAL,,NOR,L 27-30,,,,,,,0.0%,,,,,,,,,,,
10,2010,2010-12-05,12,23.344,DAL,@,IND,W 38-35,*,,,,,,0.0%,,,,,,,,,,,
11,2010,2010-12-12,13,23.351,DAL,,PHI,L 27-30,,0,0,0,,0,0.0%,,0,0,,0,1,13,13.00,0,0,0
12,2010,2010-12-19,14,23.358,DAL,,WAS,W 33-30,*,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0
13,2010,2010-12-25,15,23.364,DAL,@,ARI,L 26-27,,,,,,,0.0%,,,,,,,,,,,
14,2010,2011-01-02,16,24.007,DAL,@,PHI,W 14-13,*,0,0,0,,0,0.0%,,3,9,3.00,0,0,0,,0,0,0
15,2011,2011-09-11,1,24.259,IND,@,HOU,L 7-34,,,,,,,0.0%,,,,,,,,,,,
16,2011,2011-09-18,2,24.266,IND,,CLE,L 19-27,,,,,,,0.0%,,,,,,,,,,,
17,2011,2011-09-25,3,24.273,IND,,PIT,L 20-23,,,,,,,0.0%,,,,,,,,,,,
18,2011,2011-10-03,4,24.281,IND,@,TAM,L 17-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
19,2011,2011-10-09,5,24.287,IND,,KAN,L 24-28,,,,,,,0.0%,,,,,,,,,,,
20,2011,2011-10-16,6,24.294,IND,@,CIN,L 17-27,,,,,,,0.0%,,,,,,,,,,,
21,2011,2011-10-23,7,24.301,IND,@,NOR,L 7-62,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
22,2012,2012-09-09,1,25.258,DEN,,PIT,W 31-19,,,,,,,0.0%,,,,,,,,,,,
23,2012,2012-09-17,2,25.266,DEN,@,ATL,L 21-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
24,2012,2012-09-23,3,25.272,DEN,,HOU,L 25-31,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0
25,2012,2012-09-30,4,25.279,DEN,,OAK,W 37-6,,,,,,,0.0%,,,,,,,,,,,
26,2012,2012-10-07,5,25.286,DEN,@,NWE,L 21-31,,,0,0,,0,0.0%,,0,0,,0,1,0,0.00,0,0,0
27,2012,2012-10-15,6,25.294,DEN,@,SDG,W 35-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
28,2012,2012-10-28,7,25.307,DEN,,NOR,W 34-14,,,,,,,0.0%,,,,,,,,,,,
29,2012,2012-11-04,8,25.314,DEN,@,CIN,W 31-23,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
30,2012,2012-11-11,9,25.321,DEN,@,CAR,W 36-14,,,,,,,0.0%,,,,,,,,,,,
31,2012,2012-11-18,10,25.328,DEN,,SDG,W 30-23,,,,,,,0.0%,,,,,,,,,,,
32,2012,2012-11-25,11,25.335,DEN,@,KAN,W 17-9,,,,,,,0.0%,,,,,,,,,,,
33,2012,2012-12-02,12,25.342,DEN,,TAM,W 31-23,,,,,,,0.0%,,,,,,,,,,,
34,2012,2012-12-06,13,25.346,DEN,@,OAK,W 26-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
35,2012,2012-12-16,14,25.356,DEN,@,BAL,W 34-17,,,,,,,0.0%,,,,,,,,,,,
