ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1954,1954-09-26,1,22.085,NYG,@,CRD,W 41-10,,8,13,61.54,108,1,1,81.6,0,0,8.31,6.38,5,8,1.60,1
2,1954,1954-10-02,2,22.091,NYG,@,BAL,L 14-20,,4,7,57.14,36,0,1,31.5,0,0,5.14,-1.29,4,5,1.25,0
3,1954,1954-10-10,3,22.099,NYG,@,WAS,W 51-21,,2,2,100.00,18,1,0,143.7,0,0,9.00,19.00,0,0,,0
4,1954,1954-10-17,4,22.106,NYG,,CRD,W 31-17,,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
5,1954,1954-11-07,7,22.127,NYG,@,PIT,W 30-6,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
6,1954,1954-11-28,10,22.148,NYG,,CLE,L 7-16,,10,25,40.00,96,0,0,51.4,0,0,3.84,3.84,3,-20,-6.67,0
7,1954,1954-12-05,11,22.155,NYG,,PIT,W 24-3,*,17,22,77.27,274,2,2,110.8,0,0,12.45,10.18,4,-16,-4.00,0
8,1954,1954-12-12,12,22.162,NYG,@,PHI,L 14-29,*,9,28,32.14,249,2,3,50.1,0,0,8.89,5.50,3,2,0.67,0
9,1955,1955-09-24,1,23.083,NYG,@,PHI,L 17-27,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
10,1955,1955-10-02,2,23.091,NYG,@,CRD,L 17-28,,2,6,33.33,25,0,0,47.2,0,0,4.17,4.17,0,0,,0
11,1955,1955-10-23,5,23.112,NYG,,PIT,L 17-19,,3,7,42.86,13,0,0,50.3,0,0,1.86,1.86,0,0,,0
12,1955,1955-10-30,6,23.119,NYG,,WAS,W 35-7,,1,2,50.00,8,0,0,60.4,0,0,4.00,4.00,1,-3,-3.00,0
13,1956,1956-11-18,8,24.138,NYG,@,WAS,L 7-33,,2,4,50.00,37,0,1,42.7,0,0,9.25,-2.00,0,0,,0
14,1956,1956-12-09,11,24.159,NYG,,CLE,L 7-24,,2,3,66.67,17,0,0,81.2,0,0,5.67,5.67,0,0,,0
15,1957,1957-10-20,4,25.109,NYG,,PIT,W 35-0,,2,2,100.00,39,1,0,158.3,0,0,19.50,29.50,3,3,1.00,0
16,1960,1960-10-02,4,28.091,LAC,@,BUF,W 24-10,*,9,15,60.00,70,1,1,66.0,0,0,4.67,3.00,1,3,3.00,0
17,1960,1960-10-08,5,28.097,LAC,,BOS,L 0-35,*,6,8,75.00,42,0,0,86.5,0,0,5.25,5.25,2,8,4.00,0
