ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,def_int,def_int_yds,def_int_td
1,1995,1995-09-03,1,24.011,NYJ,@,MIA,L 14-52,,,,,
2,1995,1995-09-10,2,24.018,NYJ,,IND,L 24-27,,,,,
3,1995,1995-09-17,3,24.025,NYJ,,JAX,W 27-10,,3.0,0,0,0
4,1995,1995-09-24,4,24.032,NYJ,@,ATL,L 3-13,,1.0,0,0,0
5,1995,1995-10-01,5,24.039,NYJ,,OAK,L 10-47,,1.0,0,0,0
6,1995,1995-10-08,6,24.046,NYJ,@,BUF,L 10-29,,1.0,0,0,0
7,1995,1995-10-15,7,24.053,NYJ,@,CAR,L 15-26,,,,,
8,1995,1995-10-22,8,24.060,NYJ,,MIA,W 17-16,,1.0,0,0,0
9,1995,1995-10-29,9,24.067,NYJ,@,IND,L 10-17,,2.0,0,0,0
10,1995,1995-11-05,10,24.074,NYJ,,NWE,L 7-20,,,,,
11,1995,1995-11-19,11,24.088,NYJ,,BUF,L 26-28,,1.0,0,0,0
12,1995,1995-11-26,12,24.095,NYJ,@,SEA,W 16-10,,,,,
13,1995,1995-12-10,14,24.109,NYJ,@,NWE,L 28-31,,,,,
14,1995,1995-12-17,15,24.116,NYJ,@,HOU,L 6-23,,,,,
15,1995,1995-12-24,16,24.123,NYJ,,NOR,L 0-12,,,,,
16,1996,1996-09-01,1,25.009,NYJ,@,DEN,L 6-31,,2.0,0,0,0
17,1996,1996-09-08,2,25.016,NYJ,,IND,L 7-21,,,,,
18,1996,1996-09-15,3,25.023,NYJ,@,MIA,L 27-36,,,,,
19,1996,1996-11-10,10,25.079,NYJ,,NWE,L 27-31,,1.0,0,0,0
20,1996,1996-11-17,11,25.086,NYJ,@,IND,L 29-34,,2.0,0,0,0
21,1996,1996-11-24,12,25.093,NYJ,@,BUF,L 10-35,,,,,
22,1996,1996-12-01,13,25.100,NYJ,,HOU,L 10-35,,,,,
23,1996,1996-12-08,14,25.107,NYJ,@,NWE,L 10-34,,,,,
24,1996,1996-12-14,15,25.113,NYJ,,PHI,L 20-21,,3.0,0,0,0
25,1996,1996-12-22,16,25.121,NYJ,,MIA,L 28-31,,,,,
26,1997,1997-08-31,1,26.008,NYJ,@,SEA,W 41-3,,,,,
27,1997,1997-09-07,2,26.015,NYJ,,BUF,L 22-28,,1.0,0,0,0
28,1997,1997-09-21,4,26.029,NYJ,,OAK,W 23-22,,,,,
29,1997,1997-09-28,5,26.036,NYJ,@,CIN,W 31-14,,,,,
30,1997,1997-10-05,6,26.043,NYJ,@,IND,W 16-12,,,,,
31,1997,1997-10-12,7,26.050,NYJ,,MIA,L 20-31,,,,,
32,1997,1997-10-19,8,26.057,NYJ,,NWE,W 24-19,,,,,
33,1997,1997-11-02,9,26.071,TAM,@,IND,W 31-28,,,,,
34,1997,1997-11-09,10,26.078,NYJ,@,MIA,L 17-24,,,,,
35,1997,1997-11-16,11,26.085,NYJ,@,CHI,W 23-15,,2.0,0,0,0
36,1997,1997-11-23,12,26.092,NYJ,,MIN,W 23-21,,,,,
37,1997,1997-11-30,13,26.099,NYJ,@,BUF,L 10-20,,1.0,0,0,0
38,1997,1997-12-07,14,26.106,NYJ,,IND,L 14-22,,,,,
39,1997,1997-12-14,15,26.113,NYJ,,TAM,W 31-0,,,,,
40,1997,1997-12-21,16,26.120,NYJ,@,DET,L 10-13,,,,,
41,1998,1998-09-06,1,27.014,PHI,,SEA,L 0-38,,,,,
42,1998,1998-09-13,2,27.021,PHI,@,ATL,L 12-17,,0.5,0,0,0
43,1998,1998-09-20,3,27.028,PHI,@,ARI,L 3-17,,1.0,0,0,0
44,1998,1998-09-27,4,27.035,PHI,,KAN,L 21-24,,,,,
45,1998,1998-10-04,5,27.042,PHI,@,DEN,L 16-41,,1.0,0,0,0
46,1998,1998-10-11,6,27.049,PHI,,WAS,W 17-12,,1.5,0,0,0
47,1998,1998-10-18,7,27.056,PHI,@,SDG,L 10-13,,4.5,0,0,0
48,1998,1998-11-02,8,27.071,PHI,,DAL,L 0-34,,,,,
49,1998,1998-11-08,9,27.077,PHI,,DET,W 10-9,,2.5,0,0,0
50,1998,1998-11-15,10,27.084,PHI,@,WAS,L 3-28,,1.5,0,0,0
51,1998,1998-11-22,11,27.091,PHI,@,NYG,L 0-20,,,,,
52,1998,1998-11-29,12,27.098,PHI,@,GNB,L 16-24,,,,,
53,1998,1998-12-03,13,27.102,PHI,,STL,W 17-14,,,,,
54,1998,1998-12-13,14,27.112,PHI,,ARI,L 17-20,,,,,
55,1998,1998-12-27,16,27.126,PHI,,NYG,L 10-20,,,,,
56,1999,1999-09-12,1,28.020,PHI,,ARI,L 24-25,*,1.0,0,0,0
57,1999,1999-09-19,2,28.027,PHI,,TAM,L 5-19,*,1.0,0,0,0
58,1999,1999-10-10,5,28.048,PHI,,DAL,W 13-10,,,,,
59,1999,1999-10-17,6,28.055,PHI,@,CHI,W 20-16,,,,,
60,2000,2000-09-03,1,29.011,PHI,@,DAL,W 41-14,*,2.0,0,0,0
61,2000,2000-09-10,2,29.018,PHI,,NYG,L 18-33,*,1.0,0,0,0
62,2000,2000-09-17,3,29.025,PHI,@,GNB,L 3-6,,2.5,0,0,0
63,2000,2000-09-24,4,29.032,PHI,@,NOR,W 21-7,*,1.0,0,0,0
64,2000,2000-10-01,5,29.039,PHI,,ATL,W 38-10,*,0.0,1,9,0
65,2000,2000-10-08,6,29.046,PHI,,WAS,L 14-17,*,2.0,0,0,0
66,2000,2000-10-15,7,29.053,PHI,@,ARI,W 33-14,*,1.0,0,0,0
67,2000,2000-10-22,8,29.060,PHI,,CHI,W 13-9,*,1.5,0,0,0
68,2000,2000-10-29,9,29.067,PHI,@,NYG,L 7-24,*,1.0,0,0,0
69,2000,2000-11-05,10,29.074,PHI,,DAL,W 16-13,*,1.0,0,0,0
70,2000,2000-11-12,11,29.081,PHI,@,PIT,W 26-23,,,,,
71,2000,2000-11-19,12,29.088,PHI,,ARI,W 34-9,,,,,
72,2000,2000-11-26,13,29.095,PHI,@,WAS,W 23-20,,,,,
73,2000,2000-12-03,14,29.102,PHI,,TEN,L 13-15,,1.0,0,0,0
74,2000,2000-12-10,15,29.109,PHI,@,CLE,W 35-24,*,1.0,0,0,0
75,2000,2000-12-24,16,29.123,PHI,,CIN,W 16-7,,,,,
