ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
59,1986,1986-11-02,9,26.351,PIT,,GNB,W 27-3,0,0,,0,4,39,9.75,0,0.0,0,0,0
60,1986,1986-11-09,10,26.358,PIT,@,BUF,L 12-16,0,0,,0,2,21,10.50,0,0.0,0,0,0
61,1986,1986-11-16,11,27.000,PIT,,HOU,W 21-10,0,0,,0,2,5,2.50,0,0.0,0,0,0
62,1986,1986-11-23,12,27.007,PIT,@,CLE,L 31-37,0,0,,0,2,11,5.50,0,0.0,0,0,0
63,1986,1986-11-30,13,27.014,PIT,@,CHI,L 10-13,0,0,,0,2,16,8.00,0,0.0,0,0,0
64,1986,1986-12-07,14,27.021,PIT,,DET,W 27-17,0,0,,0,3,27,9.00,0,0.0,1,3,0
65,1986,1986-12-13,15,27.027,PIT,@,NYJ,W 45-24,0,0,,0,1,40,40.00,0,0.0,1,23,0
66,1986,1986-12-21,16,27.035,PIT,,KAN,L 19-24,0,0,,0,4,11,2.75,0,0.0,0,0,0
67,1987,1987-09-13,1,27.301,TAM,,ATL,W 48-10,0,0,,0,0,0,,0,0.0,1,42,0
68,1987,1987-09-20,2,27.308,TAM,@,CHI,L 3-20,,,,,,,,,,,,
69,1987,1987-10-25,6,27.343,TAM,,CHI,L 26-27,0,0,,0,0,0,,0,0.0,1,21,0
70,1987,1987-11-01,7,27.350,TAM,@,GNB,W 23-17,,,,,,,,,,,,
71,1987,1987-11-08,8,27.357,TAM,@,STL,L 28-31,,,,,,,,,,,,
