ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1980,1980-09-07,1,22.189,NWE,,CLE,W 34-17,0,0,,0,1,14,14.00,0,5,23,4.60,0,0,0
2,1980,1980-09-14,2,22.196,NWE,,ATL,L 21-37,0,0,,0,5,76,15.20,0,2,4,2.00,0,0,0
3,1980,1980-09-21,3,22.203,NWE,@,SEA,W 37-31,0,0,,0,0,0,,0,3,15,5.00,0,0,0
4,1980,1980-09-29,4,22.211,NWE,,DEN,W 23-14,0,0,,0,1,26,26.00,0,0,0,,0,0,0
5,1980,1980-10-05,5,22.217,NWE,@,NYJ,W 21-11,0,0,,0,2,40,20.00,0,0,0,,0,0,0
6,1982,1982-09-12,1,24.194,NWE,@,BAL,W 24-13,0,0,,0,,,,,,,,,,
7,1982,1982-09-19,2,24.201,NWE,,NYJ,L 7-31,0,0,,0,,,,,,,,,,
8,1982,1982-11-21,3,24.264,NWE,@,CLE,L 7-10,1,38,38.00,1,0,0,,0,0,0,,0,1,6
9,1982,1982-11-28,4,24.271,NWE,,HOU,W 29-21,0,0,,0,,,,,,,,,,
10,1982,1982-12-05,5,24.278,NWE,@,CHI,L 13-26,1,41,41.00,0,0,0,,0,0,0,,0,0,0
11,1982,1982-12-12,6,24.285,NWE,,MIA,W 3-0,0,0,,0,,,,,,,,,,
12,1982,1982-12-19,7,24.292,NWE,@,SEA,W 16-0,0,0,,0,,,,,,,,,,
13,1982,1982-12-26,8,24.299,NWE,@,PIT,L 14-37,2,35,17.50,0,0,0,,0,0,0,,0,0,0
14,1982,1983-01-02,9,24.306,NWE,,BUF,W 30-19,0,0,,0,,,,,,,,,,
15,1983,1983-09-04,1,25.186,NYJ,@,SDG,W 41-29,,,,,0,0,,0,,,,,,
16,1983,1983-09-11,2,25.193,NYJ,,SEA,L 10-17,,,,,0,0,,0,,,,,,
17,1983,1983-09-18,3,25.200,NYJ,@,NWE,L 13-23,,,,,0,0,,0,,,,,,
18,1983,1983-09-25,4,25.207,NYJ,,RAM,W 27-24,0,0,,0,1,46,46.00,0,0,0,,0,0,0
19,1983,1983-10-03,5,25.215,NYJ,@,BUF,W 34-10,0,0,,0,1,39,39.00,0,0,0,,0,0,0
20,1983,1983-10-09,6,25.221,NYJ,@,CLE,L 7-10,,,,,0,0,,0,,,,,,
21,1983,1983-10-16,7,25.228,NYJ,,MIA,L 14-32,0,0,,0,4,82,20.50,0,0,0,,0,0,0
22,1983,1983-10-23,8,25.235,NYJ,,ATL,L 21-27,0,0,,0,2,66,33.00,0,0,0,,0,0,0
23,1983,1983-10-30,9,25.242,NYJ,@,SFO,W 27-13,0,0,,0,1,21,21.00,0,0,0,,0,0,0
24,1983,1983-11-06,10,25.249,NYJ,,BAL,L 14-17,0,0,,0,1,38,38.00,0,0,0,,0,0,0
25,1983,1983-11-13,11,25.256,NYJ,,BUF,L 17-24,0,0,,0,2,46,23.00,0,0,0,,0,0,0
26,1983,1983-11-21,12,25.264,NYJ,@,NOR,W 31-28,0,0,,0,1,17,17.00,0,0,0,,0,0,0
27,1983,1983-11-27,13,25.270,NYJ,,NWE,W 26-3,0,0,,0,1,27,27.00,0,0,0,,0,0,0
28,1983,1983-12-04,14,25.277,NYJ,@,BAL,W 10-6,0,0,,0,2,32,16.00,0,0,0,,0,0,0
29,1983,1983-12-10,15,25.283,NYJ,,PIT,L 7-34,0,0,,0,7,134,19.14,0,0,0,,0,0,0
30,1983,1983-12-16,16,25.289,NYJ,@,MIA,L 14-34,0,0,,0,6,97,16.17,0,0,0,,0,0,0
31,1984,1984-09-09,2,26.191,CLE,@,RAM,L 17-20,0,0,,0,5,74,14.80,0,0,0,,0,0,0
32,1984,1984-09-16,3,26.198,CLE,,DEN,L 14-24,0,0,,0,3,62,20.67,0,0,0,,0,0,0
