ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1999,1999-09-27,3,23.320,ARI,,SFO,L 10-24,,4,2,43,21.50,0,50.0%,10.75
2,1999,1999-10-03,4,23.326,ARI,@,DAL,L 7-35,,2,1,2,2.00,0,50.0%,1.00
