ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2011,2011-09-11,1,21.324,NYJ,,DAL,W 27-24,*,,0,0,0.0,1,0,0,0,0
2,2011,2011-09-18,2,21.331,NYJ,,JAX,W 32-3,*,1,0,2,1.0,2,0,0,0,0
3,2011,2011-09-25,3,21.338,NYJ,@,OAK,L 24-34,*,,,,,,,,,
4,2011,2011-10-02,4,21.345,NYJ,@,BAL,L 17-34,*,,0,0,0.0,3,0,0,0,0
5,2011,2011-10-09,5,21.352,NYJ,@,NWE,L 21-30,*,,0,0,0.0,3,1,0,0,0
6,2011,2011-10-17,6,21.360,NYJ,,MIA,W 24-6,*,,0,0,0.0,1,0,0,0,0
7,2011,2011-10-23,7,22.001,NYJ,,SDG,W 27-21,*,,0,0,0.0,3,2,0,0,0
8,2011,2011-11-06,8,22.015,NYJ,@,BUF,W 27-11,*,,0,0,0.0,2,1,0,0,0
9,2011,2011-11-13,9,22.022,NYJ,,NWE,L 16-37,*,,0,0,0.0,1,4,0,0,0
10,2011,2011-11-17,10,22.026,NYJ,@,DEN,L 13-17,*,,0,0,0.0,2,0,0,0,0
11,2011,2011-11-27,11,22.036,NYJ,,BUF,W 28-24,*,,0,0,0.0,2,0,0,0,0
12,2011,2011-12-04,12,22.043,NYJ,@,WAS,W 34-19,*,,0,0,0.0,0,1,0,0,0
13,2011,2011-12-11,13,22.050,NYJ,,KAN,W 37-10,*,,0,0,0.0,3,2,0,0,0
14,2011,2011-12-18,14,22.057,NYJ,@,PHI,L 19-45,*,,0,0,1.0,6,0,0,0,0
15,2011,2011-12-24,15,22.063,NYJ,,NYG,L 14-29,*,,0,0,1.0,3,2,0,0,0
16,2011,2012-01-01,16,22.071,NYJ,@,MIA,L 17-19,*,,0,0,0.0,3,0,0,0,0
17,2012,2012-09-09,1,22.323,NYJ,,BUF,W 48-28,*,,0,0,0.0,0,1,0,0,0
18,2012,2012-09-16,2,22.330,NYJ,@,PIT,L 10-27,*,,0,0,0.0,2,2,0,0,0
19,2012,2012-09-23,3,22.337,NYJ,@,MIA,W 23-20,*,,0,0,0.0,6,3,0,0,0
20,2012,2012-09-30,4,22.344,NYJ,,SFO,L 0-34,*,,0,0,0.0,0,3,0,0,0
21,2012,2012-10-08,5,22.352,NYJ,,HOU,L 17-23,*,,0,0,0.0,1,1,0,0,0
22,2012,2012-10-14,6,22.358,NYJ,,IND,W 35-9,*,,0,0,1.0,5,2,0,0,0
23,2012,2012-10-21,7,22.365,NYJ,@,NWE,L 26-29,*,,0,0,0.0,5,0,0,0,0
24,2012,2012-10-28,8,23.006,NYJ,,MIA,L 9-30,*,,0,0,0.0,2,3,0,0,0
25,2012,2012-11-11,9,23.020,NYJ,@,SEA,L 7-28,,,0,6,0.0,4,3,0,0,0
26,2012,2012-11-18,10,23.027,NYJ,@,STL,W 27-13,*,,0,0,1.0,3,1,0,0,0
27,2012,2012-11-22,11,23.031,NYJ,,NWE,L 19-49,*,,0,0,0.0,0,3,0,0,0
28,2012,2012-12-02,12,23.041,NYJ,,ARI,W 7-6,*,,0,0,1.0,1,2,0,0,0
29,2012,2012-12-09,13,23.048,NYJ,@,JAX,W 17-10,*,,0,0,1.0,3,0,0,0,0
30,2012,2012-12-17,14,23.056,NYJ,@,TEN,L 10-14,*,,0,0,0.0,1,4,0,0,0
31,2012,2012-12-23,15,23.062,NYJ,,SDG,L 17-27,*,,0,0,1.0,3,2,0,0,0
32,2012,2012-12-30,16,23.069,NYJ,@,BUF,L 9-28,*,,0,0,0.0,2,2,0,0,0
33,2013,2013-09-08,1,23.321,NYJ,,TAM,W 18-17,*,,0,0,1.0,1,1,0,0,0
34,2013,2013-09-12,2,23.325,NYJ,@,NWE,L 10-13,*,,0,0,0.0,0,1,0,0,0
35,2013,2013-09-22,3,23.335,NYJ,,BUF,W 27-20,*,,0,0,2.0,4,2,0,0,0
36,2013,2013-09-29,4,23.342,NYJ,@,TEN,L 13-38,*,,0,0,0.0,2,1,0,0,0
37,2013,2013-10-07,5,23.350,NYJ,@,ATL,W 30-28,*,,0,0,1.0,5,2,0,0,0
38,2013,2013-10-13,6,23.356,NYJ,,PIT,L 6-19,*,,0,0,1.0,2,0,0,0,0
39,2013,2013-10-20,7,23.363,NYJ,,NWE,W 30-27,*,,0,0,1.0,3,2,0,0,0
40,2013,2013-10-27,8,24.005,NYJ,@,CIN,L 9-49,*,,0,0,1.0,2,2,1,6,0
41,2013,2013-11-03,9,24.012,NYJ,,NOR,W 26-20,*,,0,0,1.0,1,0,0,0,0
42,2013,2013-11-17,10,24.026,NYJ,@,BUF,L 14-37,*,,0,0,0.0,7,2,0,0,0
43,2013,2013-11-24,11,24.033,NYJ,@,BAL,L 3-19,*,,0,0,2.0,5,1,0,0,0
44,2013,2013-12-01,12,24.040,NYJ,,MIA,L 3-23,*,,0,0,0.0,2,2,0,0,0
45,2013,2013-12-08,13,24.047,NYJ,,OAK,W 37-27,*,,0,0,0.0,2,0,0,0,0
46,2013,2013-12-15,14,24.054,NYJ,@,CAR,L 20-30,*,,0,0,0.0,3,3,0,0,0
47,2013,2013-12-22,15,24.061,NYJ,,CLE,W 24-13,*,,0,0,0.5,3,1,0,0,0
48,2013,2013-12-29,16,24.068,NYJ,@,MIA,W 20-7,*,,0,0,0.0,1,1,0,0,0
49,2014,2014-09-07,1,24.320,NYJ,,OAK,W 19-14,*,,0,0,0.0,1,2,0,0,0
50,2014,2014-09-14,2,24.327,NYJ,@,GNB,L 24-31,*,,,,,,,,,
51,2014,2014-09-22,3,24.335,NYJ,,CHI,L 19-27,*,,0,0,1.5,3,2,0,0,0
52,2014,2014-09-28,4,24.341,NYJ,,DET,L 17-24,*,,0,0,1.5,2,6,0,0,0
53,2014,2014-10-05,5,24.348,NYJ,@,SDG,L 0-31,*,,0,0,0.0,5,3,0,0,0
54,2014,2014-10-12,6,24.355,NYJ,,DEN,L 17-31,*,,0,0,1.0,6,2,0,0,0
55,2014,2014-10-16,7,24.359,NYJ,@,NWE,L 25-27,*,,0,0,0.0,0,2,0,0,0
56,2014,2014-10-26,8,25.004,NYJ,,BUF,L 23-43,*,,0,0,0.5,3,2,0,0,0
57,2014,2014-11-02,9,25.011,NYJ,@,KAN,L 10-24,*,,0,0,0.0,4,0,0,0,0
