ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1990,1990-09-09,1,23.306,NWE,,MIA,L 24-27,,,,,
2,1990,1990-09-16,2,23.313,NWE,@,IND,W 16-14,,,,,
3,1990,1990-09-23,3,23.320,NWE,@,CIN,L 7-41,,,,,
4,1990,1990-09-30,4,23.327,NWE,,NYJ,L 13-37,,,,,
5,1990,1990-10-07,5,23.334,NWE,,SEA,L 20-33,,,,,
6,1990,1990-10-18,6,23.345,NWE,@,MIA,L 10-17,,,,,
7,1990,1990-10-28,7,23.355,NWE,,BUF,L 10-27,,,,,
8,1990,1990-11-04,8,23.362,NWE,@,PHI,L 20-48,,,,,
9,1990,1990-11-11,9,24.004,NWE,,IND,L 10-13,,,,,
10,1990,1990-11-18,10,24.011,NWE,@,BUF,L 0-14,0,0,,0,1.0
11,1990,1990-11-25,11,24.018,NWE,@,PHO,L 14-34,0,0,,0,1.0
12,1990,1990-12-02,12,24.025,NWE,,KAN,L 7-37,,,,,
13,1990,1990-12-09,13,24.032,NWE,@,PIT,L 3-24,,,,,
14,1990,1990-12-15,14,24.038,NWE,,WAS,L 10-25,,,,,
15,1990,1990-12-23,15,24.046,NWE,@,NYJ,L 7-42,0,0,,0,1.0
16,1990,1990-12-30,16,24.053,NWE,,NYG,L 10-13,,,,,
17,1991,1991-09-08,2,24.305,NWE,,CLE,L 0-20,0,0,,0,
18,1991,1991-09-15,3,24.312,NWE,@,PIT,L 6-20,0,0,,0,
19,1991,1991-09-22,4,24.319,NWE,,HOU,W 24-20,0,0,,0,
20,1991,1991-09-29,5,24.326,NWE,@,PHO,L 10-24,0,0,,0,
21,1991,1991-10-06,6,24.333,NWE,,MIA,L 10-20,0,0,,0,
22,1991,1991-10-20,7,24.347,NWE,,MIN,W 26-23,2,0,0.00,0,0.0
23,1991,1991-10-27,8,24.354,NWE,,DEN,L 6-9,0,0,,0,
24,1991,1991-11-03,9,24.361,NWE,@,BUF,L 17-22,0,0,,0,
25,1991,1991-11-10,10,25.003,NWE,@,MIA,L 20-30,0,0,,0,1.0
26,1991,1991-11-17,11,25.010,NWE,,NYJ,L 21-28,0,0,,0,
27,1991,1991-11-24,12,25.017,NWE,,BUF,W 16-13,0,0,,0,
28,1991,1991-12-01,13,25.024,NWE,@,DEN,L 3-20,0,0,,0,1.0
29,1991,1991-12-08,14,25.031,NWE,,IND,W 23-17,0,0,,0,
30,1991,1991-12-15,15,25.038,NWE,@,NYJ,W 6-3,0,0,,0,
31,1991,1991-12-22,16,25.045,NWE,@,CIN,L 7-29,0,0,,0,
32,1992,1992-09-13,1,25.311,NWE,@,RAM,L 0-14,0,0,,0,
33,1992,1992-09-27,3,25.325,NWE,,BUF,L 7-41,0,0,,0,
34,1992,1992-10-04,4,25.332,NWE,@,NYJ,L 21-30,0,0,,0,
35,1992,1992-10-11,5,25.339,NWE,,SFO,L 12-24,0,0,,0,
36,1992,1992-10-18,6,25.346,NWE,@,MIA,L 17-38,0,0,,0,
37,1992,1992-10-25,7,25.353,NWE,,CLE,L 17-19,0,0,,0,
38,1992,1992-11-01,8,25.360,NWE,@,BUF,L 7-16,0,0,,0,
39,1992,1992-11-08,9,26.001,NWE,,NOR,L 14-31,0,0,,0,
40,1992,1992-11-15,10,26.008,NWE,@,IND,W 37-34,1,11,11.00,0,0.0
41,1992,1992-11-22,11,26.015,NWE,,NYJ,W 24-3,0,0,,0,
42,1992,1992-11-29,12,26.022,NWE,@,ATL,L 0-34,0,0,,0,
