ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1978,1978-09-03,1,23.158,HOU,@,ATL,L 14-20,15,137,9.13,1,2,-8,-4.00,0,0,0,,0,0,0,,0,0,,,1,6
2,1978,1978-09-10,2,23.165,HOU,@,KAN,W 20-17,22,107,4.86,2,2,15,7.50,0,0,0,,0,0,0,,0,0,,,2,12
3,1978,1978-09-17,3,23.172,HOU,,SFO,W 20-19,25,78,3.12,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
4,1978,1978-09-24,4,23.179,HOU,,RAM,L 6-10,13,77,5.92,0,2,5,2.50,0,0,0,,0,0,0,,0,0,,,0,0
5,1978,1978-10-08,6,23.193,HOU,@,OAK,L 17-21,25,104,4.16,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
6,1978,1978-10-15,7,23.200,HOU,,BUF,W 17-10,19,105,5.53,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
7,1978,1978-10-23,8,23.208,HOU,@,PIT,W 24-17,21,89,4.24,3,0,0,,0,0,0,,0,0,0,,0,0,,,3,18
8,1978,1978-10-29,9,23.214,HOU,@,CIN,L 13-28,18,102,5.67,0,2,2,1.00,0,0,0,,0,0,0,,0,0,,,0,0
9,1978,1978-11-05,10,23.221,HOU,,CLE,W 14-10,19,71,3.74,0,2,15,7.50,0,0,0,,0,0,0,,0,0,,,0,0
10,1978,1978-11-12,11,23.228,HOU,@,NWE,W 26-23,24,74,3.08,1,1,14,14.00,0,0,0,,0,0,0,,0,0,,,1,6
11,1978,1978-11-20,12,23.236,HOU,,MIA,W 35-30,28,199,7.11,4,0,0,,0,0,0,,0,0,0,,0,0,,,4,24
12,1978,1978-11-26,13,23.242,HOU,,CIN,W 17-10,27,122,4.52,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
13,1978,1978-12-03,14,23.249,HOU,,PIT,L 3-13,7,41,5.86,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
14,1978,1978-12-10,15,23.256,HOU,@,NOR,W 17-12,25,67,2.68,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
