ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
24,1977,1977-11-20,10,24.174,RAM,@,SFO,W 23-10,,,,,,,,,,,,,,
25,1977,1977-11-27,11,24.181,RAM,@,CLE,W 9-0,,,,,,,,,,,,,,
26,1977,1977-12-11,13,24.195,RAM,,ATL,W 23-7,,,,,,,,,,,,,,
27,1978,1978-09-03,1,25.096,RAM,@,PHI,W 16-14,1,21,21.00,0,0,0,,0,0,0,,0,0,0
28,1978,1978-09-10,2,25.103,RAM,,ATL,W 10-0,,,,,,,,,,,,,,
29,1978,1978-09-17,3,25.110,RAM,,DAL,W 27-14,1,12,12.00,0,0,0,,0,0,0,,0,0,0
30,1978,1978-09-24,4,25.117,RAM,@,HOU,W 10-6,,,,,,,,,,,,,,
31,1978,1978-10-01,5,25.124,RAM,@,NOR,W 26-20,,,,,,,,,,,,,,
32,1978,1978-10-08,6,25.131,RAM,,SFO,W 27-10,,,,,,,,,,,,,,
33,1978,1978-10-15,7,25.138,RAM,@,MIN,W 34-17,,,,,,,,,,,,,,
34,1978,1978-10-22,8,25.145,RAM,,NOR,L 3-10,1,38,38.00,0,0,0,,0,0,0,,0,0,0
35,1978,1978-10-30,9,25.153,RAM,@,ATL,L 7-15,2,34,17.00,0,0,0,,0,0,0,,0,0,0
36,1978,1978-11-12,11,25.166,RAM,,PIT,W 10-7,,,,,,,,,,,,,,
37,1978,1978-12-03,14,25.187,RAM,@,NYG,W 20-17,,,,,,,,,,,,,,
38,1978,1978-12-11,15,25.195,RAM,,CIN,L 19-20,,,,,,,,,,,,,,
39,1978,1978-12-17,16,25.201,RAM,,GNB,W 31-14,,,,,,,,,,,,,,
40,1979,1979-09-09,2,26.102,NYG,,STL,L 14-27,,,,,,,,,,,,,,
41,1979,1979-09-17,3,26.110,NYG,@,WAS,L 0-27,,,,,,,,,,,,,,
42,1979,1979-09-23,4,26.116,NYG,,PHI,L 13-17,,,,,,,,,,,,,,
43,1979,1979-09-30,5,26.123,NYG,@,NOR,L 14-24,,,,,,,,,,,,,,
44,1979,1979-10-07,6,26.130,NYG,,TAM,W 17-14,0,0,,0,0,0,,0,2,3,1.50,0,0,0
45,1979,1979-10-14,7,26.137,NYG,,SFO,W 32-16,1,10,10.00,0,0,0,,0,0,0,,0,0,0
46,1979,1979-10-21,8,26.144,NYG,@,KAN,W 21-17,2,10,5.00,0,0,0,,0,0,0,,0,0,0
47,1979,1979-10-28,9,26.151,NYG,@,RAM,W 20-14,1,55,55.00,0,0,0,,0,0,0,,0,0,0
48,1979,1979-11-04,10,26.158,NYG,,DAL,L 14-16,1,7,7.00,0,0,0,,0,0,0,,0,0,0
49,1979,1979-11-11,11,26.165,NYG,,ATL,W 24-3,2,9,4.50,0,0,0,,0,0,0,,0,0,0
50,1979,1979-11-18,12,26.172,NYG,@,TAM,L 3-31,4,67,16.75,0,0,0,,0,0,0,,0,0,0
51,1979,1979-11-25,13,26.179,NYG,,WAS,W 14-6,,,,,,,,,,,,,,
52,1979,1979-12-02,14,26.186,NYG,@,DAL,L 7-28,,,,,,,,,,,,,,
53,1979,1979-12-09,15,26.193,NYG,@,STL,L 20-29,3,64,21.33,0,0,0,,0,0,0,,0,0,0
54,1979,1979-12-16,16,26.200,NYG,,BAL,L 7-31,,,,,,,,,,,,,,
55,1981,1981-09-07,1,28.100,SDG,@,CLE,W 44-14,1,16,16.00,0,0,0,,0,0,0,,0,0,0
56,1981,1981-09-13,2,28.106,SDG,,DET,W 28-23,2,57,28.50,0,0,0,,0,0,0,,0,0,0
57,1981,1981-09-20,3,28.113,SDG,@,KAN,W 42-31,0,0,,0,,,,,,,,,,
58,1981,1981-09-27,4,28.120,SDG,@,DEN,L 24-42,1,16,16.00,0,0,0,,0,0,0,,0,0,0
59,1981,1981-10-04,5,28.127,SDG,,SEA,W 24-10,1,12,12.00,0,0,0,,0,0,0,,0,0,0
60,1981,1981-10-11,6,28.134,SDG,,MIN,L 31-33,3,80,26.67,1,0,0,,0,0,0,,0,1,6
61,1981,1981-10-18,7,28.141,SDG,@,BAL,W 43-14,1,27,27.00,0,0,0,,0,0,0,,0,0,0
62,1981,1981-10-25,8,28.148,SDG,@,CHI,L 17-20,1,20,20.00,0,0,0,,0,0,0,,0,0,0
63,1981,1981-11-01,9,28.155,SDG,,KAN,W 22-20,0,0,,0,,,,,,,,,,
64,1981,1981-11-08,10,28.162,SDG,,CIN,L 17-40,3,102,34.00,0,0,0,,0,0,0,,0,0,0
65,1981,1981-11-16,11,28.170,SDG,@,SEA,L 23-44,1,9,9.00,0,0,0,,0,0,0,,0,0,0
66,1981,1981-11-22,12,28.176,SDG,@,OAK,W 55-21,2,39,19.50,0,0,0,,0,0,0,,0,0,0
67,1981,1981-11-29,13,28.183,SDG,,DEN,W 34-17,1,23,23.00,0,0,0,,0,0,0,,0,0,0
68,1981,1981-12-06,14,28.190,SDG,,BUF,L 27-28,1,6,6.00,0,0,0,,0,0,0,,0,0,0
69,1981,1981-12-13,15,28.197,SDG,@,TAM,W 24-23,1,22,22.00,0,0,0,,0,0,0,,0,0,0
70,1981,1981-12-21,16,28.205,SDG,,OAK,W 23-10,0,0,,0,,,,,,,,,,
71,1982,1982-09-12,1,29.105,SDG,@,DEN,W 23-3,0,0,,0,,,,,,,,,,
72,1982,1982-09-19,2,29.112,SDG,@,KAN,L 12-19,1,26,26.00,0,0,0,,0,0,0,,0,0,0
73,1982,1982-11-22,3,29.176,SDG,@,RAI,L 24-28,1,29,29.00,1,0,0,,0,0,0,,0,1,6
74,1982,1982-11-28,4,29.182,SDG,,DEN,W 30-20,3,42,14.00,0,0,0,,0,0,0,,0,0,0
75,1982,1982-12-05,5,29.189,SDG,@,CLE,W 30-13,0,0,,0,,,,,,,,,,
76,1982,1982-12-11,6,29.195,SDG,@,SFO,W 41-37,0,0,,0,,,,,,,,,,
77,1982,1982-12-20,7,29.204,SDG,,CIN,W 50-34,0,0,,0,,,,,,,,,,
78,1982,1982-12-26,8,29.210,SDG,,BAL,W 44-26,1,8,8.00,0,0,0,,0,0,0,,0,0,0
79,1982,1983-01-02,9,29.217,SDG,,RAI,L 34-41,0,0,,0,,,,,,,,,,
80,1983,1983-09-04,1,30.097,SDG,,NYJ,L 29-41,1,14,14.00,0,0,0,,0,0,0,,0,0,0
81,1983,1983-09-18,3,30.111,SDG,@,SEA,L 31-34,1,14,14.00,0,0,0,,0,0,0,,0,0,0
82,1983,1983-09-25,4,30.118,SDG,,CLE,L 24-30,0,0,,0,1,16,16.00,0,0,0,,0,0,0
83,1983,1983-10-09,6,30.132,SDG,,SEA,W 28-21,0,0,,0,0,0,,0,0,0,,0,,
84,1983,1983-10-16,7,30.139,SDG,@,NWE,L 21-37,0,0,,0,0,0,,0,0,0,,0,,
85,1983,1983-10-23,8,30.146,SDG,@,DEN,L 6-14,0,0,,0,0,0,,0,1,30,30.00,0,0,0
86,1983,1983-10-31,9,30.154,SDG,,WAS,L 24-27,0,0,,0,0,0,,0,1,4,4.00,0,0,0
87,1984,1984-09-30,5,31.123,SEA,@,MIN,W 20-12,0,0,,0,,,,,,,,,,
88,1984,1984-10-07,6,31.130,SEA,@,RAI,L 14-28,2,22,11.00,0,0,0,,0,0,0,,0,0,0
89,1984,1984-10-14,7,31.137,SEA,,BUF,W 31-28,0,0,,0,,,,,,,,,,
90,1984,1984-10-21,8,31.144,SEA,@,GNB,W 30-24,0,0,,0,,,,,,,,,,
