ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2012,2012-09-09,1,22.174,NWE,@,TEN,W 34-13,,0,0,0.0,3,1,1,0,0
2,2012,2012-09-16,2,22.181,NWE,,ARI,L 18-20,,0,0,0.0,0,0,0,0,0
3,2012,2012-09-23,3,22.188,NWE,@,BAL,L 30-31,,0,0,0.0,2,0,0,0,0
4,2012,2012-09-30,4,22.195,NWE,@,BUF,W 52-28,,0,0,0.0,2,1,1,22,0
5,2012,2012-10-07,5,22.202,NWE,,DEN,W 31-21,*,0,0,0.0,5,5,0,0,0
6,2012,2012-10-14,6,22.209,NWE,@,SEA,L 23-24,*,0,0,0.0,1,0,0,0,0
7,2012,2012-10-21,7,22.216,NWE,,NYJ,W 29-26,*,0,0,0.0,2,0,0,0,0
8,2012,2012-10-28,8,22.223,NWE,@,STL,W 45-7,*,0,0,0.0,3,0,1,45,0
9,2012,2012-11-11,9,22.237,NWE,,BUF,W 37-31,,0,0,0.0,0,2,0,0,0
10,2012,2012-11-18,10,22.244,NWE,,IND,W 59-24,,0,0,0.0,1,0,1,20,0
11,2012,2012-11-22,11,22.248,NWE,@,NYJ,W 49-19,,0,0,0.0,0,0,0,0,0
12,2012,2012-12-02,12,22.258,NWE,@,MIA,W 23-16,,0,0,0.0,1,0,0,0,0
13,2012,2012-12-10,13,22.266,NWE,,HOU,W 42-14,,0,0,0.0,0,1,0,0,0
14,2012,2012-12-16,14,22.272,NWE,,SFO,L 34-41,,,,,,,,,
15,2012,2012-12-23,15,22.279,NWE,@,JAX,W 23-16,,0,0,0.0,4,0,0,0,0
16,2012,2012-12-30,16,22.286,NWE,,MIA,W 28-0,,0,0,0.0,1,1,0,0,0
17,2013,2013-09-08,1,23.173,NWE,@,BUF,W 23-21,,,,,,,,,
18,2013,2013-09-12,2,23.177,NWE,,NYJ,W 13-10,,,,,,,,,
19,2013,2013-09-22,3,23.187,NWE,,TAM,W 23-3,,,,,,,,,
20,2013,2013-09-29,4,23.194,NWE,@,ATL,W 30-23,,,,,,,,,
21,2013,2013-10-27,8,23.222,NWE,,MIA,W 27-17,,,,,,,,,
22,2013,2013-11-03,9,23.229,NWE,,PIT,W 55-31,,,,,,,,,
23,2013,2013-11-18,10,23.244,NWE,@,CAR,L 20-24,,0,0,0.0,2,0,0,0,0
24,2013,2013-11-24,11,23.250,NWE,,DEN,W 34-31,,,,,,,,,
25,2013,2013-12-01,12,23.257,NWE,@,HOU,W 34-31,,,,,,,,,
26,2013,2013-12-08,13,23.264,NWE,,CLE,W 27-26,,,,,,,,,
27,2013,2013-12-15,14,23.271,NWE,@,MIA,L 20-24,,,,,,,,,
28,2013,2013-12-22,15,23.278,NWE,@,BAL,W 41-7,,0,6,0.0,1,0,1,74,1
29,2013,2013-12-29,16,23.285,NWE,,BUF,W 34-20,,,,,,,,,
30,2014,2014-09-07,1,24.172,NWE,@,MIA,L 20-33,,0,0,0.0,2,0,0,0,0
31,2014,2014-09-14,2,24.179,NWE,@,MIN,W 30-7,,,,,,,,,
32,2014,2014-09-21,3,24.186,NWE,,OAK,W 16-9,,0,0,0.0,1,0,0,0,0
33,2014,2014-09-29,4,24.194,NWE,@,KAN,L 14-41,,0,0,0.0,1,0,0,0,0
34,2014,2014-10-05,5,24.200,NWE,,CIN,W 43-17,,0,0,0.0,1,0,0,0,0
35,2014,2014-10-12,6,24.207,NWE,@,BUF,W 37-22,,0,0,0.0,1,0,0,0,0
36,2014,2014-10-16,7,24.211,NWE,,NYJ,W 27-25,,0,0,0.0,3,0,0,0,0
37,2014,2014-10-26,8,24.221,NWE,,CHI,W 51-23,,0,0,0.0,2,1,0,0,0
38,2014,2014-11-02,9,24.228,NWE,,DEN,W 43-21,,,,,,,,,
39,2014,2014-11-16,10,24.242,NWE,@,IND,W 42-20,,,,,,,,,
40,2014,2014-11-23,11,24.249,NWE,,DET,W 34-9,,,,,,,,,
41,2014,2014-11-30,12,24.256,NWE,@,GNB,L 21-26,,0,0,0.0,0,0,0,0,0
42,2014,2014-12-07,13,24.263,NWE,@,SDG,W 23-14,,0,0,0.0,3,0,0,0,0
43,2014,2014-12-14,14,24.270,NWE,,MIA,W 41-13,,,,,,,,,
44,2014,2014-12-21,15,24.277,NWE,@,NYJ,W 17-16,,0,0,0.0,2,0,0,0,0
45,2014,2014-12-28,16,24.284,NWE,,BUF,L 9-17,,0,0,0.0,3,2,0,0,0
46,2015,2015-09-20,2,25.185,NWE,@,BUF,W 40-32,,0,0,0.0,0,0,0,0,0
47,2015,2015-10-18,5,25.213,NWE,@,IND,W 34-27,,0,0,0.0,1,0,0,0,0
48,2015,2015-10-25,6,25.220,NWE,,NYJ,W 30-23,,0,0,0.0,0,0,0,0,0
49,2015,2015-11-08,8,25.234,NWE,,WAS,W 27-10,,0,0,0.0,0,0,0,0,0
50,2015,2015-11-23,10,25.249,NWE,,BUF,W 20-13,,0,0,0.0,3,0,0,0,0
51,2015,2015-11-29,11,25.255,NWE,@,DEN,L 24-30,,0,0,0.0,1,0,0,0,0
52,2015,2015-12-06,12,25.262,NWE,,PHI,L 28-35,,0,0,0.0,0,1,0,0,0
53,2015,2015-12-20,14,25.276,NWE,,TEN,W 33-16,,0,0,0.0,1,0,0,0,0
54,2015,2015-12-27,15,25.283,NWE,@,NYJ,L 20-26,,0,0,0.0,2,1,0,0,0
55,2016,2016-09-11,1,26.176,DET,@,IND,W 39-35,*,0,0,0.0,4,0,0,0,0
56,2016,2016-09-18,2,26.183,DET,,TEN,L 15-16,*,0,0,0.0,7,0,0,0,0
57,2016,2016-09-25,3,26.190,DET,@,GNB,L 27-34,*,0,0,0.0,2,1,0,0,0
58,2016,2016-10-09,5,26.204,DET,,PHI,W 24-23,*,0,0,0.0,5,0,0,0,0
59,2016,2016-10-16,6,26.211,DET,,LAR,W 31-28,*,0,0,0.0,2,1,0,0,0
60,2016,2016-10-23,7,26.218,DET,,WAS,W 20-17,*,0,0,0.0,3,1,0,0,0
61,2016,2016-10-30,8,26.225,DET,@,HOU,L 13-20,*,0,0,0.0,6,3,0,0,0
62,2016,2016-11-06,9,26.232,DET,@,MIN,W 22-16,*,0,0,0.0,8,0,0,0,0
63,2016,2016-11-20,10,26.246,DET,,JAX,W 26-19,*,0,0,0.0,5,0,1,5,0
64,2016,2016-11-24,11,26.250,DET,,MIN,W 16-13,*,0,0,0.0,6,2,0,0,0
65,2016,2016-12-04,12,26.260,DET,@,NOR,W 28-13,*,0,0,0.0,3,0,1,18,0
66,2016,2016-12-11,13,26.267,DET,,CHI,W 20-17,*,0,0,0.0,5,0,0,0,0
67,2016,2016-12-18,14,26.274,DET,@,NYG,L 6-17,*,0,0,0.0,7,2,0,0,0
68,2016,2016-12-26,15,26.282,DET,@,DAL,L 21-42,,0,0,0.0,4,3,0,0,0
69,2016,2017-01-01,16,26.288,DET,,GNB,L 24-31,*,0,0,1.0,5,2,0,0,0
70,2017,2017-09-10,1,27.175,DET,,ARI,W 35-23,*,0,0,0.0,3,0,1,23,0
71,2017,2017-09-18,2,27.183,DET,@,NYG,W 24-10,*,0,0,0.0,2,2,0,0,0
72,2017,2017-10-01,4,27.196,DET,@,MIN,W 14-7,,0,0,0.0,3,0,0,0,0
73,2017,2017-10-08,5,27.203,DET,,CAR,L 24-27,*,0,0,0.0,9,1,0,0,0
74,2017,2017-10-15,6,27.210,DET,@,NOR,L 38-52,*,0,0,0.0,3,1,0,0,0
75,2017,2017-10-29,7,27.224,DET,,PIT,L 15-20,*,0,0,0.0,6,5,0,0,0
76,2017,2017-11-06,8,27.232,DET,@,GNB,W 30-17,*,0,0,1.0,2,1,0,0,0
77,2017,2017-11-12,9,27.238,DET,,CLE,W 38-24,*,0,0,1.0,6,1,0,0,0
78,2017,2017-11-19,10,27.245,DET,@,CHI,W 27-24,*,0,0,0.0,6,1,0,0,0
79,2017,2017-11-23,11,27.249,DET,,MIN,L 23-30,*,0,0,0.0,2,1,0,0,0
80,2018,2018-09-10,1,28.175,DET,,NYJ,L 17-48,*,0,0,0.0,3,1,0,0,0
81,2018,2018-09-16,2,28.181,DET,@,SFO,L 27-30,,0,0,0.0,4,1,0,0,0
82,2018,2018-09-23,3,28.188,DET,,NWE,W 26-10,,0,0,0.0,1,2,0,0,0
