ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1953,1953-10-03,2,23.347,PIT,,NYG,W 24-14,2,2,1.00,0,0,0,,0
2,1953,1953-10-11,3,23.355,PIT,,CRD,W 31-28,1,-2,-2.00,0,0,0,,0
3,1953,1953-10-24,5,24.003,PIT,,GNB,W 31-14,2,0,0.00,0,0,0,,0
4,1953,1953-11-01,6,24.011,PIT,,PHI,L 7-35,1,1,1.00,0,0,0,,0
5,1953,1953-11-29,10,24.039,PIT,,WAS,L 9-17,2,13,6.50,0,0,0,,0
6,1953,1953-12-06,11,24.046,PIT,@,CRD,W 21-17,7,16,2.29,0,0,0,,0
7,1953,1953-12-13,12,24.053,PIT,@,WAS,W 14-13,11,51,4.64,0,3,29,9.67,0
8,1954,1954-10-02,2,24.346,PIT,,WAS,W 37-7,6,28,4.67,0,0,0,,0
9,1954,1954-10-17,4,24.361,PIT,,CLE,W 55-27,1,3,3.00,0,0,0,,0
10,1954,1954-10-23,5,25.002,PIT,,PHI,W 17-7,0,0,,0,1,1,1.00,0
11,1954,1954-10-31,6,25.010,PIT,@,CRD,L 14-17,4,17,4.25,0,2,-11,-5.50,0
12,1954,1954-11-07,7,25.017,PIT,,NYG,L 6-30,0,0,,0,1,26,26.00,0
13,1954,1954-11-20,9,25.030,PIT,,SFO,L 3-31,2,6,3.00,0,0,0,,0
14,1955,1955-09-25,1,25.339,WAS,@,CLE,W 27-17,6,11,1.83,0,1,70,70.00,0
15,1955,1955-10-01,2,25.345,WAS,@,PHI,W 31-30,7,22,3.14,0,0,0,,0
16,1955,1955-10-09,3,25.353,WAS,,CRD,L 10-24,4,11,2.75,0,2,13,6.50,0
17,1955,1955-10-30,6,26.009,WAS,@,NYG,L 7-35,3,10,3.33,0,3,31,10.33,0
18,1955,1955-11-06,7,26.016,WAS,,PHI,W 34-21,20,64,3.20,0,4,54,13.50,0
19,1955,1955-11-13,8,26.023,WAS,,SFO,W 7-0,13,30,2.31,0,1,23,23.00,0
20,1955,1955-11-20,9,26.030,WAS,@,CRD,W 31-0,14,40,2.86,0,0,0,,0
21,1955,1955-11-27,10,26.037,WAS,@,PIT,W 23-14,19,136,7.16,2,0,0,,0
22,1955,1955-12-04,11,26.044,WAS,,NYG,L 20-27,5,7,1.40,0,1,28,28.00,1
23,1955,1955-12-11,12,26.051,WAS,,PIT,W 28-17,6,30,5.00,1,1,0,0.00,0
24,1956,1956-09-30,1,26.345,WAS,@,PIT,L 13-30,7,16,2.29,0,1,5,5.00,0
25,1956,1956-10-06,2,26.351,WAS,@,PHI,L 9-13,12,28,2.33,0,0,0,,0
26,1956,1956-10-14,3,26.359,WAS,,CRD,L 3-31,9,34,3.78,0,1,12,12.00,0
27,1956,1956-10-21,4,27.000,WAS,,CLE,W 20-9,16,91,5.69,1,0,0,,0
28,1956,1956-10-28,5,27.007,WAS,@,CRD,W 17-14,12,39,3.25,0,0,0,,0
29,1956,1956-11-11,6,27.021,WAS,,DET,W 18-17,18,63,3.50,0,1,1,1.00,0
30,1956,1956-11-18,7,27.028,WAS,,NYG,W 33-7,18,82,4.56,0,1,17,17.00,0
31,1956,1956-11-25,8,27.035,WAS,@,CLE,W 20-17,11,40,3.64,0,2,26,13.00,0
32,1956,1956-12-02,9,27.042,WAS,@,NYG,L 14-28,7,56,8.00,0,1,5,5.00,0
33,1956,1956-12-09,10,27.049,WAS,,PHI,W 19-17,10,36,3.60,1,3,21,7.00,0
34,1956,1956-12-16,11,27.056,WAS,,PIT,L 0-23,9,17,1.89,0,0,0,,0
35,1956,1956-12-23,12,27.063,WAS,@,BAL,L 17-19,16,42,2.63,0,1,12,12.00,0
36,1957,1957-09-29,1,27.343,WAS,@,PIT,L 7-28,2,2,1.00,0,2,4,2.00,0
37,1957,1957-10-20,4,27.364,WAS,,CRD,L 14-44,1,1,1.00,0,1,14,14.00,0
38,1957,1957-10-27,5,28.006,WAS,@,NYG,W 31-14,3,6,2.00,0,0,0,,0
39,1957,1957-11-03,6,28.013,WAS,@,CLE,L 17-21,2,3,1.50,0,0,0,,0
40,1957,1957-11-10,7,28.020,WAS,,BAL,L 17-21,8,51,6.38,0,0,0,,0
41,1957,1957-11-17,8,28.027,WAS,,CLE,T 30-30,9,57,6.33,2,0,0,,0
42,1957,1957-11-24,9,28.034,WAS,@,PHI,L 12-21,6,8,1.33,0,0,0,,0
43,1957,1957-12-08,11,28.048,WAS,,PHI,W 42-7,4,17,4.25,0,3,76,25.33,1
44,1957,1957-12-15,12,28.055,WAS,,PIT,W 10-3,10,66,6.60,0,0,0,,0
45,1958,1958-10-26,5,29.005,PIT,@,NYG,L 6-17,2,-2,-1.00,0,0,0,,0
46,1958,1958-11-02,6,29.012,PIT,,WAS,W 24-16,2,20,10.00,0,0,0,,0
47,1958,1958-11-09,7,29.019,PIT,@,PHI,W 31-24,6,26,4.33,0,1,22,22.00,0
48,1958,1958-11-16,8,29.026,PIT,,NYG,W 31-10,5,26,5.20,0,0,0,,0
49,1958,1958-11-23,9,29.033,PIT,@,CRD,W 27-20,7,19,2.71,2,2,14,7.00,0
50,1958,1958-11-30,10,29.040,PIT,,CHI,W 24-10,11,8,0.73,0,0,0,,0
51,1958,1958-12-07,11,29.047,PIT,@,WAS,T 14-14,4,7,1.75,0,3,32,10.67,0
52,1959,1959-09-26,1,29.340,PIT,,CLE,W 17-7,2,6,3.00,0,1,3,3.00,0
53,1959,1959-10-04,2,29.348,PIT,,WAS,L 17-23,3,15,5.00,0,0,0,,0
54,1959,1959-10-11,3,29.355,PIT,@,PHI,L 24-28,2,12,6.00,0,1,0,0.00,0
55,1959,1959-11-29,10,30.039,PIT,,PHI,W 31-0,1,-8,-8.00,0,1,28,28.00,0
