ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1963,1963-10-20,6,22.036,MIN,@,RAM,L 24-27,2,45,22.50,0,0,0,0,0,0
2,1966,1966-09-11,1,24.362,ATL,,RAM,L 14-19,0,0,,0,0,0,1,0,0
3,1966,1966-10-16,6,25.032,ATL,,SFO,L 7-44,0,0,,0,0,0,1,0,0
4,1966,1966-12-11,13,25.088,ATL,,STL,W 16-10,0,0,,0,0,0,1,6,0
5,1967,1967-09-17,1,26.003,ATL,@,BAL,L 31-38,0,0,,0,1,6,1,77,1
6,1967,1967-11-12,9,26.059,ATL,,BAL,L 7-49,0,0,,0,0,0,1,29,0
7,1967,1967-12-03,12,26.080,ATL,@,RAM,L 3-20,0,0,,0,0,0,1,0,0
8,1968,1968-09-22,2,27.008,ATL,,BAL,L 20-28,0,0,,0,0,0,1,13,0
9,1968,1968-10-13,5,27.029,ATL,,NYG,W 24-21,0,0,,0,0,0,1,21,0
10,1969,1969-12-07,12,28.084,PIT,,DAL,L 7-10,0,0,,0,0,0,1,0,0
11,1969,1969-12-21,14,28.098,PIT,@,NOR,L 24-27,0,0,,0,0,0,1,0,0
12,1970,1970-09-20,1,29.006,PIT,,HOU,L 7-19,,,,,,,,,
13,1970,1970-09-27,2,29.013,PIT,@,DEN,L 13-16,,,,,,,,,
14,1970,1970-10-03,3,29.019,PIT,@,CLE,L 7-15,,,,,,,,,
15,1970,1970-10-11,4,29.027,PIT,,BUF,W 23-10,,,,,,,,,
16,1970,1970-10-18,5,29.034,PIT,@,HOU,W 7-3,0,0,,0,0,0,1,2,0
17,1970,1970-10-25,6,29.041,PIT,@,OAK,L 14-31,,,,,,,,,
18,1970,1970-11-02,7,29.049,PIT,,CIN,W 21-10,,,,,,,,,
19,1970,1970-11-08,8,29.055,PIT,,NYJ,W 21-17,1,0,0.00,0,0,0,2,12,0
20,1970,1970-11-15,9,29.062,PIT,,KAN,L 14-31,0,0,,0,0,0,1,0,0
21,1970,1970-11-22,10,29.069,PIT,@,CIN,L 7-34,,,,,,,,,
22,1970,1970-11-29,11,29.076,PIT,,CLE,W 28-9,,,,,,,,,
23,1970,1970-12-06,12,29.083,PIT,,GNB,L 12-20,,,,,,,,,
24,1970,1970-12-13,13,29.090,PIT,@,ATL,L 16-27,0,0,,0,0,0,1,3,0
25,1970,1970-12-20,14,29.097,PIT,@,PHI,L 20-30,0,0,,0,0,0,2,21,0
26,1971,1971-09-19,1,30.005,PIT,@,CHI,L 15-17,,,,,,,,,
27,1971,1971-09-26,2,30.012,PIT,,CIN,W 21-10,,,,,,,,,
28,1971,1971-10-03,3,30.019,PIT,,SDG,W 21-17,0,0,,0,0,0,1,0,0
29,1971,1971-10-10,4,30.026,PIT,@,CLE,L 17-27,,,,,,,,,
30,1971,1971-10-18,5,30.034,PIT,@,KAN,L 16-38,,,,,,,,,
31,1971,1971-10-24,6,30.040,PIT,,HOU,W 23-16,,,,,,,,,
32,1971,1971-10-31,7,30.047,PIT,@,BAL,L 21-34,,,,,,,,,
33,1971,1971-11-07,8,30.054,PIT,,CLE,W 26-9,,,,,,,,,
34,1971,1971-11-14,9,30.061,PIT,@,MIA,L 21-24,,,,,,,,,
35,1971,1971-11-21,10,30.068,PIT,,NYG,W 17-13,,,,,,,,,
36,1971,1971-12-05,12,30.082,PIT,@,HOU,L 3-29,,,,,,,,,
37,1971,1971-12-12,13,30.089,PIT,@,CIN,W 21-13,0,0,,0,0,0,1,0,0
38,1971,1971-12-19,14,30.096,PIT,,RAM,L 14-23,,,,,,,,,
39,1972,1972-09-17,1,31.003,PIT,,OAK,W 34-28,,,,,,,,,
40,1972,1972-10-01,3,31.017,PIT,@,STL,W 25-19,,,,,,,,,
41,1972,1972-10-08,4,31.024,PIT,@,DAL,L 13-17,,,,,,,,,
42,1972,1972-10-15,5,31.031,PIT,,HOU,W 24-7,,,,,,,,,
43,1972,1972-10-22,6,31.038,PIT,,NWE,W 33-3,,,,,,,,,
44,1972,1972-10-29,7,31.045,PIT,@,BUF,W 38-21,,,,,,,,,
45,1972,1972-11-05,8,31.052,PIT,,CIN,W 40-17,,,,,,,,,
