ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1979,1979-09-09,2,23.007,BUF,,CIN,W 51-24,,,,
2,1979,1979-09-23,4,23.021,BUF,,NYJ,W 46-31,,,,
3,1979,1979-10-28,9,23.056,BUF,@,DET,W 20-17,,,,
4,1979,1979-11-04,10,23.063,BUF,,NWE,L 6-26,,,,
5,1979,1979-11-18,12,23.077,BUF,,GNB,W 19-12,1,18,18.00,0
6,1979,1979-11-25,13,23.084,BUF,@,NWE,W 16-13,1,16,16.00,0
7,1981,1981-09-07,1,25.005,CLE,,SDG,L 14-44,0,0,,0
8,1981,1981-09-13,2,25.011,CLE,,HOU,L 3-9,0,0,,0
9,1981,1981-09-27,4,25.025,CLE,,ATL,W 28-17,0,0,,0
10,1981,1981-10-11,6,25.039,CLE,@,PIT,L 7-13,1,11,11.00,0
11,1981,1981-12-20,16,25.109,CLE,@,SEA,L 21-42,1,27,27.00,0
12,1982,1982-09-12,1,26.010,CLE,@,SEA,W 21-7,0,0,,0
13,1982,1982-09-19,2,26.017,CLE,,PHI,L 21-24,0,0,,0
14,1982,1982-11-21,3,26.080,CLE,,NWE,W 10-7,0,0,,0
15,1982,1982-11-25,4,26.084,CLE,@,DAL,L 14-31,0,0,,0
16,1982,1982-12-05,5,26.094,CLE,,SDG,L 13-30,0,0,,0
17,1982,1982-12-12,6,26.101,CLE,@,CIN,L 10-23,0,0,,0
18,1982,1982-12-19,7,26.108,CLE,,PIT,W 10-9,1,9,9.00,0
19,1982,1982-12-26,8,26.115,CLE,@,HOU,W 20-14,0,0,,0
20,1982,1983-01-02,9,26.122,CLE,@,PIT,L 21-37,0,0,,0
