ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1970,1970-09-20,1,23.337,NOR,,ATL,L 3-14,0,0,,0,0,0,1,25,0
2,1970,1970-09-27,2,23.344,NOR,@,MIN,L 0-26,1,15,15.00,0,0,0,0,0,0
3,1970,1970-10-04,3,23.351,NOR,,NYG,W 14-10,,,,,,,,,
4,1970,1970-10-11,4,23.358,NOR,@,STL,L 17-24,0,0,,0,0,0,1,0,0
5,1970,1970-10-18,5,24.000,NOR,@,SFO,T 20-20,,,,,,,,,
6,1970,1970-10-25,6,24.007,NOR,@,ATL,L 14-32,,,,,,,,,
7,1970,1970-11-01,7,24.014,NOR,,RAM,L 17-30,0,0,,0,0,0,1,9,0
8,1970,1970-11-08,8,24.021,NOR,,DET,W 19-17,,,,,,,,,
9,1970,1970-11-15,9,24.028,NOR,@,MIA,L 10-21,,,,,,,,,
10,1970,1970-11-22,10,24.035,NOR,,DEN,L 6-31,,,,,,,,,
11,1970,1970-11-29,11,24.042,NOR,@,CIN,L 6-26,,,,,,,,,
12,1970,1970-12-06,12,24.049,NOR,@,RAM,L 16-34,,,,,,,,,
13,1970,1970-12-13,13,24.056,NOR,,SFO,L 27-38,,,,,,,,,
14,1970,1970-12-20,14,24.063,NOR,,CHI,L 3-24,0,0,,0,0,0,1,11,0
15,1971,1971-09-19,1,24.336,NOR,,RAM,W 24-20,,,,,,,,,
16,1971,1971-09-26,2,24.343,NOR,,SFO,L 20-38,0,0,,0,0,0,2,29,0
17,1971,1971-10-03,3,24.350,NOR,@,HOU,T 13-13,0,0,,0,0,0,1,0,0
18,1971,1971-10-10,4,24.357,NOR,@,CHI,L 14-35,,,,,,,,,
19,1971,1971-10-31,7,25.013,NOR,@,WAS,L 14-24,,,,,,,,,
20,1971,1971-11-07,8,25.020,NOR,,OAK,T 21-21,,,,,,,,,
21,1971,1971-11-14,9,25.027,NOR,@,SFO,W 26-20,,,,,,,,,
22,1971,1971-11-21,10,25.034,NOR,,MIN,L 10-23,,,,,,,,,
23,1971,1971-11-28,11,25.041,NOR,@,GNB,W 29-21,0,0,,0,1,6,1,55,1
24,1971,1971-12-05,12,25.048,NOR,@,RAM,L 28-45,,,,,,,,,
25,1971,1971-12-12,13,25.055,NOR,,CLE,L 17-21,,,,,,,,,
26,1971,1971-12-19,14,25.062,NOR,,ATL,L 20-24,,,,,,,,,
27,1972,1972-09-17,1,25.335,NOR,@,RAM,L 14-34,,,,,,,,,
28,1972,1972-09-25,2,25.343,NOR,,KAN,L 17-20,,,,,,,,,
29,1972,1972-10-01,3,25.349,NOR,,SFO,L 2-37,,,,,,,,,
30,1972,1972-10-08,4,25.356,NOR,@,NYG,L 21-45,,,,,,,,,
31,1972,1972-10-15,5,25.363,NOR,,ATL,L 14-21,,,,,,,,,
32,1972,1972-10-22,6,26.004,NOR,@,SFO,T 20-20,,,,,,,,,
33,1972,1972-10-29,7,26.011,NOR,,PHI,W 21-3,,,,,,,,,
34,1972,1972-11-05,8,26.018,NOR,@,MIN,L 6-37,,,,,,,,,
35,1972,1972-11-12,9,26.025,NOR,@,ATL,L 20-36,,,,,,,,,
36,1972,1972-11-19,10,26.032,NOR,@,DET,L 14-27,,,,,,,,,
37,1972,1972-11-26,11,26.039,NOR,,RAM,W 19-16,,,,,,,,,
38,1972,1972-12-03,12,26.046,NOR,@,NYJ,L 17-18,,,,,,,,,
39,1972,1972-12-10,13,26.053,NOR,,NWE,L 10-17,,,,,,,,,
40,1972,1972-12-17,14,26.060,NOR,,GNB,L 20-30,,,,,,,,,
41,1973,1973-10-21,6,27.003,DET,,BAL,L 27-29,,,,,,,,,
42,1973,1973-10-28,7,27.010,DET,,GNB,W 34-0,,,,,,,,,
43,1973,1973-11-04,8,27.017,DET,,SFO,W 30-20,,,,,,,,,
44,1973,1973-11-11,9,27.024,DET,@,MIN,L 7-28,,,,,,,,,
45,1973,1973-12-09,13,27.052,DET,,CHI,W 40-7,,,,,,,,,
46,1973,1973-12-15,14,27.058,DET,@,MIA,L 7-34,,,,,,,,,
47,1974,1974-09-15,1,27.332,DET,@,CHI,L 9-17,,,,,,,,,
48,1974,1974-09-22,2,27.339,DET,,MIN,L 6-7,,,,,,,,,
49,1974,1974-09-29,3,27.346,DET,@,GNB,L 19-21,,,,,,,,,
50,1974,1974-10-06,4,27.353,DET,@,RAM,L 13-16,,,,,,,,,
51,1974,1974-10-14,5,27.361,DET,,SFO,W 17-13,,,,,,,,,
52,1974,1974-10-20,6,28.002,DET,@,MIN,W 20-16,,,,,,,,,
53,1974,1974-11-03,8,28.016,DET,,NOR,W 19-14,,,,,,,,,
54,1974,1974-11-10,9,28.023,DET,@,OAK,L 13-35,,,,,,,,,
55,1974,1974-11-17,10,28.030,DET,,NYG,W 20-19,,,,,,,,,
56,1974,1974-11-24,11,28.037,DET,,CHI,W 34-17,,,,,,,,,
57,1974,1974-11-28,12,28.041,DET,,DEN,L 27-31,,,,,,,,,
58,1974,1974-12-08,13,28.051,DET,@,CIN,W 23-19,,,,,,,,,
