ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2013,2013-10-20,7,23.042,PHI,,DAL,L 3-17,,11,20,55.00,129,0,3,35.2,0,0,6.45,-0.30,0,0,,0,0,0,0,,0,0.0%,,0,0
2,2013,2013-10-27,8,23.049,PHI,,NYG,L 7-15,,17,26,65.38,158,0,1,65.9,3,24,6.08,4.35,0,0,,0,0,0,0,,0,0.0%,,0,0
3,2013,2013-11-03,9,23.056,PHI,@,OAK,W 49-20,,2,3,66.67,13,0,0,75.7,0,0,4.33,4.33,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0
4,2014,2014-11-10,9,24.063,PHI,,CAR,W 45-21,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,0,0.00,0,0,0,0,,0,0.0%,,0,0
5,2016,2016-10-20,7,26.042,CHI,@,GNB,L 10-26,,6,15,40.00,81,0,2,18.3,1,10,5.40,-0.60,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
6,2016,2016-11-27,11,26.080,CHI,,TEN,L 21-27,*,28,54,51.85,316,3,2,72.8,0,0,5.85,5.30,2,0,0.00,0,0,0,0,,0,0.0%,,0,0
7,2016,2016-12-04,12,26.087,CHI,,SFO,W 26-6,*,11,18,61.11,192,0,0,97.5,1,8,10.67,10.67,4,3,0.75,0,0,0,0,,0,0.0%,,0,0
8,2016,2016-12-11,13,26.094,CHI,@,DET,L 17-20,*,20,32,62.50,212,1,0,92.2,1,8,6.63,7.25,0,0,,0,0,0,0,,0,0.0%,,0,0
9,2016,2016-12-18,14,26.101,CHI,,GNB,L 27-30,*,30,43,69.77,362,2,3,81.7,1,8,8.42,6.21,0,0,,0,0,0,0,,0,0.0%,,0,0
10,2016,2016-12-24,15,26.107,CHI,,WAS,L 21-41,*,24,40,60.00,323,2,5,62.8,1,5,8.08,3.45,0,0,,0,0,0,0,,0,0.0%,,0,0
11,2016,2017-01-01,16,26.115,CHI,@,MIN,L 10-38,*,10,14,71.43,125,0,2,59.2,1,4,8.93,2.50,0,0,,0,1,1,2,2.00,1,100.0%,2.00,1,6
