ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1978,1978-11-23,13,23.005,DAL,,WAS,W 37-10,,,,,,,,,,,,,,,,
2,1978,1978-12-17,16,23.029,DAL,@,NYJ,W 30-7,,,,,,,,,,,,,,,,
3,1979,1979-09-02,1,23.288,DAL,@,STL,W 22-21,,,,,,,,,,,,,,,,
4,1979,1979-09-09,2,23.295,DAL,@,SFO,W 21-13,,,,,,,,,,,,,,,,
5,1979,1979-09-16,3,23.302,DAL,,CHI,W 24-20,,,,,,,,,,,,,,,,
6,1980,1980-10-12,6,24.329,DAL,,SFO,W 59-14,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,2,0.67,0
7,1980,1980-11-27,13,25.009,DAL,,SEA,W 51-7,,1,1,100.00,12,1,0,156.2,0,0,12.00,32.00,0,0,,0
8,1980,1980-12-15,15,25.027,DAL,@,RAM,L 14-38,,4,10,40.00,57,1,0,92.5,0,0,5.70,7.70,1,4,4.00,0
9,1981,1981-10-04,5,25.320,DAL,@,STL,L 17-20,,0,0,,0,0,0,,0,,,,0,0,,0
10,1981,1981-10-11,6,25.327,DAL,@,SFO,L 14-45,,3,12,25.00,53,0,0,45.5,0,0,4.42,4.42,1,0,0.00,0
11,1981,1981-11-09,10,25.356,DAL,,BUF,W 27-14,,0,0,,0,0,0,,0,,,,0,0,,0
12,1981,1981-11-26,13,26.008,DAL,,CHI,W 10-9,,6,15,40.00,131,0,0,71.8,1,11,8.73,8.73,6,9,1.50,0
13,1981,1981-12-06,14,26.018,DAL,@,BAL,W 37-13,*,7,18,38.89,51,1,1,42.4,0,0,2.83,1.44,1,0,0.00,0
14,1982,1982-11-21,3,27.003,DAL,,TAM,W 14-9,,,,,,,,,,,,,,,,
15,1982,1982-11-25,4,27.007,DAL,,CLE,W 31-14,,,,,,,,,,,,,,,,
16,1982,1982-12-05,5,27.017,DAL,@,WAS,W 24-10,,,,,,,,,,,,,,,,
17,1982,1982-12-13,6,27.025,DAL,@,HOU,W 37-7,,,,,,,,,,,,,,,,
18,1982,1982-12-19,7,27.031,DAL,,NOR,W 21-7,,,,,,,,,,,,,,,,
19,1982,1982-12-26,8,27.038,DAL,,PHI,L 20-24,,,,,,,,,,,,,,,,
20,1982,1983-01-03,9,27.046,DAL,@,MIN,L 27-31,,,,,,,,,,,,,,,,
21,1983,1983-09-05,1,27.291,DAL,@,WAS,W 31-30,,,,,,,,,,,,,,,,
22,1983,1983-09-11,2,27.297,DAL,@,STL,W 34-17,,,,,,,,,,,,,,,,
23,1983,1983-09-18,3,27.304,DAL,,NYG,W 28-13,,,,,,,,,,,,,,,,
24,1983,1983-09-25,4,27.311,DAL,,NOR,W 21-20,,,,,,,,,,,,,,,,
25,1983,1983-10-02,5,27.318,DAL,@,MIN,W 37-24,,,,,,,,,,,,,,,,
26,1983,1983-10-09,6,27.325,DAL,,TAM,W 27-24,,,,,,,,,,,,,,,,
27,1983,1983-10-16,7,27.332,DAL,,PHI,W 37-7,,,,,,,,,,,,,,,,
28,1983,1983-10-23,8,27.339,DAL,,RAI,L 38-40,,,,,,,,,,,,,,,,
29,1983,1983-10-30,9,27.346,DAL,@,NYG,W 38-20,,,,,,,,,,,,,,,,
30,1983,1983-11-06,10,27.353,DAL,@,PHI,W 27-20,,,,,,,,,,,,,,,,
31,1983,1983-11-13,11,27.360,DAL,@,SDG,L 23-24,,,,,,,,,,,,,,,,
32,1983,1983-11-20,12,28.002,DAL,,KAN,W 41-21,,,,,,,,,,,,,,,,
33,1983,1983-11-24,13,28.006,DAL,,STL,W 35-17,,,,,,,,,,,,,,,,
34,1983,1983-12-04,14,28.016,DAL,@,SEA,W 35-10,,,,,,,,,,,,,,,,
35,1983,1983-12-11,15,28.023,DAL,,WAS,L 10-31,,,,,,,,,,,,,,,,
36,1983,1983-12-19,16,28.031,DAL,@,SFO,L 17-42,,,,,,,,,,,,,,,,
