ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1977,1977-09-18,1,26.046,CLE,@,CIN,W 13-3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,52,26.00,0,1,16,16.00,0,0,0
2,1977,1977-09-26,2,26.054,CLE,,NWE,W 30-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,39,19.50,0,2,1,0.50,0,0,0
3,1977,1977-10-30,7,26.088,DET,@,DAL,L 0-37,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,22,22.00,0,1,9,9.00,0,0,0
4,1977,1977-11-06,8,26.095,DET,,SDG,W 20-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,26,26.00,0,5,58,11.60,0,0,0
5,1977,1977-11-13,9,26.102,DET,@,ATL,L 6-17,0,0,,0,1,14,14.00,0,0,0,,0,0,0,,0,0,,,2,36,18.00,0,3,4,1.33,0,0,0
6,1977,1977-11-20,10,26.109,DET,,TAM,W 16-7,2,-1,-0.50,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,40,20.00,0,8,58,7.25,0,0,0
7,1977,1977-11-24,11,26.113,DET,,CHI,L 14-31,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,4,110,27.50,0,4,27,6.75,0,0,0
8,1977,1977-12-04,12,26.123,DET,@,GNB,L 9-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,23,11.50,0,2,7,3.50,0,0,0
9,1977,1977-12-11,13,26.130,DET,@,BAL,W 13-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,16,16.00,0,1,5,5.00,0,0,0
10,1977,1977-12-17,14,26.136,DET,,MIN,L 21-30,2,14,7.00,0,1,-4,-4.00,0,0,0,,0,0,0,,0,0,,,5,184,36.80,1,3,105,35.00,1,2,12
11,1978,1978-09-17,3,27.045,KAN,@,NYG,L 10-26,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,84,42.00,0,6,76,12.67,0,0,0
12,1978,1978-09-24,4,27.052,KAN,,DEN,L 17-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,91,30.33,0,2,23,11.50,0,0,0
13,1978,1978-10-01,5,27.059,KAN,@,BUF,L 13-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,5,96,19.20,0,3,35,11.67,0,0,0
14,1978,1978-10-08,6,27.066,KAN,,TAM,L 13-30,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,90,45.00,0,2,16,8.00,0,0,0
15,1978,1978-10-15,7,27.073,KAN,@,OAK,L 6-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,4,85,21.25,0,2,10,5.00,0,0,0
16,1978,1978-10-22,8,27.080,KAN,,CLE,W 17-3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,29,29.00,0,4,63,15.75,0,0,0
17,1978,1978-10-29,9,27.087,KAN,@,PIT,L 24-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,54,27.00,0,2,6,3.00,0,0,0
18,1978,1978-11-05,10,27.094,KAN,,OAK,L 10-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,32,32.00,0,1,29,29.00,0,0,0
19,1978,1978-11-12,11,27.101,KAN,@,SDG,L 23-29,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,4,61,15.25,0,3,26,8.67,0,0,0
20,1978,1978-11-19,12,27.108,KAN,,SEA,L 10-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,32,16.00,0,2,16,8.00,0,0,0
21,1978,1978-11-26,13,27.115,KAN,,SDG,W 23-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,22,7.33,0,0,0
22,1978,1978-12-03,14,27.122,KAN,,BUF,W 14-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,42,42.00,0,1,18,18.00,0,0,0
23,1978,1978-12-10,15,27.129,KAN,@,DEN,L 3-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,32,32.00,0,0,0,,0,0,0
24,1978,1978-12-17,16,27.136,KAN,@,SEA,L 19-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,47,23.50,0,1,24,24.00,0,0,0
25,1980,1980-09-07,1,29.035,MIN,,ATL,W 24-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,5,128,25.60,0,2,17,8.50,0,0,0
26,1980,1980-09-14,2,29.042,MIN,,PHI,L 7-42,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,4,76,19.00,0,1,2,2.00,0,0,0
27,1980,1980-09-21,3,29.049,MIN,@,CHI,W 34-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,15,15.00,0,5,46,9.20,0,0,0
28,1980,1980-09-28,4,29.056,MIN,@,DET,L 7-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,6,134,22.33,0,2,23,11.50,0,0,0
29,1980,1980-10-05,5,29.063,MIN,,PIT,L 17-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,4,81,20.25,0,2,10,5.00,0,0,0
30,1980,1980-10-12,6,29.070,MIN,,CHI,W 13-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,18,18.00,0,4,20,5.00,0,0,0
31,1980,1980-10-19,7,29.077,MIN,@,CIN,L 0-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,52,26.00,0,0,0,,0,0,0
32,1980,1980-10-26,8,29.084,MIN,@,GNB,L 3-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,45,15.00,0,1,0,0.00,0,0,0
