ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,1998,1998-09-06,1,21.259,SFO,,NYJ,W 36-30,,0,0,,0,3,38,12.67,0,0,0,0.0,,,0,0,0
2,1998,1998-09-14,2,21.267,SFO,@,WAS,W 45-10,,0,0,,0,1,13,13.00,0,0,0,0.0,,,0,0,0
3,1998,1998-09-27,3,21.280,SFO,,ATL,W 31-20,,0,0,,0,3,46,15.33,0,0,0,0.0,,,0,0,0
4,1998,1998-10-04,4,21.287,SFO,@,BUF,L 21-26,,1,24,24.00,0,2,11,5.50,0,0,0,0.0,,,0,0,0
5,1998,1998-10-11,5,21.294,SFO,@,NOR,W 31-0,,1,21,21.00,0,6,60,10.00,0,0,0,0.0,,,0,0,0
6,1998,1998-10-18,6,21.301,SFO,,IND,W 34-31,,4,77,19.25,0,4,33,8.25,0,0,0,0.0,,,0,0,0
7,1998,1998-10-25,7,21.308,SFO,@,STL,W 28-10,,0,0,,0,4,-7,-1.75,0,0,0,0.0,,,0,0,0
8,1998,1998-11-01,8,21.315,SFO,@,GNB,L 22-36,,5,112,22.40,0,3,33,11.00,0,0,0,0.0,,,0,0,0
9,1998,1998-11-08,9,21.322,SFO,,CAR,W 25-23,,6,105,17.50,0,1,0,0.00,0,0,0,0.0,,,0,0,0
10,1998,1998-11-15,10,21.329,SFO,@,ATL,L 19-31,,0,0,,0,4,-3,-0.75,0,0,0,0.0,,,0,0,0
11,1998,1998-11-22,11,21.336,SFO,,NOR,W 31-20,,0,0,,0,1,8,8.00,0,0,0,0.0,,,0,0,0
12,1998,1998-11-30,12,21.344,SFO,,NYG,W 31-7,,0,0,,0,4,48,12.00,0,0,0,0.0,,,0,0,0
13,1998,1998-12-06,13,21.350,SFO,@,CAR,W 31-28,,0,0,,0,2,2,1.00,0,0,0,0.0,,,0,0,0
14,1998,1998-12-14,14,21.358,SFO,,DET,W 35-13,,0,0,,0,2,19,9.50,0,0,0,0.0,,,0,0,0
15,1998,1998-12-20,15,21.364,SFO,@,NWE,L 21-24,,0,0,,0,2,5,2.50,0,0,0,0.0,,,0,0,0
16,1998,1998-12-27,16,22.006,SFO,,STL,W 38-19,,0,0,,0,5,100,20.00,1,1,6,0.0,,,0,0,0
17,1999,1999-09-12,1,22.265,SFO,@,JAX,L 3-41,,6,137,22.83,0,1,-2,-2.00,0,0,0,0.0,,,0,0,0
18,1999,1999-09-19,2,22.272,SFO,,NOR,W 28-21,,4,91,22.75,0,2,0,0.00,0,0,0,0.0,,,0,0,0
19,1999,1999-09-27,3,22.280,SFO,@,ARI,W 24-10,,2,49,24.50,0,3,14,4.67,0,0,0,0.0,,,0,0,0
20,1999,1999-10-03,4,22.286,SFO,,TEN,W 24-22,,1,8,8.00,0,2,37,18.50,0,0,0,0.0,,,0,0,0
21,1999,1999-10-10,5,22.293,SFO,@,STL,L 20-42,,3,68,22.67,0,0,0,,0,0,0,0.0,,,0,0,0
22,1999,1999-10-17,6,22.300,SFO,,CAR,L 29-31,*,0,0,,0,3,14,4.67,0,0,0,0.0,,,1,25,0
23,1999,1999-10-24,7,22.307,SFO,@,MIN,L 16-40,*,,,,,,,,,,,,,,,,
24,1999,1999-11-07,8,22.321,SFO,,PIT,L 6-27,*,0,0,,0,4,5,1.25,0,0,0,0.0,,,0,0,0
25,1999,1999-11-14,9,22.328,SFO,@,NOR,L 6-24,*,4,94,23.50,0,2,18,9.00,0,0,0,0.0,,,0,0,0
26,1999,1999-11-21,10,22.335,SFO,,STL,L 7-23,,4,92,23.00,0,0,0,,0,0,0,0.0,,,0,0,0
27,1999,1999-11-29,11,22.343,SFO,,GNB,L 3-20,,2,29,14.50,0,1,4,4.00,0,0,0,0.0,,,0,0,0
28,2000,2000-09-10,2,23.264,CHI,@,TAM,L 0-41,,,,,,,,,,,,,,,,,
29,2000,2000-09-17,3,23.271,CHI,,NYG,L 7-14,,,,,,,,,,,,,,,,,
30,2000,2000-09-24,4,23.278,CHI,,DET,L 14-21,,,,,,,,,,,,,,,,,
31,2000,2000-10-01,5,23.285,CHI,@,GNB,W 27-24,,,,,,,,,,,,,,,,,
32,2000,2000-10-08,6,23.292,CHI,,NOR,L 10-31,,,,,,,,,,,,,,,,,
33,2000,2000-10-15,7,23.299,CHI,,MIN,L 16-28,,,,,,,,,,,,,,,,,
34,2000,2000-10-22,8,23.306,CHI,@,PHI,L 9-13,,,,,,,,,,,,,,,,,
35,2000,2000-11-05,9,23.320,CHI,,IND,W 27-24,,,,,,,,,,,,,,,,,
36,2000,2000-11-12,10,23.327,CHI,@,BUF,L 3-20,,,,,,,,,,,,,,,,,
37,2000,2000-11-19,11,23.334,CHI,,TAM,W 13-10,,,,,,,,,,,,,,,,,
38,2000,2000-11-26,12,23.341,CHI,@,NYJ,L 10-17,,,,,,,,,,,,,,,,,
39,2000,2000-12-03,13,23.348,CHI,,GNB,L 6-28,,,,,,,,,,,,,,,,,
40,2000,2000-12-10,14,23.355,CHI,,NWE,W 24-17,*,,,,,,,,,,,,,,,,
41,2000,2000-12-17,15,23.362,CHI,@,SFO,L 0-17,,,,,,,,,,,,,,,,,
42,2000,2000-12-24,16,24.003,CHI,@,DET,W 23-20,,0,0,,0,0,0,,0,1,6,1.0,,,1,61,1
43,2001,2001-09-09,1,24.262,CHI,@,BAL,L 6-17,*,0,0,,0,2,16,8.00,0,0,0,0.0,,,0,0,0
44,2001,2001-09-23,2,24.276,CHI,,MIN,W 17-10,*,0,0,,0,1,7,7.00,0,0,0,1.0,,,0,0,0
45,2001,2001-10-07,3,24.290,CHI,@,ATL,W 31-3,*,,,,,,,,,,,,,,,,
46,2001,2001-10-14,4,24.297,CHI,,ARI,W 20-13,*,,,,,,,,,,,,,,,,
47,2001,2001-10-21,5,24.304,CHI,@,CIN,W 24-0,*,0,0,,0,6,51,8.50,0,0,0,0.0,,,1,43,0
