ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1986,1986-09-29,4,23.344,STL,,DAL,L 7-31,0,0,,0,,,,,0,0,,0,,
2,1986,1986-10-05,5,23.350,STL,,NYG,L 6-13,0,0,,0,,,,,0,0,,0,,
3,1986,1986-10-12,6,23.357,STL,@,TAM,W 30-19,1,39,39.00,0,0,0,,0,0,0,,0,0,0
4,1986,1986-10-19,7,23.364,STL,@,WAS,L 21-28,4,37,9.25,0,0,0,,0,0,0,,0,0,0
5,1986,1986-10-26,8,24.006,STL,@,DAL,L 6-37,0,0,,0,0,0,,0,2,44,22.00,0,0,0
6,1986,1986-11-02,9,24.013,STL,,PHI,W 13-10,0,0,,0,,,,,0,0,,0,,
7,1986,1986-11-09,10,24.020,STL,@,SFO,L 17-43,0,0,,0,,,,,0,0,,0,,
8,1986,1986-11-16,11,24.027,STL,,NOR,L 7-16,2,15,7.50,0,0,0,,0,0,0,,0,0,0
9,1986,1986-11-23,12,24.034,STL,,KAN,W 23-14,1,11,11.00,0,0,0,,0,0,0,,0,0,0
10,1986,1986-11-30,13,24.041,STL,,WAS,L 17-20,2,42,21.00,0,0,0,,0,0,0,,0,0,0
11,1986,1986-12-07,14,24.048,STL,@,PHI,T 10-10,4,59,14.75,0,0,0,,0,0,0,,0,0,0
12,1986,1986-12-14,15,24.055,STL,@,NYG,L 7-27,0,0,,0,0,0,,0,1,2,2.00,0,0,0
13,1986,1986-12-21,16,24.062,STL,,TAM,W 21-17,0,0,,0,,,,,0,0,,0,,
14,1987,1987-09-20,2,24.335,STL,@,SDG,L 24-28,0,0,,0,0,0,,0,,,,,0,
15,1987,1987-10-04,3,24.349,STL,@,WAS,L 21-28,4,97,24.25,0,0,0,,0,0,0,,0,0,0
16,1987,1987-10-11,4,24.356,STL,,NOR,W 24-19,0,0,,0,0,0,,0,,,,,0,
17,1987,1987-10-18,5,24.363,STL,@,SFO,L 28-34,2,73,36.50,1,1,9,9.00,0,0,0,,0,1,6
18,1987,1987-10-25,6,25.005,STL,@,NYG,L 7-30,1,5,5.00,0,0,0,,0,0,0,,0,0,0
19,1987,1987-11-01,7,25.012,STL,,PHI,L 23-28,1,7,7.00,0,0,0,,0,0,0,,0,0,0
20,1987,1987-11-08,8,25.019,STL,,TAM,W 31-28,0,0,,0,0,0,,0,,,,,0,
21,1987,1987-11-15,9,25.026,STL,,RAM,L 24-27,0,0,,0,0,0,,0,,,,,0,
22,1987,1987-11-22,10,25.033,STL,@,PHI,W 31-19,2,28,14.00,0,0,0,,0,0,0,,0,0,0
