ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2004,2004-10-10,5,25.182,IND,,OAK,W 35-14,,,,
2,2004,2004-10-31,7,25.203,IND,@,KAN,L 35-45,,,,
3,2004,2004-11-08,8,25.211,IND,,MIN,W 31-28,,,,
4,2004,2004-11-14,9,25.217,IND,,HOU,W 49-14,,,,
5,2004,2004-11-21,10,25.224,IND,@,CHI,W 41-10,,,,
6,2004,2004-11-25,11,25.228,IND,@,DET,W 41-9,,1,0,0
7,2004,2004-12-05,12,25.238,IND,,TEN,W 51-24,,,,
8,2004,2004-12-12,13,25.245,IND,@,HOU,W 23-14,,,,
9,2004,2004-12-19,14,25.252,IND,,BAL,W 20-10,,,,
10,2004,2004-12-26,15,25.259,IND,,SDG,W 34-31,,,,
11,2004,2005-01-02,16,25.266,IND,@,DEN,L 14-33,,,,
