ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2004,2004-09-26,3,23.333,TAM,@,OAK,L 20-30,,5,128,25.60,0,0,0,,0,0,0,0.0,,,0,0,0
2,2004,2004-10-10,5,23.347,TAM,@,NOR,W 20-17,,4,108,27.00,0,0,0,,0,0,0,0.0,,,0,0,0
3,2004,2004-10-18,6,23.355,TAM,@,STL,L 21-28,,4,152,38.00,0,0,0,,0,0,0,0.0,,,0,0,0
4,2004,2004-10-24,7,23.361,TAM,,CHI,W 19-7,,2,45,22.50,0,0,0,,0,0,0,0.0,,,0,0,0
5,2004,2004-11-07,8,24.009,TAM,,KAN,W 34-31,,4,88,22.00,0,0,0,,0,0,0,0.0,,,0,0,0
6,2004,2004-11-14,9,24.016,TAM,@,ATL,L 14-24,,4,101,25.25,0,0,0,,0,0,0,0.0,,,0,0,0
7,2004,2004-11-21,10,24.023,TAM,,SFO,W 35-3,,1,18,18.00,0,0,0,,0,1,6,0.0,,,1,55,1
8,2004,2004-11-28,11,24.030,TAM,@,CAR,L 14-21,,2,35,17.50,0,0,0,,0,0,0,0.0,,,0,0,0
9,2004,2004-12-26,15,24.058,TAM,,CAR,L 20-37,,5,111,22.20,0,0,0,,0,0,0,0.0,,,0,0,0
10,2004,2005-01-02,16,24.065,TAM,@,ARI,L 7-12,,2,80,40.00,0,0,0,,0,0,0,0.0,,,0,0,0
11,2005,2005-09-11,1,24.317,TAM,@,MIN,W 24-13,,4,83,20.75,0,0,0,,0,0,0,0.0,,,0,0,0
12,2005,2005-09-25,3,24.331,TAM,@,GNB,W 17-16,,4,68,17.00,0,0,0,,0,0,0,0.0,,,0,0,0
13,2005,2005-10-02,4,24.338,TAM,,DET,W 17-13,,1,17,17.00,0,0,0,,0,0,0,0.0,,,0,0,0
14,2005,2005-10-09,5,24.345,TAM,@,NYJ,L 12-14,,1,-1,-1.00,0,0,0,,0,0,0,0.0,,,0,0,0
15,2005,2005-10-16,6,24.352,TAM,,MIA,W 27-13,,1,23,23.00,0,0,0,,0,0,0,0.0,,,0,0,0
16,2005,2005-10-30,7,25.001,TAM,@,SFO,L 10-15,,2,38,19.00,0,0,0,,0,0,0,0.0,,,0,0,0
