ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1976,1976-09-12,1,22.011,RAM,@,ATL,W 30-14,,,,,,,,,
2,1976,1976-09-19,2,22.018,RAM,@,MIN,T 10-10,,,,,,,,,
3,1976,1976-09-26,3,22.025,RAM,,NYG,W 24-10,,,,,,,,,
4,1976,1976-10-03,4,22.032,RAM,@,MIA,W 31-28,,,,,,,,,
5,1976,1976-10-11,5,22.040,RAM,,SFO,L 0-16,2,33,16.50,0,0,0,0,0,0
6,1976,1976-10-17,6,22.046,RAM,,CHI,W 20-12,,,,,,,,,
7,1976,1976-10-24,7,22.053,RAM,@,NOR,W 16-10,2,56,28.00,0,0,0,0,0,0
8,1976,1976-10-31,8,22.060,RAM,,SEA,W 45-6,2,27,13.50,0,0,0,0,0,0
9,1976,1976-11-08,9,22.068,RAM,@,CIN,L 12-20,1,24,24.00,0,0,0,0,0,0
10,1976,1976-11-14,10,22.074,RAM,,STL,L 28-30,,,,,,,,,
11,1976,1976-11-21,11,22.081,RAM,@,SFO,W 23-3,,,,,,,,,
12,1976,1976-11-28,12,22.088,RAM,,NOR,W 33-14,,,,,,,,,
13,1976,1976-12-04,13,22.094,RAM,,ATL,W 59-0,,,,,,,,,
14,1976,1976-12-11,14,22.101,RAM,@,DET,W 20-17,,,,,,,,,
15,1977,1977-09-18,1,23.017,RAM,@,ATL,L 6-17,,,,,,,,,
16,1977,1977-09-25,2,23.024,RAM,,PHI,W 20-0,,,,,,,,,
17,1977,1977-10-02,3,23.031,RAM,,SFO,W 34-14,,,,,,,,,
18,1977,1977-10-10,4,23.039,RAM,@,CHI,L 23-24,,,,,,,,,
19,1977,1977-10-16,5,23.045,RAM,,NOR,W 14-7,,,,,,,,,
20,1977,1977-10-24,6,23.053,RAM,,MIN,W 35-3,0,0,,0,0,0,2,38,0
21,1977,1977-10-30,7,23.059,RAM,@,NOR,L 26-27,,,,,,,,,
22,1977,1977-11-06,8,23.066,RAM,,TAM,W 31-0,0,0,,0,0,0,1,30,0
23,1977,1977-11-13,9,23.073,RAM,@,GNB,W 24-6,0,0,,0,0,0,2,29,0
24,1977,1977-11-20,10,23.080,RAM,@,SFO,W 23-10,,,,,,,,,
25,1977,1977-11-27,11,23.087,RAM,@,CLE,W 9-0,,,,,,,,,
26,1977,1977-12-04,12,23.094,RAM,,OAK,W 20-14,,,,,,,,,
27,1977,1977-12-11,13,23.101,RAM,,ATL,W 23-7,,,,,,,,,
28,1977,1977-12-17,14,23.107,RAM,@,WAS,L 14-17,,,,,,,,,
29,1978,1978-09-03,1,24.002,RAM,@,PHI,W 16-14,,,,,,,,,
30,1978,1978-09-10,2,24.009,RAM,,ATL,W 10-0,,,,,,,,,
31,1978,1978-09-17,3,24.016,RAM,,DAL,W 27-14,0,0,,0,0,0,1,19,0
32,1978,1978-09-24,4,24.023,RAM,@,HOU,W 10-6,0,0,,0,0,0,1,0,0
33,1978,1978-10-01,5,24.030,RAM,@,NOR,W 26-20,,,,,,,,,
34,1978,1978-10-08,6,24.037,RAM,,SFO,W 27-10,0,0,,0,0,0,1,0,0
35,1978,1978-10-15,7,24.044,RAM,@,MIN,W 34-17,,,,,,,,,
36,1978,1978-10-22,8,24.051,RAM,,NOR,L 3-10,,,,,,,,,
37,1978,1978-10-30,9,24.059,RAM,@,ATL,L 7-15,,,,,,,,,
38,1978,1978-11-05,10,24.065,RAM,,TAM,W 26-23,0,0,,0,0,0,1,0,0
39,1978,1978-11-12,11,24.072,RAM,,PIT,W 10-7,0,0,,0,0,0,1,27,0
40,1978,1978-11-19,12,24.079,RAM,@,SFO,W 31-28,,,,,,,,,
41,1978,1978-11-26,13,24.086,RAM,@,CLE,L 19-30,0,0,,0,0,0,1,0,0
42,1978,1978-12-03,14,24.093,RAM,@,NYG,W 20-17,0,0,,0,1,6,1,33,1
43,1978,1978-12-11,15,24.101,RAM,,CIN,L 19-20,,,,,,,,,
44,1978,1978-12-17,16,24.107,RAM,,GNB,W 31-14,0,0,,0,0,0,1,17,0
45,1979,1979-09-02,1,25.001,RAM,,OAK,L 17-24,,,,,,,,,
46,1979,1979-09-06,2,25.005,RAM,@,DEN,W 13-9,,,,,,,,,
47,1979,1979-09-16,3,25.015,RAM,,SFO,W 27-24,,,,,,,,,
48,1979,1979-09-23,4,25.022,RAM,@,TAM,L 6-21,,,,,,,,,
49,1979,1979-09-30,5,25.029,RAM,,STL,W 21-0,,,,,,,,,
50,1979,1979-10-07,6,25.036,RAM,@,NOR,W 35-17,0,0,,0,0,0,3,5,0
51,1979,1979-10-14,7,25.043,RAM,@,DAL,L 6-30,,,,,,,,,
52,1979,1979-12-16,16,25.106,RAM,,NOR,L 14-29,,,,,,,,,
