ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2005,2005-12-11,13,23.296,BAL,@,DEN,L 10-12,
2,2005,2005-12-19,14,23.304,BAL,,GNB,W 48-3,
3,2005,2005-12-25,15,23.310,BAL,,MIN,W 30-23,
4,2005,2006-01-01,16,23.317,BAL,@,CLE,L 16-20,
5,2006,2006-10-15,6,24.239,BAL,,CAR,L 21-23,
6,2006,2006-11-12,9,24.267,BAL,@,TEN,W 27-26,
7,2006,2006-11-19,10,24.274,BAL,,ATL,W 24-10,
8,2006,2006-11-26,11,24.281,BAL,,PIT,W 27-0,
9,2006,2006-11-30,12,24.285,BAL,@,CIN,L 7-13,
10,2006,2006-12-10,13,24.295,BAL,@,KAN,W 20-10,
11,2006,2006-12-17,14,24.302,BAL,,CLE,W 27-17,
12,2006,2006-12-24,15,24.309,BAL,@,PIT,W 31-7,
13,2006,2006-12-31,16,24.316,BAL,,BUF,W 19-7,
14,2007,2007-09-10,1,25.204,BAL,@,CIN,L 20-27,
15,2007,2007-09-16,2,25.210,BAL,,NYJ,W 20-13,
