ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1987,1987-10-04,3,22.339,PIT,@,ATL,W 28-12,2,18,9.00,0,3,7,2.33,0,0,0,,0,0,0,,,,,,0,0
2,1987,1987-10-11,4,22.346,PIT,@,RAM,L 21-31,4,39,9.75,1,1,3,3.00,0,0,0,,0,0,0,,,,,,1,6
3,1987,1987-10-18,5,22.353,PIT,,IND,W 21-7,0,0,,0,0,0,,0,,,,,,,,,,,,0,
4,1987,1987-11-08,8,23.009,PIT,@,KAN,W 17-16,3,39,13.00,2,0,0,,0,0,0,,0,0,0,,,,,,2,12
5,1987,1987-11-15,9,23.016,PIT,,HOU,L 3-23,1,22,22.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
6,1987,1987-11-22,10,23.023,PIT,@,CIN,W 30-16,0,0,,0,0,0,,0,,,,,,,,,,,,0,
7,1987,1987-11-29,11,23.030,PIT,,NOR,L 16-20,3,30,10.00,0,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0
8,1987,1987-12-06,12,23.037,PIT,,SEA,W 13-9,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
9,1987,1987-12-13,13,23.044,PIT,@,SDG,W 20-16,0,0,,0,0,0,,0,,,,,,,,,,,,0,
10,1987,1987-12-20,14,23.051,PIT,@,HOU,L 16-24,2,24,12.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
11,1987,1987-12-26,15,23.057,PIT,,CLE,L 13-19,0,0,,0,0,0,,0,,,,,,,,,,,,0,
12,1988,1988-09-04,1,23.310,PIT,,DAL,W 24-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,
13,1988,1988-09-11,2,23.317,PIT,@,WAS,L 29-30,2,14,7.00,0,1,10,10.00,0,0,0,,0,0,0,,0,,,,0,0
14,1988,1988-09-18,3,23.324,PIT,,CIN,L 12-17,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
15,1988,1988-09-25,4,23.331,PIT,@,BUF,L 28-36,2,25,12.50,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
16,1988,1988-10-02,5,23.338,PIT,,CLE,L 9-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,
17,1988,1988-10-09,6,23.345,PIT,@,PHO,L 14-31,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,
18,1988,1988-10-16,7,23.352,PIT,,HOU,L 14-34,4,54,13.50,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
19,1988,1988-10-23,8,23.359,PIT,,DEN,W 39-21,2,19,9.50,1,11,105,9.55,1,1,1,100.00,16,0,0,118.7,0,0,16.00,16.00,2,12
20,1988,1988-10-30,9,24.000,PIT,@,NYJ,L 20-24,1,24,24.00,1,2,9,4.50,0,0,0,,0,0,0,,0,,,,1,6
21,1988,1988-11-20,12,24.021,PIT,@,CLE,L 7-27,2,38,19.00,0,2,4,2.00,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,6
22,1988,1988-11-27,13,24.028,PIT,,KAN,W 16-10,2,20,10.00,0,10,36,3.60,0,0,0,,0,0,0,,0,,,,0,0
23,1988,1988-12-04,14,24.035,PIT,@,HOU,W 37-34,5,64,12.80,0,6,34,5.67,0,1,1,100.00,40,0,0,118.7,0,0,40.00,40.00,0,0
24,1988,1988-12-11,15,24.042,PIT,@,SDG,L 14-20,6,72,12.00,0,2,12,6.00,0,0,0,,0,0,0,,0,,,,0,0
25,1988,1988-12-18,16,24.049,PIT,,MIA,W 40-24,5,25,5.00,0,2,6,3.00,1,0,0,,0,0,0,,0,,,,1,6
26,1989,1989-09-10,1,24.315,PIT,,CLE,L 0-51,3,13,4.33,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
27,1989,1989-09-17,2,24.322,PIT,@,CIN,L 10-41,3,20,6.67,0,1,1,1.00,0,0,0,,0,0,0,,0,,,,0,0
28,1989,1989-09-24,3,24.329,PIT,,MIN,W 27-14,5,37,7.40,0,2,6,3.00,0,0,0,,0,0,0,,0,,,,0,0
29,1989,1989-10-01,4,24.336,PIT,@,DET,W 23-3,6,52,8.67,0,1,1,1.00,1,0,0,,0,0,0,,0,,,,1,6
30,1989,1989-10-08,5,24.343,PIT,,CIN,L 16-26,5,39,7.80,1,0,0,,0,0,0,,0,0,0,,0,,,,1,6
31,1989,1989-10-15,6,24.350,PIT,@,CLE,W 17-7,3,30,10.00,1,1,2,2.00,0,1,1,100.00,15,0,0,118.7,0,0,15.00,15.00,1,6
32,1989,1989-10-22,7,24.357,PIT,@,HOU,L 0-27,2,11,5.50,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
33,1989,1989-10-29,8,24.364,PIT,,KAN,W 23-17,1,4,4.00,0,3,7,2.33,0,0,0,,0,0,0,,0,,,,0,0
34,1989,1989-11-05,9,25.006,PIT,@,DEN,L 7-34,1,15,15.00,1,1,1,1.00,0,0,0,,0,0,0,,0,,,,1,6
35,1989,1989-11-12,10,25.013,PIT,,CHI,L 0-20,4,23,5.75,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
36,1989,1989-11-19,11,25.020,PIT,,SDG,W 20-17,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
37,1989,1989-11-26,12,25.027,PIT,@,MIA,W 34-14,0,0,,0,2,-2,-1.00,0,0,0,,0,0,0,,0,,,,0,0
38,1989,1989-12-03,13,25.034,PIT,,HOU,L 16-23,2,13,6.50,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
39,1989,1989-12-10,14,25.041,PIT,@,NYJ,W 13-0,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
40,1989,1989-12-17,15,25.048,PIT,,NWE,W 28-10,1,-4,-4.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
