ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1971,1971-09-19,1,22.289,NWE,,OAK,W 20-6,1,39,39.00,0,0,0,,0,0,0
2,1971,1971-09-26,2,22.296,NWE,,DET,L 7-34,3,91,30.33,1,0,0,,0,1,6
3,1971,1971-10-03,3,22.303,NWE,,BAL,L 3-23,2,28,14.00,0,0,0,,0,0,0
4,1971,1971-10-10,4,22.310,NWE,,NYJ,W 20-0,3,37,12.33,1,0,0,,0,1,6
5,1971,1971-10-17,5,22.317,NWE,@,MIA,L 3-41,2,26,13.00,0,0,0,,0,0,0
6,1971,1971-10-24,6,22.324,NWE,@,DAL,L 21-44,7,107,15.29,1,0,0,,0,1,6
7,1971,1971-10-31,7,22.331,NWE,@,SFO,L 10-27,2,28,14.00,1,0,0,,0,1,6
8,1971,1971-11-07,8,22.338,NWE,,HOU,W 28-20,7,77,11.00,0,0,0,,0,0,0
9,1971,1971-11-14,9,22.345,NWE,,BUF,W 38-33,3,63,21.00,1,0,0,,0,1,6
10,1971,1971-11-21,10,22.352,NWE,@,CLE,L 7-27,4,65,16.25,0,0,0,,0,0,0
11,1971,1971-11-28,11,22.359,NWE,@,BUF,L 20-27,2,26,13.00,0,0,0,,0,0,0
12,1971,1971-12-05,12,23.001,NWE,,MIA,W 34-13,7,129,18.43,2,0,0,,0,2,12
13,1971,1971-12-12,13,23.008,NWE,@,NYJ,L 6-13,4,56,14.00,0,0,0,,0,0,0
14,1971,1971-12-19,14,23.015,NWE,@,BAL,W 21-17,4,100,25.00,2,0,0,,0,2,12
15,1972,1972-09-17,1,23.288,NWE,,CIN,L 7-31,,,,,,,,,,
16,1972,1972-09-24,2,23.295,NWE,,ATL,W 21-20,4,72,18.00,1,0,0,,0,1,6
17,1972,1972-10-01,3,23.302,NWE,,WAS,W 24-23,3,57,19.00,0,0,0,,0,0,0
18,1972,1972-10-08,4,23.309,NWE,@,BUF,L 14-38,3,29,9.67,0,0,0,,0,0,0
19,1972,1972-10-15,5,23.316,NWE,,NYJ,L 13-41,1,19,19.00,0,0,0,,0,0,0
20,1972,1972-10-22,6,23.323,NWE,@,PIT,L 3-33,2,32,16.00,0,0,0,,0,0,0
21,1972,1972-10-29,7,23.330,NWE,@,NYJ,L 10-34,2,55,27.50,0,0,0,,0,0,0
22,1972,1972-11-06,8,23.338,NWE,,BAL,L 17-24,1,13,13.00,0,0,0,,0,0,0
23,1972,1972-11-12,9,23.344,NWE,@,MIA,L 0-52,3,26,8.67,0,0,0,,0,0,0
24,1972,1972-11-19,10,23.351,NWE,,BUF,L 24-27,1,32,32.00,1,0,0,,0,1,6
25,1972,1972-11-26,11,23.358,NWE,@,BAL,L 0-31,2,13,6.50,0,0,0,,0,0,0
26,1972,1972-12-03,12,23.365,NWE,,MIA,L 21-37,,,,,,,,,,
27,1972,1972-12-10,13,24.006,NWE,@,NOR,W 17-10,3,21,7.00,0,0,0,,0,0,0
28,1972,1972-12-17,14,24.013,NWE,@,DEN,L 21-45,,,,,,,,,,
29,1973,1973-09-16,1,24.286,NWE,,BUF,L 13-31,,,,,,,,,,
30,1973,1973-09-23,2,24.293,NWE,,KAN,L 7-10,4,50,12.50,0,1,-4,-4.00,0,0,0
31,1973,1973-09-30,3,24.300,NWE,@,MIA,L 23-44,2,46,23.00,0,0,0,,0,0,0
32,1973,1973-10-07,4,24.307,NWE,,BAL,W 24-16,,,,,,,,,,
33,1973,1973-10-14,5,24.314,NWE,,NYJ,L 7-9,0,0,,0,1,-11,-11.00,0,0,0
34,1973,1973-10-21,6,24.321,NWE,@,CHI,W 13-10,1,16,16.00,0,0,0,,0,0,0
35,1973,1973-10-28,7,24.328,NWE,,MIA,L 14-30,1,-3,-3.00,0,0,0,,0,0,0
36,1973,1973-11-04,8,24.335,NWE,@,PHI,L 23-24,,,,,,,,,,
37,1973,1973-11-11,9,24.342,NWE,@,NYJ,L 13-33,,,,,,,,,,
38,1973,1973-11-18,10,24.349,NWE,,GNB,W 33-24,1,32,32.00,0,0,0,,0,0,0
39,1973,1973-11-25,11,24.356,NWE,@,HOU,W 32-0,5,77,15.40,0,0,0,,0,0,0
40,1973,1973-12-02,12,24.363,NWE,,SDG,W 30-14,3,42,14.00,1,0,0,,0,1,6
41,1973,1973-12-09,13,25.005,NWE,@,BUF,L 13-37,1,48,48.00,0,0,0,,0,0,0
42,1973,1973-12-16,14,25.012,NWE,@,BAL,L 13-18,2,33,16.50,1,0,0,,0,1,6
