ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-16,1,27.010,CLE,@,PHI,W 35-10,4,18,4.50,1,3,37,12.33,0
2,1950,1950-09-24,2,27.018,CLE,@,BAL,W 31-0,4,40,10.00,0,0,0,,0
3,1950,1950-10-01,3,27.025,CLE,,NYG,L 0-6,1,6,6.00,0,0,0,,0
4,1950,1950-10-15,5,27.039,CLE,,CRD,W 34-24,1,-6,-6.00,0,0,0,,0
5,1950,1950-10-22,6,27.046,CLE,@,NYG,L 13-17,8,20,2.50,0,2,13,6.50,0
6,1950,1950-11-05,8,27.060,CLE,@,CRD,W 10-7,11,32,2.91,0,0,0,,0
7,1950,1950-11-12,9,27.067,CLE,,SFO,W 34-14,12,32,2.67,1,0,0,,0
8,1950,1950-11-19,10,27.074,CLE,,WAS,W 20-14,12,45,3.75,0,1,21,21.00,0
9,1950,1950-12-03,11,27.088,CLE,,PHI,W 13-7,8,20,2.50,0,0,0,,0
10,1950,1950-12-10,12,27.095,CLE,@,WAS,W 45-21,6,24,4.00,0,3,41,13.67,1
11,1951,1951-10-07,2,28.031,CLE,@,RAM,W 38-23,6,16,2.67,0,0,0,,0
12,1951,1951-10-14,3,28.038,CLE,,WAS,W 45-0,5,40,8.00,0,1,10,10.00,0
13,1951,1951-10-21,4,28.045,CLE,,PIT,W 17-0,4,5,1.25,0,1,7,7.00,0
14,1951,1951-10-28,5,28.052,CLE,,NYG,W 14-13,13,7,0.54,0,1,7,7.00,0
15,1951,1951-11-11,7,28.066,CLE,,PHI,W 20-17,1,2,2.00,0,0,0,,0
16,1951,1951-11-25,9,28.080,CLE,,CHI,W 42-21,6,27,4.50,0,0,0,,0
17,1951,1951-12-02,10,28.087,CLE,,CRD,W 49-28,6,2,0.33,1,0,0,,0
18,1951,1951-12-09,11,28.094,CLE,@,PIT,W 28-0,2,17,8.50,0,0,0,,0
19,1951,1951-12-16,12,28.101,CLE,@,PHI,W 24-9,2,10,5.00,0,2,37,18.50,1
20,1952,1952-10-19,4,29.043,CLE,@,PHI,W 49-7,4,12,3.00,0,0,0,,0
21,1952,1952-10-26,5,29.050,CLE,,WAS,W 19-15,2,4,2.00,0,0,0,,0
22,1952,1952-11-09,7,29.064,CLE,,CRD,W 28-13,1,24,24.00,0,0,0,,0
23,1952,1952-11-30,10,29.085,CLE,@,WAS,W 48-24,2,-2,-1.00,0,0,0,,0
