ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1960,1960-09-11,1,24.056,HOU,@,OAK,W 37-22,6,115,19.17,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
2,1960,1960-09-18,2,24.063,HOU,,LAC,W 38-28,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
3,1960,1960-09-25,3,24.070,HOU,,OAK,L 13-14,4,82,20.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
4,1960,1960-10-09,4,24.084,HOU,,NYT,W 27-21,6,106,17.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
5,1960,1960-10-16,5,24.091,HOU,,DTX,W 20-10,10,140,14.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
6,1960,1960-10-23,6,24.098,HOU,@,NYT,W 42-28,5,102,20.40,3,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,18
7,1960,1960-11-06,8,24.112,HOU,@,DEN,W 45-25,7,155,22.14,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
8,1960,1960-11-13,9,24.119,HOU,@,LAC,L 21-24,7,88,12.57,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
9,1960,1960-11-20,10,24.126,HOU,,DEN,W 20-10,3,182,60.67,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
10,1960,1960-11-25,11,24.131,HOU,@,BOS,W 24-10,9,171,19.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
11,1960,1960-12-04,12,24.140,HOU,@,DTX,L 0-24,4,73,18.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
12,1960,1960-12-11,13,24.147,HOU,,BUF,W 31-23,3,101,33.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
13,1960,1960-12-18,14,24.154,HOU,,BOS,W 37-21,7,150,21.43,0,0,0,,0,1,1,100.00,3,1,0,118.7,0,0,3.00,23.00,0,0,,0,0,0
14,1961,1961-09-09,1,25.054,HOU,,OAK,W 55-0,4,67,16.75,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
15,1961,1961-09-24,2,25.069,HOU,@,SDG,L 24-34,2,53,26.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
16,1961,1961-10-01,3,25.076,HOU,@,DTX,L 21-26,5,46,9.20,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
17,1961,1961-10-08,4,25.083,HOU,,BUF,L 12-22,3,79,26.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
18,1961,1961-10-13,5,25.088,HOU,@,BOS,T 31-31,5,109,21.80,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
19,1961,1961-10-22,6,25.097,HOU,,DTX,W 38-7,4,123,30.75,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
20,1961,1961-10-29,7,25.104,HOU,@,BUF,W 28-16,2,100,50.00,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
21,1961,1961-11-05,8,25.111,HOU,@,DEN,W 55-14,3,134,44.67,2,1,2,2.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,3,18
22,1961,1961-11-12,9,25.118,HOU,,BOS,W 27-15,6,117,19.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
23,1961,1961-11-19,10,25.125,HOU,,NYT,W 49-13,5,152,30.40,3,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,3,18
