ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1981,1981-09-14,2,22.225,MIN,,OAK,L 10-36,,6,10,60.00,48,0,0,72.1,2,19,4.80,4.80,0,0,,0,0,0,0,0,,0
2,1981,1981-09-20,3,22.231,MIN,,DET,W 26-24,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,0,,0
3,1981,1981-12-12,15,22.314,MIN,@,DET,L 7-45,,0,2,0.00,0,0,2,0.0,0,0,0.00,-45.00,0,0,,0,0,0,0,0,,0
4,1983,1983-12-17,16,24.319,MIN,,CIN,W 20-14,*,16,28,57.14,124,1,2,50.3,3,22,4.43,1.93,3,-3,-1.00,0,0,0,0,0,,0
5,1984,1984-10-28,9,25.270,MIN,@,CHI,L 7-16,,6,12,50.00,89,1,1,67.7,0,0,7.42,5.33,0,0,,0,0,0,0,0,,0
6,1984,1984-11-04,10,25.277,MIN,,TAM,W 27-24,*,24,36,66.67,236,1,2,71.1,2,18,6.56,4.61,3,6,2.00,0,0,0,0,0,,0
7,1984,1984-11-11,11,25.284,MIN,@,GNB,L 17-45,*,19,37,51.35,183,2,1,72.2,3,21,4.95,4.81,2,12,6.00,0,0,0,0,0,,0
8,1984,1984-11-18,12,25.291,MIN,@,DEN,L 21-42,,11,20,55.00,120,1,1,68.7,3,23,6.00,4.75,0,0,,0,0,0,0,0,,0
9,1984,1984-11-25,13,25.298,MIN,,CHI,L 3-34,*,12,31,38.71,90,0,2,20.0,3,19,2.90,0.00,0,0,,0,0,0,0,0,,0
10,1984,1984-11-29,14,25.302,MIN,,WAS,L 17-31,*,8,17,47.06,63,0,2,17.2,3,27,3.71,-1.59,2,6,3.00,0,0,0,0,0,,0
