ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2003,2003-10-12,6,26.004,CLE,,OAK,W 13-7,,,,,,,0.0%,,,,,
2,2003,2003-10-19,7,26.011,CLE,,SDG,L 20-26,,,,,,,0.0%,,,,,
3,2003,2003-10-26,8,26.018,CLE,@,NWE,L 3-9,,,,,,,0.0%,,,,,
4,2003,2003-11-16,10,26.039,CLE,,ARI,W 44-6,,2,2,17,8.50,0,100.0%,8.50,0,0,,0
5,2003,2003-11-23,11,26.046,CLE,,PIT,L 6-13,,3,2,12,6.00,0,66.7%,4.00,0,0,,0
6,2003,2003-11-30,12,26.053,CLE,@,SEA,L 7-34,,,,,,,0.0%,,,,,
7,2003,2003-12-08,13,26.061,CLE,,STL,L 20-26,,1,0,0,,0,0.0%,0.00,1,6,6.00,0
8,2003,2003-12-14,14,26.067,CLE,@,DEN,L 20-23,,0,,,,,0.0%,,,,,
9,2003,2003-12-21,15,26.074,CLE,,BAL,L 0-35,,,,,,,0.0%,,,,,
10,2003,2003-12-28,16,26.081,CLE,@,CIN,W 22-14,,,,,,,0.0%,,,,,
11,2004,2004-09-26,3,26.354,CLE,@,NYG,L 10-27,,1,1,9,9.00,0,100.0%,9.00,0,0,,0
12,2004,2004-10-03,4,26.361,CLE,,WAS,W 17-13,,,,,,,0.0%,,,,,
13,2004,2004-10-10,5,27.002,CLE,@,PIT,L 23-34,,,,,,,0.0%,,,,,
14,2004,2004-10-17,6,27.009,CLE,,CIN,W 34-17,,0,0,0,,0,0.0%,,1,9,9.00,0
15,2004,2004-10-24,7,27.016,CLE,,PHI,L 31-34,,0,0,0,,0,0.0%,,1,4,4.00,0
16,2004,2004-11-07,8,27.030,CLE,@,BAL,L 13-27,,,,,,,0.0%,,,,,
17,2004,2004-11-14,9,27.037,CLE,,PIT,L 10-24,,,,,,,0.0%,,,,,
18,2006,2006-09-10,1,28.337,DEN,@,STL,L 10-18,,,0,0,,0,0.0%,,0,0,,0
19,2006,2006-09-17,2,28.344,DEN,,KAN,W 9-6,,0,0,0,,0,0.0%,,1,2,2.00,0
20,2006,2006-09-24,3,28.351,DEN,@,NWE,W 17-7,,,0,0,,0,0.0%,,0,0,,0
21,2006,2006-10-09,4,29.001,DEN,,BAL,W 13-3,,,0,0,,0,0.0%,,0,0,,0
22,2006,2006-10-15,5,29.007,DEN,,OAK,W 13-3,,,0,0,,0,0.0%,,0,0,,0
23,2006,2006-10-22,6,29.014,DEN,@,CLE,W 17-7,,,0,0,,0,0.0%,,0,0,,0
24,2006,2006-10-29,7,29.021,DEN,,IND,L 31-34,,,0,0,,0,0.0%,,0,0,,0
25,2006,2006-11-05,8,29.028,DEN,@,PIT,W 31-20,*,,0,0,,0,0.0%,,0,0,,0
26,2006,2006-11-12,9,29.035,DEN,@,OAK,W 17-13,*,,0,0,,0,0.0%,,0,0,,0
27,2006,2006-11-19,10,29.042,DEN,,SDG,L 27-35,*,,0,0,,0,0.0%,,0,0,,0
28,2006,2006-11-23,11,29.046,DEN,@,KAN,L 10-19,*,2,2,23,11.50,0,100.0%,11.50,0,0,,0
29,2006,2006-12-17,14,29.070,DEN,@,ARI,W 37-20,,,0,0,,0,0.0%,,0,0,,0
30,2007,2007-09-09,1,29.336,DEN,@,BUF,W 15-14,,,0,0,,0,0.0%,,0,0,,0
31,2007,2007-09-16,2,29.343,DEN,,OAK,W 23-20,,,,,,,0.0%,,,,,
32,2007,2007-10-21,6,30.013,DEN,,PIT,W 31-28,,,0,0,,0,0.0%,,0,0,,0
33,2007,2007-10-29,7,30.021,DEN,,GNB,L 13-19,*,1,0,0,,0,0.0%,0.00,0,0,,0
34,2007,2007-11-11,9,30.034,DEN,@,KAN,W 27-11,,,0,0,,0,0.0%,,0,0,,0
35,2007,2007-11-19,10,30.042,DEN,,TEN,W 34-20,,,0,0,,0,0.0%,,0,0,,0
36,2007,2007-11-25,11,30.048,DEN,@,CHI,L 34-37,,,0,0,,0,0.0%,,0,0,,0
37,2007,2007-12-02,12,30.055,DEN,@,OAK,L 20-34,,,0,0,,0,0.0%,,0,0,,0
38,2007,2007-12-09,13,30.062,DEN,,KAN,W 41-7,,,0,0,,0,0.0%,,0,0,,0
39,2007,2007-12-13,14,30.066,DEN,@,HOU,L 13-31,,1,0,0,,0,0.0%,0.00,0,0,,0
40,2007,2007-12-24,15,30.077,DEN,@,SDG,L 3-23,,2,2,21,10.50,0,100.0%,10.50,0,0,,0
41,2007,2007-12-30,16,30.083,DEN,,MIN,W 22-19,*,3,3,41,13.67,0,100.0%,13.67,0,0,,0
42,2008,2008-10-12,6,31.004,DEN,,JAX,L 17-24,,,,,,,0.0%,,,,,
43,2008,2008-10-20,7,31.012,DEN,@,NWE,L 7-41,,,,,,,0.0%,,,,,
44,2008,2008-11-02,8,31.025,DEN,,MIA,L 17-26,,0,,,,,0.0%,,,,,
45,2008,2008-11-23,11,31.046,DEN,,OAK,L 10-31,,,,,,,0.0%,,,,,
46,2008,2008-11-30,12,31.053,DEN,@,NYJ,W 34-17,,,,,,,0.0%,,,,,
47,2008,2008-12-07,13,31.060,DEN,,KAN,W 24-17,,,,,,,0.0%,,,,,
48,2008,2008-12-14,14,31.067,DEN,@,CAR,L 10-30,,0,0,0,,0,0.0%,,1,17,17.00,0
49,2008,2008-12-21,15,31.074,DEN,,BUF,L 23-30,,,,,,,0.0%,,,,,
