ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-09-11,1,23.178,ARI,,CAR,W 28-21,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
2,2011,2011-09-18,2,23.185,ARI,@,WAS,L 21-22,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
3,2011,2011-09-25,3,23.192,ARI,@,SEA,L 10-13,,,,,,,0.0%,,,,,,,,,,
4,2011,2011-10-02,4,23.199,ARI,,NYG,L 27-31,,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,0.0,0,0
5,2011,2011-10-09,5,23.206,ARI,@,MIN,L 10-34,*,8,3,25,8.33,0,37.5%,3.13,0,0,,0,0,0,0.0,0,0
6,2011,2011-10-23,6,23.220,ARI,,PIT,L 20-32,,6,2,28,14.00,0,33.3%,4.67,0,0,,0,0,0,0.0,0,0
7,2011,2011-10-30,7,23.227,ARI,@,BAL,L 27-30,*,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,0.0,0,0
8,2011,2011-12-04,12,23.262,ARI,,DAL,W 19-13,,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,0.0,0,0
9,2011,2011-12-11,13,23.269,ARI,,SFO,W 21-19,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
10,2011,2011-12-18,14,23.276,ARI,,CLE,W 20-17,,,,,,,0.0%,,,,,,,,,,
11,2011,2011-12-24,15,23.282,ARI,@,CIN,L 16-23,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,0.0,0,1
12,2011,2012-01-01,16,23.290,ARI,,SEA,W 23-20,,3,2,27,13.50,0,66.7%,9.00,0,0,,0,0,0,0.0,0,0
13,2012,2012-09-09,1,24.176,ARI,,SEA,W 20-16,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
14,2012,2012-09-16,2,24.183,ARI,@,NWE,W 20-18,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
15,2012,2012-09-23,3,24.190,ARI,,PHI,W 27-6,,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
16,2012,2012-09-30,4,24.197,ARI,,MIA,W 24-21,*,3,2,48,24.00,0,66.7%,16.00,0,0,,0,0,0,0.0,0,0
17,2012,2012-10-04,5,24.201,ARI,@,STL,L 3-17,*,6,3,45,15.00,0,50.0%,7.50,0,0,,0,0,0,0.0,0,0
18,2012,2012-10-14,6,24.211,ARI,,BUF,L 16-19,,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,0.0,0,0
19,2012,2012-10-21,7,24.218,ARI,@,MIN,L 14-21,*,7,5,54,10.80,0,71.4%,7.71,0,0,,0,0,0,0.0,0,0
20,2012,2012-10-29,8,24.226,ARI,,SFO,L 3-24,*,5,4,32,8.00,0,80.0%,6.40,0,0,,0,0,0,0.0,0,0
21,2012,2012-11-04,9,24.232,ARI,@,GNB,L 17-31,*,9,5,55,11.00,0,55.6%,6.11,0,0,,0,0,0,0.0,0,0
22,2012,2012-11-18,10,24.246,ARI,@,ATL,L 19-23,*,0,,,,,0.0%,,,,,,,,,,
23,2012,2012-11-25,11,24.253,ARI,,STL,L 17-31,*,11,8,82,10.25,0,72.7%,7.45,0,0,,0,0,0,0.0,0,0
24,2012,2012-12-02,12,24.260,ARI,@,NYJ,L 6-7,*,6,4,15,3.75,0,66.7%,2.50,0,0,,0,0,0,0.0,0,0
25,2012,2012-12-09,13,24.267,ARI,@,SEA,L 0-58,,10,7,36,5.14,0,70.0%,3.60,0,0,,0,0,0,0.0,0,0
26,2012,2012-12-16,14,24.274,ARI,,DET,W 38-10,*,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,0.0,0,0
27,2012,2012-12-23,15,24.281,ARI,,CHI,L 13-28,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
28,2013,2013-09-22,3,25.189,ARI,@,NOR,L 7-31,*,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,0.0,0,0
29,2013,2013-09-29,4,25.196,ARI,@,TAM,W 13-10,*,2,1,23,23.00,0,50.0%,11.50,0,0,,0,0,0,0.0,1,0
30,2013,2013-10-06,5,25.203,ARI,,CAR,W 22-6,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
31,2013,2013-10-13,6,25.210,ARI,@,SFO,L 20-32,*,5,4,32,8.00,0,80.0%,6.40,0,0,,0,0,0,0.0,0,0
32,2013,2013-10-17,7,25.214,ARI,,SEA,L 22-34,,7,7,53,7.57,0,100.0%,7.57,0,0,,0,0,0,0.0,0,0
33,2013,2013-10-27,8,25.224,ARI,,ATL,W 27-13,*,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,0.0,0,0
34,2013,2013-11-10,9,25.238,ARI,,HOU,W 27-24,,5,4,57,14.25,1,80.0%,11.40,0,0,,0,1,6,0.0,1,0
35,2013,2013-11-17,10,25.245,ARI,@,JAX,W 27-14,*,9,6,70,11.67,0,66.7%,7.78,0,0,,0,0,0,0.0,0,0
36,2013,2013-11-24,11,25.252,ARI,,IND,W 40-11,*,5,4,51,12.75,0,80.0%,10.20,0,0,,0,0,0,0.0,0,0
37,2013,2013-12-01,12,25.259,ARI,@,PHI,L 21-24,*,6,3,21,7.00,0,50.0%,3.50,0,0,,0,0,0,0.0,0,0
38,2013,2013-12-08,13,25.266,ARI,,STL,W 30-10,*,4,3,42,14.00,0,75.0%,10.50,0,0,,0,0,0,0.0,0,0
39,2013,2013-12-22,15,25.280,ARI,@,SEA,W 17-10,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
40,2013,2013-12-29,16,25.287,ARI,,SFO,L 20-23,*,6,5,78,15.60,0,83.3%,13.00,0,0,,0,0,0,0.0,0,0
41,2014,2014-09-08,1,26.175,ARI,,SDG,W 18-17,*,3,1,16,16.00,0,33.3%,5.33,0,0,,0,0,0,0.0,0,0
42,2014,2014-09-14,2,26.181,ARI,@,NYG,W 25-14,*,,,,,,0.0%,,,,,,,,,,
43,2014,2014-10-05,4,26.202,ARI,@,DEN,L 20-41,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
44,2014,2014-10-12,5,26.209,ARI,,WAS,W 30-20,,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,0.0,0,0
45,2014,2014-10-19,6,26.216,ARI,@,OAK,W 24-13,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,1,0
46,2014,2014-10-26,7,26.223,ARI,,PHI,W 24-20,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
47,2014,2014-11-02,8,26.230,ARI,@,DAL,W 28-17,,,,,,,0.0%,,,,,,,,,,
48,2014,2014-11-09,9,26.237,ARI,,STL,W 31-14,*,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,0.0,0,0
49,2014,2014-11-16,10,26.244,ARI,,DET,W 14-6,,1,1,27,27.00,0,100.0%,27.00,0,0,,0,0,0,0.0,0,0
50,2014,2014-11-23,11,26.251,ARI,@,SEA,L 3-19,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,1,0
51,2014,2014-11-30,12,26.258,ARI,@,ATL,L 18-29,*,,,,,,0.0%,,,,,,,,,,
52,2014,2014-12-07,13,26.265,ARI,,KAN,W 17-14,,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0,0.0,0,0
53,2014,2014-12-11,14,26.269,ARI,@,STL,W 12-6,,0,0,0,,0,0.0%,,1,1,1.00,0,0,0,0.0,0,0
54,2014,2014-12-21,15,26.279,ARI,,SEA,L 6-35,*,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,0,0
55,2014,2014-12-28,16,26.286,ARI,@,SFO,L 17-20,*,2,1,20,20.00,0,50.0%,10.00,0,0,,0,0,0,0.0,0,0
56,2015,2015-09-13,1,27.180,CLE,@,NYJ,L 10-31,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
57,2015,2015-09-20,2,27.187,CLE,,TEN,W 28-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
58,2015,2015-09-27,3,27.194,CLE,,OAK,L 20-27,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
59,2015,2015-10-04,4,27.201,CLE,@,SDG,L 27-30,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
60,2015,2015-10-11,5,27.208,CLE,@,BAL,W 33-30,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0
61,2015,2015-10-18,6,27.215,CLE,,DEN,L 23-26,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
62,2015,2015-12-13,13,27.271,CHI,,WAS,L 21-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
63,2015,2015-12-20,14,27.278,CHI,@,MIN,L 17-38,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
64,2015,2015-12-27,15,27.285,CHI,@,TAM,W 26-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
65,2015,2016-01-03,16,27.292,CHI,,DET,L 20-24,,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
