ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2006,2006-09-10,1,22.220,TEN,,NYJ,L 16-23,,0,0,,0,0,0,1.0,,,0,0,0
2,2006,2006-09-17,2,22.227,TEN,@,SDG,L 7-40,,,,,,,,,,,,,
3,2006,2006-09-24,3,22.234,TEN,@,MIA,L 10-13,,0,0,,0,0,0,1.0,,,0,0,0
4,2006,2006-10-01,4,22.241,TEN,,DAL,L 14-45,,,,,,,,,,,,,
5,2006,2006-10-08,5,22.248,TEN,@,IND,L 13-14,,,,,,,,,,,,,
6,2006,2006-10-15,6,22.255,TEN,@,WAS,W 25-22,*,,,,,,,,,,,,
7,2006,2006-10-29,7,22.269,TEN,,HOU,W 28-22,,,,,,,,,,,,,
8,2006,2006-11-05,8,22.276,TEN,@,JAX,L 7-37,,,,,,,,,,,,,
9,2006,2006-11-12,9,22.283,TEN,,BAL,L 26-27,,,,,,,,,,,,,
10,2006,2006-11-19,10,22.290,TEN,@,PHI,W 31-13,*,,,,,,,,,,,,
11,2006,2006-11-26,11,22.297,TEN,,NYG,W 24-21,,,,,,,,,,,,,
12,2006,2006-12-03,12,22.304,TEN,,IND,W 20-17,,,,,,,,,,,,,
13,2006,2006-12-10,13,22.311,TEN,@,HOU,W 26-20,,,,,,,,,,,,,
14,2006,2006-12-17,14,22.318,TEN,,JAX,W 24-17,,,,,,,,,,,,,
15,2006,2006-12-24,15,22.325,TEN,@,BUF,W 30-29,,,,,,,,,,,,,
16,2006,2006-12-31,16,22.332,TEN,,NWE,L 23-40,,,,,,,,,,,,,
17,2007,2007-09-09,1,23.219,TEN,@,JAX,W 13-10,*,,,,,,,,,,,,
18,2007,2007-09-16,2,23.226,TEN,,IND,L 20-22,*,0,0,,0,0,0,0.0,,,1,14,0
