ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1976,1976-09-12,1,23.197,SFO,@,GNB,W 26-14,0,0,,0,1,-2,-2.00,0,0,0,0,0,0
2,1976,1976-09-19,2,23.204,SFO,,CHI,L 12-19,5,75,15.00,0,0,0,,0,0,0,0,0,0
3,1976,1976-09-26,3,23.211,SFO,@,SEA,W 37-21,4,107,26.75,0,0,0,,0,0,0,0,0,0
4,1976,1976-10-03,4,23.218,SFO,,NYJ,W 17-6,2,52,26.00,0,0,0,,0,0,0,0,0,0
5,1976,1976-10-11,5,23.226,SFO,@,RAM,W 16-0,1,23,23.00,0,1,-7,-7.00,0,0,0,0,0,0
6,1976,1976-10-17,6,23.232,SFO,,NOR,W 33-3,1,20,20.00,0,9,141,15.67,1,1,6,0,0,0
7,1976,1976-10-23,7,23.238,SFO,,ATL,W 15-0,2,43,21.50,0,4,14,3.50,0,0,0,0,0,0
8,1976,1976-10-31,8,23.246,SFO,@,STL,L 20-23,3,94,31.33,0,4,18,4.50,0,0,0,0,0,0
9,1976,1976-11-07,9,23.253,SFO,,WAS,L 21-24,4,54,13.50,0,4,23,5.75,0,0,0,0,0,0
10,1976,1976-11-14,10,23.260,SFO,@,ATL,L 16-21,1,29,29.00,0,0,0,,0,0,0,0,0,0
11,1976,1976-11-21,11,23.267,SFO,,RAM,L 3-23,3,56,18.67,0,7,75,10.71,0,0,0,0,0,0
12,1976,1976-11-29,12,23.275,SFO,,MIN,W 20-16,0,0,,0,5,31,6.20,0,0,0,0,0,0
13,1976,1976-12-05,13,23.281,SFO,@,SDG,L 7-13,,,,,,,,,,,,,
14,1976,1976-12-12,14,23.288,SFO,@,NOR,W 27-7,,,,,,,,,,,,,
15,1977,1977-09-19,1,24.203,SFO,@,PIT,L 0-27,0,0,,0,1,10,10.00,0,0,0,0,0,0
16,1977,1977-09-25,2,24.209,SFO,,MIA,L 15-19,,,,,,,,,,,,,
17,1977,1977-10-02,3,24.216,SFO,@,RAM,L 14-34,,,,,,,,,,,,,
18,1977,1977-10-09,4,24.223,SFO,,ATL,L 0-7,0,0,,0,2,14,7.00,0,0,0,0,0,0
19,1977,1977-10-16,5,24.230,SFO,@,NYG,L 17-20,0,0,,0,2,4,2.00,0,0,0,0,0,0
20,1977,1977-10-23,6,24.237,SFO,,DET,W 28-7,0,0,,0,4,12,3.00,0,0,0,0,0,0
21,1977,1977-10-30,7,24.244,SFO,,TAM,W 20-10,0,0,,0,2,12,6.00,0,0,0,0,0,0
22,1977,1977-11-06,8,24.251,SFO,@,ATL,W 10-3,0,0,,0,7,67,9.57,0,0,0,0,0,0
23,1977,1977-11-13,9,24.258,SFO,@,NOR,W 10-7,0,0,,0,4,35,8.75,0,0,0,0,0,0
24,1977,1977-11-20,10,24.265,SFO,,RAM,L 10-23,,,,,,,,,,,,,
25,1977,1977-11-27,11,24.272,SFO,,NOR,W 20-17,,,,,,,,,,,,,
26,1977,1977-12-04,12,24.279,SFO,@,MIN,L 27-28,1,68,68.00,0,0,0,,0,0,0,1,0,0
27,1977,1977-12-12,13,24.287,SFO,,DAL,L 35-42,,,,,,,,,,,,,
28,1978,1978-09-03,1,25.187,SFO,@,CLE,L 7-24,,,,,,,,,,,,,
29,1978,1978-09-10,2,25.194,SFO,,CHI,L 13-16,,,,,,,,,,,,,
30,1978,1978-09-17,3,25.201,SFO,@,HOU,L 19-20,,,,,,,,,,,,,
31,1978,1978-09-24,4,25.208,SFO,@,NYG,L 10-27,0,0,,0,1,-1,-1.00,0,0,0,0,0,0
32,1978,1978-10-01,5,25.215,SFO,,CIN,W 28-12,0,0,,0,0,0,,0,1,6,3,30,1
33,1978,1978-10-08,6,25.222,SFO,@,RAM,L 10-27,0,0,,0,0,0,,0,0,0,1,14,0
34,1978,1978-10-15,7,25.229,SFO,,NOR,L 7-14,,,,,,,,,,,,,
35,1978,1978-10-22,8,25.236,SFO,,ATL,L 17-20,0,0,,0,3,14,4.67,0,0,0,0,0,0
36,1978,1978-10-29,9,25.243,SFO,@,WAS,L 20-38,0,0,,0,3,4,1.33,0,0,0,0,0,0
37,1978,1978-11-05,10,25.250,SFO,@,ATL,L 10-21,0,0,,0,1,9,9.00,0,0,0,0,0,0
38,1978,1978-11-12,11,25.257,SFO,,STL,L 10-16,,,,,,,,,,,,,
39,1978,1978-11-19,12,25.264,SFO,,RAM,L 28-31,,,,,,,,,,,,,
40,1978,1978-12-03,14,25.278,DET,@,STL,L 14-21,0,0,,0,6,55,9.17,0,0,0,0,0,0
41,1978,1978-12-09,15,25.284,DET,,MIN,W 45-14,0,0,,0,4,59,14.75,0,0,0,0,0,0
42,1978,1978-12-17,16,25.292,DET,,SFO,W 33-14,,,,,,,,,,,,,
43,1979,1979-09-01,1,26.185,DET,@,TAM,L 16-31,3,70,23.33,0,1,7,7.00,0,0,0,0,0,0
