ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1996,1996-09-01,1,22.039,NYJ,@,DEN,L 6-31,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0
2,1996,1996-09-08,2,22.046,NYJ,,IND,L 7-21,,0,0,0,,0,0.0%,,1,23,23.00,0,0,0
3,1996,1996-09-15,3,22.053,NYJ,@,MIA,L 27-36,,1,0,0,,0,0.0%,0.00,2,45,22.50,0,0,0
4,1996,1996-09-22,4,22.060,NYJ,,NYG,L 6-13,,0,0,0,,0,0.0%,,3,57,19.00,0,0,0
5,1996,1996-10-06,6,22.074,NYJ,,OAK,L 13-34,,10,4,31,7.75,1,40.0%,3.10,0,0,,0,1,6
6,1996,1996-10-13,7,22.081,NYJ,@,JAX,L 17-21,,10,4,28,7.00,0,40.0%,2.80,0,0,,0,0,0
7,1996,1996-10-20,8,22.088,NYJ,,BUF,L 22-25,,1,0,0,,0,0.0%,0.00,0,0,,0,,
8,1996,1996-10-27,9,22.095,NYJ,@,ARI,W 31-21,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
9,1996,1996-11-10,10,22.109,NYJ,,NWE,L 27-31,,2,1,10,10.00,0,50.0%,5.00,2,25,12.50,0,0,0
10,1996,1996-11-17,11,22.116,NYJ,@,IND,L 29-34,,1,0,0,,0,0.0%,0.00,0,0,,0,,
11,1996,1996-11-24,12,22.123,NYJ,@,BUF,L 10-35,,3,0,0,,0,0.0%,0.00,1,9,9.00,0,0,0
12,1996,1996-12-01,13,22.130,NYJ,,HOU,L 10-35,,5,2,13,6.50,0,40.0%,2.60,2,50,25.00,0,0,0
13,1996,1996-12-08,14,22.137,NYJ,@,NWE,L 10-34,,4,2,17,8.50,0,50.0%,4.25,2,30,15.00,0,0,0
14,1996,1996-12-14,15,22.143,NYJ,,PHI,L 20-21,,0,0,0,,0,0.0%,,1,23,23.00,0,0,0
15,1996,1996-12-22,16,22.151,NYJ,,MIA,L 28-31,,3,2,7,3.50,0,66.7%,2.33,1,27,27.00,0,0,0
16,1997,1997-09-21,4,23.059,NYJ,,OAK,W 23-22,,,0,0,,0,0.0%,,0,0,,0,,
17,1997,1997-09-28,5,23.066,NYJ,@,CIN,W 31-14,,,0,0,,0,0.0%,,0,0,,0,,
18,1997,1997-12-07,14,23.136,NYJ,,IND,L 14-22,,3,2,35,17.50,2,66.7%,11.67,6,138,23.00,0,2,12
19,1997,1997-12-14,15,23.143,NYJ,,TAM,W 31-0,,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0
20,1997,1997-12-21,16,23.150,NYJ,@,DET,L 10-13,,,0,0,,0,0.0%,,0,0,,0,,
21,1998,1998-09-06,1,24.044,NYJ,@,SFO,L 30-36,,1,,,,,0.0%,,,,,,,
22,1998,1998-09-20,3,24.058,NYJ,,IND,W 44-6,,,,,,,0.0%,,,,,,,
23,1998,1998-10-04,4,24.072,NYJ,,MIA,W 20-9,,,,,,,0.0%,,,,,,,
24,1998,1998-10-11,5,24.079,NYJ,@,STL,L 10-30,,,,,,,0.0%,,,,,,,
25,1998,1998-10-19,6,24.087,NYJ,@,NWE,W 24-14,,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0
26,1998,1998-10-25,7,24.093,NYJ,,ATL,W 28-3,,,,,,,0.0%,,,,,,,
27,1998,1998-11-01,8,24.100,NYJ,@,KAN,W 20-17,,,,,,,0.0%,,,,,,,
28,1998,1998-11-08,9,24.107,NYJ,,BUF,W 34-12,,,,,,,0.0%,,,,,,,
29,1998,1998-11-15,10,24.114,NYJ,@,IND,L 23-24,,,,,,,0.0%,,,,,,,
30,1998,1998-11-22,11,24.121,NYJ,@,TEN,W 24-3,,,,,,,0.0%,,,,,,,
31,1998,1998-11-29,12,24.128,NYJ,,CAR,W 48-21,,,,,,,0.0%,,,,,,,
32,1998,1998-12-06,13,24.135,NYJ,,SEA,W 32-31,,3,3,21,7.00,0,100.0%,7.00,0,0,,0,0,0
33,1998,1998-12-13,14,24.142,NYJ,@,MIA,W 21-16,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
34,1998,1998-12-19,15,24.148,NYJ,@,BUF,W 17-10,,1,,,,,0.0%,,,,,,,
35,1998,1998-12-27,16,24.156,NYJ,,NWE,W 31-10,,1,,,,,0.0%,,,,,,,
36,1999,1999-11-14,10,25.113,PHI,,WAS,W 35-28,,2,,,,,0.0%,,,,,,,
37,1999,1999-11-21,11,25.120,PHI,,IND,L 17-44,,,,,,,0.0%,,,,,,,
38,2000,2000-09-03,1,26.041,PHI,@,DAL,W 41-14,,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0
39,2000,2000-09-10,2,26.048,PHI,,NYG,L 18-33,,,,,,,0.0%,,,,,,,
40,2000,2000-09-17,3,26.055,PHI,@,GNB,L 3-6,,0,,,,,0.0%,,,,,,,
41,2000,2000-09-24,4,26.062,PHI,@,NOR,W 21-7,,,,,,,0.0%,,,,,,,
