ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
24,2009,2009-11-15,9,25.152,OAK,,KAN,L 10-16,*,14,119,8.50,0,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
25,2009,2009-11-22,10,25.159,OAK,,CIN,W 20-17,*,4,27,6.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
26,2009,2009-11-26,11,25.163,OAK,@,DAL,L 7-24,,3,8,2.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
27,2009,2009-12-06,12,25.173,OAK,@,PIT,W 27-24,,1,1,1.00,0,0,0,0,,0,0.0%,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0.0,0,0
28,2009,2009-12-13,13,25.180,OAK,,WAS,L 13-34,,,,,,,,,,,0.0%,,,,,,,,,0,,,,,,,,,,,,
29,2009,2009-12-20,14,25.187,OAK,@,DEN,W 20-19,,18,133,7.39,1,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,0,0
30,2009,2009-12-27,15,25.194,OAK,@,CLE,L 9-23,,10,52,5.20,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
31,2009,2010-01-03,16,25.201,OAK,,BAL,L 13-21,,10,18,1.80,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
32,2010,2010-09-26,3,26.102,OAK,@,ARI,L 23-24,,3,13,4.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
33,2010,2010-10-03,4,26.109,OAK,,HOU,L 24-31,,7,40,5.71,1,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,0,0
34,2010,2010-10-10,5,26.116,OAK,,SDG,W 35-27,*,26,104,4.00,1,3,3,31,10.33,0,100.0%,10.33,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,0,0
35,2010,2010-10-17,6,26.123,OAK,@,SFO,L 9-17,*,20,47,2.35,0,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
36,2010,2010-10-24,7,26.130,OAK,@,DEN,W 59-14,,15,52,3.47,1,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,0,0
37,2010,2010-10-31,8,26.137,OAK,,SEA,W 33-3,,9,51,5.67,1,1,1,55,55.00,0,100.0%,55.00,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,0,0
38,2010,2010-11-07,9,26.144,OAK,,KAN,W 23-20,,5,17,3.40,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
39,2010,2010-11-21,10,26.158,OAK,@,PIT,L 3-35,,4,33,8.25,0,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
40,2010,2010-11-28,11,26.165,OAK,,MIA,L 17-33,,1,1,1.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
41,2010,2010-12-05,12,26.172,OAK,@,SDG,W 28-13,,23,95,4.13,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,0,0
42,2010,2010-12-12,13,26.179,OAK,@,JAX,L 31-38,,5,22,4.40,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
43,2010,2010-12-19,14,26.186,OAK,,DEN,W 39-23,,12,24,2.00,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,2,12,0.0,0,0
44,2010,2010-12-26,15,26.193,OAK,,IND,L 26-31,,3,19,6.33,0,5,3,15,5.00,0,60.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
45,2010,2011-01-02,16,26.200,OAK,@,KAN,W 31-10,*,25,137,5.48,1,5,4,34,8.50,0,80.0%,6.80,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,0,0
46,2011,2011-09-12,1,27.088,OAK,@,DEN,W 23-20,,9,30,3.33,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0,0.0,0,0
47,2011,2011-09-18,2,27.094,OAK,@,BUF,L 35-38,,4,23,5.75,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,1,6,0.0,0,0
48,2011,2011-09-25,3,27.101,OAK,,NYJ,W 34-24,,8,22,2.75,1,2,2,35,17.50,0,100.0%,17.50,0,0,,0,0,0,,,0,,,0,0,,0,1,6,0.0,0,0
49,2011,2011-10-02,4,27.108,OAK,,NWE,L 19-31,,8,26,3.25,1,4,4,55,13.75,0,100.0%,13.75,0,0,,0,0,0,,,0,,,0,0,,0,1,6,0.0,0,0
50,2011,2011-10-09,5,27.115,OAK,@,HOU,W 25-20,,4,9,2.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,0.0,0,0
51,2011,2011-10-16,6,27.122,OAK,,CLE,W 24-17,,10,28,2.80,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0,0.0,0,0
52,2011,2011-10-23,7,27.129,OAK,,KAN,L 0-28,,17,99,5.82,0,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0,0.0,0,0
53,2011,2011-11-06,8,27.143,OAK,,DEN,L 24-38,*,19,96,5.05,0,3,2,33,16.50,1,66.7%,11.00,0,0,,0,0,0,,,0,,,0,0,,0,1,6,0.0,0,0
54,2011,2011-11-10,9,27.147,OAK,@,SDG,W 24-17,*,30,157,5.23,1,4,3,85,28.33,0,75.0%,21.25,0,0,,0,0,0,,,0,,,0,0,,0,1,6,0.0,0,0
55,2011,2011-11-20,10,27.157,OAK,@,MIN,W 27-21,*,30,109,3.63,1,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,,0,,,0,0,,0,1,6,0.0,0,0
56,2011,2011-11-27,11,27.164,OAK,,CHI,W 25-20,*,24,69,2.88,1,4,4,24,6.00,0,100.0%,6.00,0,0,,0,0,0,,,0,,,0,0,,0,1,6,0.0,1,0
57,2011,2011-12-04,12,27.171,OAK,@,MIA,L 14-34,*,10,18,1.80,0,6,3,27,9.00,0,50.0%,4.50,0,0,,0,0,0,,,0,,,0,0,,0,0,0,0.0,0,0
58,2011,2011-12-11,13,27.178,OAK,@,GNB,L 16-46,*,23,78,3.39,1,4,3,19,6.33,0,75.0%,4.75,0,0,,0,0,0,,,0,,,0,0,,0,1,6,0.0,0,0
59,2011,2011-12-18,14,27.185,OAK,,DET,L 27-28,*,18,77,4.28,0,7,7,62,8.86,0,100.0%,8.86,0,0,,0,0,0,,,0,,,0,0,,0,0,0,0.0,0,0
60,2011,2011-12-24,15,27.191,OAK,@,KAN,W 16-13,*,23,70,3.04,0,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0,0.0,0,0
61,2011,2012-01-01,16,27.199,OAK,,SDG,L 26-38,*,19,66,3.47,0,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,,0,,,0,0,,0,0,0,0.0,0,0
62,2012,2012-09-09,1,28.085,CHI,,IND,W 41-21,,12,42,3.50,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,0.0,0,0
63,2012,2012-09-13,2,28.089,CHI,@,GNB,L 10-23,,14,54,3.86,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
64,2012,2012-09-23,3,28.099,CHI,,STL,W 23-6,*,18,55,3.06,1,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0
65,2012,2012-10-01,4,28.107,CHI,@,DAL,W 34-18,,10,29,2.90,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
66,2012,2012-10-07,5,28.113,CHI,@,JAX,W 41-3,,4,26,6.50,0,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
67,2012,2012-10-22,6,28.128,CHI,,DET,W 13-7,,6,36,6.00,0,1,1,-3,-3.00,0,100.0%,-3.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
68,2012,2012-10-28,7,28.134,CHI,,CAR,W 23-22,,3,5,1.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
69,2012,2012-11-04,8,28.141,CHI,@,TEN,W 51-20,,10,16,1.60,0,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
70,2012,2012-11-11,9,28.148,CHI,,HOU,L 6-13,,3,34,11.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
71,2012,2012-11-19,10,28.156,CHI,@,SFO,L 7-32,,5,9,1.80,0,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
72,2012,2012-11-25,11,28.162,CHI,,MIN,W 28-10,,21,60,2.86,2,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,0.0,0,0
73,2012,2012-12-02,12,28.169,CHI,,SEA,L 17-23,,7,39,5.57,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
74,2012,2012-12-09,13,28.176,CHI,@,MIN,L 14-21,,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
75,2013,2013-09-08,1,29.084,CHI,,CIN,W 24-21,,6,15,2.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
76,2013,2013-09-15,2,29.091,CHI,,MIN,W 31-30,,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
77,2013,2013-09-22,3,29.098,CHI,@,PIT,W 40-23,,8,9,1.13,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0
78,2013,2013-09-29,4,29.105,CHI,@,DET,L 32-40,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
79,2013,2013-10-06,5,29.112,CHI,,NOR,L 18-26,,2,12,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
80,2013,2013-10-10,6,29.116,CHI,,NYG,W 27-21,,6,8,1.33,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
81,2013,2013-11-04,8,29.141,CHI,@,GNB,W 27-20,,7,25,3.57,0,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
82,2013,2013-11-10,9,29.147,CHI,,DET,L 19-21,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
83,2013,2013-11-17,10,29.154,CHI,,BAL,W 23-20,,3,5,1.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
84,2013,2013-11-24,11,29.161,CHI,@,STL,L 21-42,,7,-5,-0.71,1,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0
85,2013,2013-12-01,12,29.168,CHI,@,MIN,L 20-23,,1,15,15.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
86,2013,2013-12-09,13,29.176,CHI,,DAL,W 45-28,,8,38,4.75,0,1,1,17,17.00,1,100.0%,17.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0
87,2013,2013-12-15,14,29.182,CHI,@,CLE,W 38-31,,3,44,14.67,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0
88,2013,2013-12-22,15,29.189,CHI,@,PHI,L 11-54,,7,20,2.86,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
89,2013,2013-12-29,16,29.196,CHI,,GNB,L 28-33,,2,11,5.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
