ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1977,1977-09-19,1,23.193,SFO,@,PIT,L 0-27,,,,,,,,,,,,,,,,,,
2,1977,1977-09-25,2,23.199,SFO,,MIA,L 15-19,,,,,,,,,,,,,,,,,,
3,1977,1977-10-02,3,23.206,SFO,@,RAM,L 14-34,,,,,,,,,,,,,,,,,,
4,1977,1977-10-09,4,23.213,SFO,,ATL,L 0-7,,,,,,,,,,,,,,,,,,
5,1977,1977-10-16,5,23.220,SFO,@,NYG,L 17-20,,,,,,,,,,,,,,,,,,
6,1977,1977-10-23,6,23.227,SFO,,DET,W 28-7,1,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
7,1977,1977-10-30,7,23.234,SFO,,TAM,W 20-10,,,,,,,,,,,,,,,,,,
8,1977,1977-11-20,10,23.255,SFO,,RAM,L 10-23,,,,,,,,,,,,,,,,,,
9,1977,1977-11-27,11,23.262,SFO,,NOR,W 20-17,,,,,,,,,,,,,,,,,,
10,1977,1977-12-04,12,23.269,SFO,@,MIN,L 27-28,0,0,,0,0,0,,0,2,93,46.50,1,1,60,60.00,0,1,6
11,1977,1977-12-12,13,23.277,SFO,,DAL,L 35-42,1,6,6.00,0,0,0,,0,2,29,14.50,0,0,0,,0,0,0
12,1977,1977-12-18,14,23.283,SFO,@,GNB,L 14-16,,,,,,,,,,,,,,,,,,
13,1978,1978-09-03,1,24.177,SFO,@,CLE,L 7-24,1,1,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
14,1978,1978-09-10,2,24.184,SFO,,CHI,L 13-16,0,0,,0,0,0,,0,2,64,32.00,0,0,0,,0,0,0
15,1978,1978-09-17,3,24.191,SFO,@,HOU,L 19-20,6,9,1.50,0,4,32,8.00,0,2,48,24.00,0,0,0,,0,0,0
16,1978,1978-09-24,4,24.198,SFO,@,NYG,L 10-27,0,0,,0,0,0,,0,3,69,23.00,0,0,0,,0,0,0
17,1978,1978-10-01,5,24.205,SFO,,CIN,W 28-12,5,-4,-0.80,0,1,4,4.00,0,2,42,21.00,0,0,0,,0,0,0
18,1978,1978-10-08,6,24.212,SFO,@,RAM,L 10-27,0,0,,0,0,0,,0,4,94,23.50,0,0,0,,0,0,0
19,1978,1978-10-15,7,24.219,SFO,,NOR,L 7-14,,,,,,,,,,,,,,,,,,
20,1978,1978-10-22,8,24.226,SFO,,ATL,L 17-20,0,0,,0,0,0,,0,4,82,20.50,0,0,0,,0,0,0
21,1978,1978-10-29,9,24.233,SFO,@,WAS,L 20-38,0,0,,0,0,0,,0,7,75,10.71,0,0,0,,0,0,0
22,1978,1978-11-05,10,24.240,SFO,@,ATL,L 10-21,0,0,,0,0,0,,0,1,17,17.00,0,0,0,,0,0,0
23,1978,1978-11-12,11,24.247,SFO,,STL,L 10-16,0,0,,0,0,0,,0,2,38,19.00,0,0,0,,0,0,0
24,1978,1978-11-19,12,24.254,SFO,,RAM,L 28-31,0,0,,0,0,0,,0,1,89,89.00,1,0,0,,0,1,6
25,1978,1978-11-27,13,24.262,SFO,,PIT,L 7-24,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
26,1978,1978-12-03,14,24.268,SFO,@,NOR,L 13-24,0,0,,0,0,0,,0,1,22,22.00,0,0,0,,0,0,0
27,1978,1978-12-10,15,24.275,SFO,,TAM,W 6-3,1,4,4.00,0,3,7,2.33,0,0,4,,0,0,,,0,0,0
28,1978,1978-12-17,16,24.282,SFO,@,DET,L 14-33,1,2,2.00,0,2,20,10.00,0,5,101,20.20,0,0,0,,0,0,0
