ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,1994,1994-09-04,1,22.050,NYJ,@,BUF,W 23-3,,0,0,,0,,,,,,,,,,,,
2,1994,1994-09-11,2,22.057,NYJ,,DEN,W 25-22,,0,0,,0,,,,,,,,,,,,
3,1994,1994-09-18,3,22.064,NYJ,@,MIA,L 14-28,,0,0,,0,,,,,,,,,,,,
4,1994,1994-09-25,4,22.071,NYJ,,CHI,L 7-19,,0,0,,0,,,,,,,,,,,,
5,1994,1994-10-02,5,22.078,NYJ,@,CLE,L 7-27,,0,0,,0,,,,,,,,,,,,
6,1994,1994-10-09,6,22.085,NYJ,,IND,W 16-6,,0,0,,0,,,,,,,,,,,,
7,1994,1994-10-16,7,22.092,NYJ,,NWE,W 24-17,,0,0,,0,,,,,,,,,,,,
8,1994,1994-10-30,8,22.106,NYJ,@,IND,L 25-28,,3,71,23.67,0,0,0,,0,0,0,0.0,,,0,0,0
9,1994,1994-11-06,9,22.113,NYJ,,BUF,W 22-17,,2,71,35.50,0,0,0,,0,0,0,0.0,,,0,0,0
10,1994,1994-11-20,11,22.127,NYJ,@,MIN,W 31-21,,2,64,32.00,0,0,0,,0,0,0,0.0,,,0,0,0
11,1994,1994-11-27,12,22.134,NYJ,,MIA,L 24-28,,3,39,13.00,0,0,0,,0,0,0,0.0,,,0,0,0
12,1994,1994-12-04,13,22.141,NYJ,@,NWE,L 13-24,,4,99,24.75,0,0,0,,0,0,0,0.0,,,0,0,0
13,1994,1994-12-10,14,22.147,NYJ,,DET,L 7-18,,4,105,26.25,0,0,0,,0,0,0,0.0,,,0,0,0
14,1994,1994-12-18,15,22.155,NYJ,,SDG,L 6-21,,4,58,14.50,0,0,0,,0,0,0,0.0,,,0,0,0
15,1994,1994-12-24,16,22.161,NYJ,@,HOU,L 10-24,,5,75,15.00,0,0,0,,0,0,0,0.0,,,0,0,0
16,1995,1995-09-03,1,23.049,NYJ,@,MIA,L 14-52,,0,0,,0,,,,,,,,,,,,
17,1995,1995-09-10,2,23.056,NYJ,,IND,L 24-27,,0,0,,0,,,,,,,,,,,,
18,1995,1995-09-17,3,23.063,NYJ,,JAX,W 27-10,,0,0,,0,,,,,,,,,,,,
19,1995,1995-09-24,4,23.070,NYJ,@,ATL,L 3-13,,0,0,,0,,,,,,,,,,,,
20,1995,1995-10-01,5,23.077,NYJ,,OAK,L 10-47,,0,0,,0,,,,,,,,,,,,
21,1995,1995-10-08,6,23.084,NYJ,@,BUF,L 10-29,,1,12,12.00,0,0,0,,0,0,0,0.0,,,0,0,0
22,1995,1995-10-15,7,23.091,NYJ,@,CAR,L 15-26,,0,0,,0,,,,,,,,,,,,
23,1995,1995-10-22,8,23.098,NYJ,,MIA,W 17-16,,0,0,,0,,,,,,,,,,,,
24,1995,1995-10-29,9,23.105,NYJ,@,IND,L 10-17,,0,0,,0,,,,,,,,,,,,
25,1995,1995-11-05,10,23.112,NYJ,,NWE,L 7-20,,0,0,,0,,,,,,,,,,,,
26,1995,1995-11-19,11,23.126,NYJ,,BUF,L 26-28,,0,0,,0,,,,,,,,,,,,
27,1995,1995-11-26,12,23.133,NYJ,@,SEA,W 16-10,,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
28,1995,1995-12-03,13,23.140,NYJ,,STL,L 20-23,,,,,,,,,,,,,,,0,17,0
