ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
21,1978,1978-11-12,11,24.312,DET,,TAM,W 34-23,4,4,100.0,2,2,100.0,0,10,0,0,,0
22,1978,1978-11-19,12,24.319,DET,@,OAK,L 17-29,2,2,100.0,1,1,100.0,0,5,0,0,,0
23,1978,1978-11-23,13,24.323,DET,,DEN,W 17-14,2,2,100.0,1,1,100.0,0,5,0,0,,0
24,1978,1978-12-03,14,24.333,DET,@,STL,L 14-21,2,2,100.0,,,,0,2,,,,
25,1978,1978-12-09,15,24.339,DET,,MIN,W 45-14,6,6,100.0,1,1,100.0,0,9,0,0,,0
26,1978,1978-12-17,16,24.347,DET,,SFO,W 33-14,3,3,100.0,4,4,100.0,0,15,0,0,,0
27,1979,1979-09-01,1,25.240,DET,@,TAM,L 16-31,2,2,100.0,,1,0.0,0,2,0,0,,0
28,1979,1979-09-09,2,25.248,DET,,WAS,L 24-27,3,3,100.0,1,1,100.0,0,6,0,0,,0
29,1979,1979-09-16,3,25.255,DET,@,NYJ,L 10-31,1,1,100.0,1,1,100.0,0,4,0,0,,0
30,1979,1979-09-23,4,25.262,DET,,ATL,W 24-23,3,3,100.0,1,3,33.3,0,6,0,0,,0
31,1979,1979-09-30,5,25.269,DET,,MIN,L 10-13,1,1,100.0,1,1,100.0,0,4,0,0,,0
32,1979,1979-10-07,6,25.276,DET,@,NWE,L 17-24,2,2,100.0,1,1,100.0,0,5,0,0,,0
33,1979,1979-10-14,7,25.283,DET,@,GNB,L 16-24,1,2,50.0,1,1,100.0,0,4,0,0,,0
34,1979,1979-10-21,8,25.290,DET,@,NOR,L 7-17,1,1,100.0,,,,0,1,,,,
35,1979,1979-10-28,9,25.297,DET,,BUF,L 17-20,2,2,100.0,1,2,50.0,0,5,0,0,,0
36,1979,1979-11-04,10,25.304,DET,@,CHI,L 7-35,1,1,100.0,,,,0,1,,,,
37,1979,1979-11-11,11,25.311,DET,,TAM,L 14-16,2,2,100.0,,,,0,2,,,,
38,1979,1979-11-18,12,25.318,DET,@,MIN,L 7-14,1,1,100.0,,2,0.0,0,1,0,0,,0
39,1979,1979-11-22,13,25.322,DET,,CHI,W 20-0,2,2,100.0,2,2,100.0,0,8,0,0,,0
40,1979,1979-12-02,14,25.332,DET,@,PHI,L 7-44,1,1,100.0,,2,0.0,0,1,0,0,,0
41,1979,1979-12-09,15,25.339,DET,,MIA,L 10-28,1,1,100.0,1,1,100.0,0,4,0,0,,0
42,1979,1979-12-15,16,25.345,DET,,GNB,L 13-18,1,1,100.0,,,,0,1,,,,
43,1980,1980-09-21,3,26.261,NOR,,BUF,L 26-35,2,3,66.7,2,2,100.0,0,8,0,0,,0
44,1980,1980-09-28,4,26.268,NOR,@,MIA,L 16-21,1,1,100.0,3,3,100.0,0,10,0,0,,0
45,1980,1980-10-05,5,26.275,NOR,,STL,L 7-40,1,1,100.0,,,,0,1,,,,
46,1980,1980-10-12,6,26.282,NOR,@,DET,L 13-24,1,1,100.0,2,2,100.0,0,7,0,0,,0
47,1980,1980-10-19,7,26.289,NOR,,ATL,L 14-41,2,2,100.0,,1,0.0,0,2,0,0,,0
48,1980,1980-10-26,8,26.296,NOR,@,WAS,L 14-22,2,2,100.0,,,,0,2,,,,
49,1980,1980-11-02,9,26.303,NOR,@,RAM,L 31-45,4,4,100.0,1,2,50.0,0,7,0,0,,0
50,1980,1980-11-09,10,26.310,NOR,,PHI,L 21-34,3,3,100.0,,2,0.0,0,3,0,0,,0
51,1980,1980-11-16,11,26.317,NOR,@,ATL,L 13-31,1,2,50.0,,,,0,1,,,,
52,1980,1980-11-24,12,26.325,NOR,,RAM,L 7-27,1,1,100.0,,1,0.0,0,1,0,0,,0
53,1980,1980-11-30,13,26.331,NOR,,MIN,L 20-23,2,3,66.7,,1,0.0,0,2,0,0,,0
54,1980,1980-12-07,14,26.338,NOR,@,SFO,L 35-38,5,5,100.0,,,,0,5,,,,
55,1980,1980-12-14,15,26.345,NOR,@,NYJ,W 21-20,3,3,100.0,,1,0.0,0,3,0,0,,0
56,1980,1980-12-21,16,26.352,NOR,,NWE,L 27-38,3,3,100.0,2,2,100.0,0,9,0,0,,0
57,1981,1981-09-06,1,27.245,NOR,@,ATL,L 0-27,,,,,1,0.0,0,0,0,0,,0
58,1981,1981-09-13,2,27.252,NOR,,RAM,W 23-17,2,2,100.0,3,3,100.0,0,11,0,0,,0
59,1981,1981-09-20,3,27.259,NOR,@,NYG,L 7-20,1,1,100.0,,,,0,1,,,,
60,1981,1981-09-27,4,27.266,NOR,@,SFO,L 14-21,2,2,100.0,,,,0,2,,,,
61,1981,1981-10-04,5,27.273,NOR,,PIT,L 6-20,,,,2,2,100.0,0,6,0,0,,0
62,1981,1981-10-11,6,27.280,NOR,,PHI,L 14-31,2,2,100.0,,,,0,2,,,,
63,1981,1981-10-18,7,27.287,NOR,@,CLE,L 17-20,2,2,100.0,1,4,25.0,0,5,0,0,,0
64,1981,1981-10-25,8,27.294,NOR,,CIN,W 17-7,2,2,100.0,1,2,50.0,0,5,0,0,,0
65,1981,1981-11-01,9,27.301,NOR,,ATL,L 10-41,1,1,100.0,1,2,50.0,0,4,0,0,,0
66,1981,1981-11-08,10,27.308,NOR,@,RAM,W 21-13,3,3,100.0,,2,0.0,0,3,0,0,,0
67,1981,1981-11-15,11,27.315,NOR,@,MIN,L 10-20,1,1,100.0,1,1,100.0,0,4,0,0,,0
68,1981,1981-11-22,12,27.322,NOR,@,HOU,W 27-24,3,3,100.0,2,3,66.7,0,9,0,0,,0
69,1981,1981-11-29,13,27.329,NOR,,TAM,L 14-31,2,2,100.0,,1,0.0,0,2,0,0,,0
70,1981,1981-12-06,14,27.336,NOR,@,STL,L 3-30,,,,1,3,33.3,0,3,0,0,,0
71,1981,1981-12-13,15,27.343,NOR,,GNB,L 7-35,1,1,100.0,,,,0,1,,,,
72,1981,1981-12-20,16,27.350,NOR,,SFO,L 17-21,2,2,100.0,1,1,100.0,0,5,0,0,,0
73,1983,1983-09-04,1,29.243,MIN,@,CLE,W 27-21,3,3,100.0,2,2,100.0,0,9,0,0,,0
74,1983,1983-09-08,2,29.247,MIN,,SFO,L 17-48,2,2,100.0,1,1,100.0,0,5,0,0,,0
75,1983,1983-09-18,3,29.257,MIN,@,TAM,W 19-16,1,1,100.0,4,4,100.0,0,13,0,0,,0
76,1983,1983-09-25,4,29.264,MIN,,DET,W 20-17,2,2,100.0,2,2,100.0,0,8,0,0,,0
77,1983,1983-10-02,5,29.271,MIN,,DAL,L 24-37,3,3,100.0,1,1,100.0,0,6,0,0,,0
78,1983,1983-10-09,6,29.278,MIN,@,CHI,W 23-14,2,2,100.0,3,3,100.0,0,11,0,0,,0
79,1983,1983-10-16,7,29.285,MIN,,HOU,W 34-14,4,4,100.0,2,3,66.7,0,10,0,0,,0
80,1983,1983-10-23,8,29.292,MIN,@,GNB,W 20-17,2,2,100.0,2,3,66.7,0,8,0,0,,0
81,1983,1983-10-30,9,29.299,MIN,@,STL,L 31-41,4,4,100.0,1,1,100.0,0,7,0,0,,0
82,1983,1983-11-06,10,29.306,MIN,,TAM,L 12-17,1,1,100.0,1,2,50.0,0,4,0,0,,0
83,1983,1983-11-13,11,29.313,MIN,,GNB,L 21-29,3,3,100.0,,1,0.0,0,3,0,0,,0
84,1983,1983-11-20,12,29.320,MIN,@,PIT,W 17-14,2,2,100.0,1,2,50.0,0,5,0,0,,0
85,1983,1983-11-27,13,29.327,MIN,@,NOR,L 16-17,1,1,100.0,3,4,75.0,0,10,0,0,,0
86,1983,1983-12-05,14,29.335,MIN,@,DET,L 2-13,,,,,1,0.0,0,0,0,0,,0
87,1983,1983-12-11,15,29.341,MIN,,CHI,L 13-19,1,1,100.0,2,3,66.7,0,7,0,0,,0
88,1983,1983-12-17,16,29.347,MIN,,CIN,W 20-14,2,3,66.7,,,,0,2,,,,
89,1984,1984-10-14,7,30.284,SDG,@,KAN,L 13-31,1,1,100.0,2,2,100.0,0,7,0,0,,0
90,1984,1984-10-21,8,30.291,SDG,,RAI,L 37-44,4,5,80.0,1,1,100.0,0,7,0,0,,0
