ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1960,1960-09-11,1,21.276,NYT,,BUF,W 27-3,3,9,3.00,0,0,0,,0,0,0,,0,0,0
2,1960,1960-10-02,4,21.297,NYT,@,DTX,W 37-35,3,10,3.33,0,0,0,,0,0,0,,0,0,0
3,1960,1960-10-09,5,21.304,NYT,@,HOU,L 21-27,6,26,4.33,0,2,20,10.00,0,0,0,,0,0,0
4,1960,1960-10-16,6,21.311,NYT,@,BUF,W 17-13,8,22,2.75,0,0,0,,0,0,0,,0,0,0
5,1960,1960-10-23,7,21.318,NYT,,HOU,L 28-42,3,10,3.33,0,4,34,8.50,0,0,0,,0,0,0
6,1960,1960-10-28,8,21.323,NYT,,OAK,L 27-28,14,52,3.71,0,1,6,6.00,0,0,0,,0,0,0
7,1960,1960-11-04,9,21.330,NYT,,LAC,L 7-21,10,43,4.30,0,0,0,,0,0,0,,0,0,0
8,1960,1960-11-11,10,21.337,NYT,@,BOS,L 21-38,7,30,4.29,0,1,3,3.00,0,0,0,,0,0,0
9,1960,1960-11-24,11,21.350,NYT,,DTX,W 41-35,8,5,0.63,1,2,4,2.00,0,0,0,,0,1,6
10,1960,1960-12-04,12,21.360,NYT,@,DEN,W 30-27,16,54,3.38,0,1,0,0.00,0,0,0,,0,0,0
11,1960,1960-12-11,13,22.001,NYT,@,OAK,W 31-28,8,28,3.50,0,7,36,5.14,0,0,0,,0,0,0
12,1960,1960-12-18,14,22.008,NYT,@,LAC,L 43-50,6,18,3.00,1,0,0,,0,0,0,,0,1,6
13,1961,1961-09-09,1,22.273,NYT,@,BOS,W 21-20,16,47,2.94,0,0,0,,0,0,0,,0,0,0
14,1961,1961-09-17,2,22.281,NYT,@,BUF,L 31-41,9,15,1.67,0,1,2,2.00,0,0,0,,0,0,0
15,1961,1961-09-24,3,22.288,NYT,,DEN,W 35-28,9,41,4.56,0,0,0,,0,0,0,,0,0,0
16,1961,1961-10-01,4,22.295,NYT,,BOS,W 37-30,19,109,5.74,2,1,6,6.00,0,0,0,,0,2,12
17,1961,1961-10-15,5,22.309,NYT,,SDG,L 10-25,10,47,4.70,0,4,15,3.75,1,0,0,,0,1,6
18,1961,1961-10-22,6,22.316,NYT,@,DEN,L 10-27,14,39,2.79,0,0,0,,0,0,0,,0,0,0
19,1961,1961-10-29,7,22.323,NYT,@,OAK,W 14-6,16,76,4.75,2,2,12,6.00,0,0,0,,0,2,12
20,1961,1961-11-05,8,22.330,NYT,@,SDG,L 13-48,16,39,2.44,1,0,0,,0,0,0,,0,1,6
21,1961,1961-11-11,9,22.336,NYT,,OAK,W 23-12,20,127,6.35,2,2,-4,-2.00,0,0,0,,0,2,12
22,1961,1961-11-19,10,22.344,NYT,@,HOU,L 13-49,14,68,4.86,0,1,14,14.00,0,0,0,,0,0,0
23,1961,1961-11-23,11,22.348,NYT,,BUF,W 21-14,11,20,1.82,0,0,0,,0,0,0,,0,0,0
24,1961,1961-12-03,12,22.358,NYT,,DTX,W 28-7,20,79,3.95,0,0,0,,0,0,0,,0,0,0
25,1961,1961-12-10,13,23.000,NYT,,HOU,L 21-48,12,68,5.67,0,0,0,,0,0,0,,0,0,0
26,1961,1961-12-17,14,23.007,NYT,@,DTX,L 24-35,16,71,4.44,0,1,-3,-3.00,0,0,0,,0,0,0
27,1962,1962-10-06,5,23.300,NYT,,BOS,L 14-43,3,2,0.67,0,1,14,14.00,0,0,0,,0,0,0
28,1962,1962-10-14,6,23.308,NYT,@,HOU,L 17-56,1,1,1.00,0,0,0,,0,0,0,,0,0,0
29,1962,1962-11-04,9,23.329,NYT,,OAK,W 31-21,24,89,3.71,1,3,14,4.67,0,0,0,,0,1,6
30,1962,1962-11-11,10,23.336,NYT,,DTX,L 31-52,5,15,3.00,1,0,0,,0,0,0,,0,1,6
31,1962,1962-11-22,11,23.347,NYT,@,DEN,W 46-45,13,49,3.77,1,1,0,0.00,0,0,0,,0,1,6
32,1962,1962-11-30,12,23.355,NYT,@,BOS,L 17-24,9,17,1.89,0,1,4,4.00,0,0,0,,0,0,0
33,1962,1962-12-08,13,23.363,NYT,,BUF,L 3-20,7,10,1.43,0,0,0,,0,0,0,,0,0,0
34,1962,1962-12-15,14,24.005,NYT,,HOU,L 10-44,9,62,6.89,0,0,0,,0,0,0,,0,0,0
35,1963,1963-09-08,1,24.272,NYJ,@,BOS,L 14-38,10,17,1.70,0,3,23,7.67,0,0,0,,0,0,0
36,1963,1963-09-22,2,24.286,NYJ,,HOU,W 24-17,12,27,2.25,0,1,33,33.00,1,0,0,,0,1,6
37,1963,1963-09-28,3,24.292,NYJ,,OAK,W 10-7,10,28,2.80,0,2,11,5.50,0,0,0,,0,0,0
38,1963,1963-10-05,4,24.299,NYJ,,BOS,W 31-24,11,23,2.09,0,0,0,,0,0,0,,0,0,0
39,1963,1963-10-13,5,24.307,NYJ,@,SDG,L 20-24,10,26,2.60,0,2,10,5.00,0,0,0,,0,0,0
40,1963,1963-10-20,6,24.314,NYJ,@,OAK,L 26-49,5,17,3.40,0,3,40,13.33,0,1,11,11.00,0,0,0
41,1963,1963-11-02,8,24.327,NYJ,,SDG,L 7-53,4,7,1.75,0,1,8,8.00,0,0,0,,0,0,0
42,1963,1963-11-10,9,24.335,NYJ,@,HOU,L 27-31,12,38,3.17,0,1,4,4.00,0,0,0,,0,0,0
43,1963,1963-11-17,10,24.342,NYJ,@,DEN,W 14-9,10,43,4.30,0,3,50,16.67,0,0,0,,0,0,0
44,1963,1963-12-01,11,24.356,NYJ,,KAN,W 17-0,8,17,2.13,1,0,0,,0,0,0,,0,1,6
45,1963,1963-12-08,12,24.363,NYJ,@,BUF,L 14-45,4,9,2.25,0,1,-2,-2.00,0,0,0,,0,0,0
46,1963,1963-12-14,13,25.004,NYJ,,BUF,L 10-19,9,18,2.00,0,1,0,0.00,0,0,0,,0,0,0
47,1963,1963-12-22,14,25.012,NYJ,@,KAN,L 0-48,2,-2,-1.00,0,0,0,,0,0,0,,0,0,0
48,1964,1964-09-12,1,25.277,NYJ,,DEN,W 30-6,8,16,2.00,0,1,8,8.00,0,0,0,,0,0,0
49,1964,1964-09-27,2,25.292,NYJ,@,BOS,L 10-26,3,3,1.00,1,0,0,,0,0,0,,0,1,6
50,1964,1964-10-03,3,25.298,NYJ,,SDG,T 17-17,7,22,3.14,0,1,15,15.00,0,0,0,,0,0,0
51,1964,1964-10-10,4,25.305,NYJ,,OAK,W 35-13,12,32,2.67,1,0,0,,0,1,0,0.00,0,1,6
52,1964,1964-10-17,5,25.312,NYJ,,HOU,W 24-21,10,37,3.70,0,0,0,,0,0,0,,0,0,0
53,1964,1964-10-24,6,25.319,NYJ,@,BUF,L 24-34,12,34,2.83,0,0,0,,0,0,0,,0,0,0
54,1964,1964-10-31,7,25.326,NYJ,,BOS,W 35-14,10,52,5.20,1,0,0,,0,0,0,,0,1,6
55,1964,1964-11-08,8,25.334,NYJ,,BUF,L 7-20,7,16,2.29,0,2,16,8.00,0,0,0,,0,0,0
56,1964,1964-11-15,9,25.341,NYJ,@,DEN,L 16-20,8,12,1.50,1,0,0,,0,0,0,,0,1,6
57,1964,1964-11-22,10,25.348,NYJ,@,OAK,L 26-35,7,16,2.29,0,0,0,,0,0,0,,0,0,0
58,1964,1964-11-29,11,25.355,NYJ,,KAN,W 27-14,13,35,2.69,0,0,0,,0,0,0,,0,0,0
59,1964,1964-12-06,12,25.362,NYJ,@,SDG,L 3-38,2,14,7.00,0,0,0,,0,0,0,,0,0,0
60,1964,1964-12-13,13,26.003,NYJ,@,HOU,L 17-33,6,17,2.83,0,0,0,,0,0,0,,0,0,0
61,1965,1965-09-12,1,26.276,NYJ,@,HOU,L 21-27,12,91,7.58,1,0,0,,0,0,0,,0,1,6
62,1965,1965-09-18,2,26.282,NYJ,,KAN,L 10-14,6,16,2.67,0,0,0,,0,0,0,,0,0,0
63,1965,1965-09-26,3,26.290,NYJ,@,BUF,L 21-33,5,13,2.60,0,4,58,14.50,1,0,0,,0,1,6
64,1965,1965-10-03,4,26.297,NYJ,@,DEN,L 13-16,9,21,2.33,1,0,0,,0,0,0,,0,1,6
65,1965,1965-10-16,5,26.310,NYJ,,OAK,T 24-24,12,33,2.75,1,0,0,,0,0,0,,0,1,6
66,1965,1965-10-23,6,26.317,NYJ,,SDG,L 9-34,3,8,2.67,0,3,58,19.33,0,0,0,,0,0,0
67,1965,1965-10-31,7,26.325,NYJ,,DEN,W 45-10,10,30,3.00,2,0,0,,0,0,0,,0,2,12
68,1965,1965-11-07,8,26.332,NYJ,@,KAN,W 13-10,18,64,3.56,0,3,44,14.67,0,0,0,,0,0,0
69,1965,1965-11-14,9,26.339,NYJ,@,BOS,W 30-20,18,67,3.72,0,0,0,,0,0,0,,0,0,0
70,1965,1965-11-21,10,26.346,NYJ,,HOU,W 41-14,15,129,8.60,0,1,10,10.00,0,0,0,,0,0,0
71,1965,1965-11-28,11,26.353,NYJ,,BOS,L 23-27,17,77,4.53,0,1,8,8.00,0,0,0,,0,0,0
72,1965,1965-12-04,12,26.359,NYJ,@,SDG,L 7-38,8,17,2.13,0,1,17,17.00,0,0,0,,0,0,0
73,1965,1965-12-12,13,27.002,NYJ,@,OAK,L 14-24,3,17,5.67,0,4,47,11.75,0,0,0,,0,0,0
74,1965,1965-12-19,14,27.009,NYJ,,BUF,W 14-12,11,21,1.91,0,0,0,,0,0,0,,0,0,0
75,1966,1966-09-09,1,27.273,NYJ,@,MIA,W 19-14,17,34,2.00,1,0,0,,0,0,0,,0,1,6
76,1966,1966-09-18,2,27.282,NYJ,,HOU,W 52-13,3,10,3.33,0,0,0,,0,0,0,,0,0,0
77,1966,1966-09-25,3,27.289,NYJ,@,DEN,W 16-7,16,84,5.25,0,0,0,,0,0,0,,0,0,0
78,1966,1966-10-02,4,27.296,NYJ,@,BOS,T 24-24,3,1,0.33,0,3,47,15.67,0,0,0,,0,0,0
79,1966,1966-10-08,5,27.302,NYJ,,SDG,W 17-16,6,23,3.83,0,4,66,16.50,0,0,0,,0,0,0
80,1966,1966-10-16,6,27.310,NYJ,@,HOU,L 0-24,4,13,3.25,0,1,2,2.00,0,0,0,,0,0,0
