ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-09-13,1,23.160,SEA,,STL,W 28-0,*,0,0,0.0,4,0
2,2009,2009-09-20,2,23.167,SEA,@,SFO,L 10-23,*,0,0,0.0,4,0
3,2009,2009-09-27,3,23.174,SEA,,CHI,L 19-25,*,0,0,1.0,6,1
4,2009,2009-10-04,4,23.181,SEA,@,IND,L 17-34,*,0,0,0.0,6,1
5,2009,2009-10-11,5,23.188,SEA,,JAX,W 41-0,*,0,0,1.0,8,1
6,2009,2009-10-18,6,23.195,SEA,,ARI,L 3-27,*,0,0,0.0,4,1
7,2009,2009-11-01,7,23.209,SEA,@,DAL,L 17-38,*,0,0,0.0,2,1
8,2009,2009-11-08,8,23.216,SEA,,DET,W 32-20,*,0,0,0.0,3,1
9,2009,2009-11-15,9,23.223,SEA,@,ARI,L 20-31,*,0,0,0.0,2,0
10,2009,2009-11-22,10,23.230,SEA,@,MIN,L 9-35,,0,0,0.0,2,1
11,2009,2009-11-29,11,23.237,SEA,@,STL,W 27-17,*,0,0,0.0,5,0
12,2009,2009-12-06,12,23.244,SEA,,SFO,W 20-17,*,0,0,0.0,2,0
13,2009,2009-12-13,13,23.251,SEA,@,HOU,L 7-34,,0,0,0.0,4,0
14,2009,2009-12-20,14,23.258,SEA,,TAM,L 7-24,*,0,0,0.0,1,0
15,2010,2010-09-12,1,24.159,SEA,,SFO,W 31-6,*,0,0,0.0,3,0
16,2010,2010-09-19,2,24.166,SEA,@,DEN,L 14-31,*,0,0,0.0,5,1
17,2010,2010-09-26,3,24.173,SEA,,SDG,W 27-20,*,0,0,0.0,1,1
18,2010,2010-10-03,4,24.180,SEA,@,STL,L 3-20,*,0,0,0.0,2,0
19,2010,2010-10-17,5,24.194,SEA,@,CHI,W 23-20,*,0,0,1.0,2,0
20,2010,2010-10-24,6,24.201,SEA,,ARI,W 22-10,*,0,0,0.0,2,0
21,2010,2010-10-31,7,24.208,SEA,@,OAK,L 3-33,*,0,0,0.0,3,0
22,2010,2010-11-07,8,24.215,SEA,,NYG,L 7-41,*,0,0,0.0,3,3
23,2010,2010-11-14,9,24.222,SEA,@,ARI,W 36-18,*,0,0,2.0,7,0
24,2010,2010-11-21,10,24.229,SEA,@,NOR,L 19-34,*,0,0,0.0,4,2
25,2010,2010-11-28,11,24.236,SEA,,KAN,L 24-42,*,0,0,0.0,5,1
26,2010,2010-12-05,12,24.243,SEA,,CAR,W 31-14,*,0,0,0.0,5,1
27,2010,2010-12-12,13,24.250,SEA,@,SFO,L 21-40,*,0,0,0.5,6,2
28,2010,2010-12-19,14,24.257,SEA,,ATL,L 18-34,*,0,0,0.0,6,1
29,2010,2010-12-26,15,24.264,SEA,@,TAM,L 15-38,*,0,0,0.0,3,1
30,2010,2011-01-02,16,24.271,SEA,,STL,W 16-6,*,0,0,0.0,0,0
31,2011,2011-09-11,1,25.158,SEA,@,SFO,L 17-33,*,0,0,0.0,5,0
32,2011,2011-09-18,2,25.165,SEA,@,PIT,L 0-24,*,0,0,0.0,4,2
33,2011,2011-09-25,3,25.172,SEA,,ARI,W 13-10,,0,0,0.0,1,1
34,2011,2011-10-02,4,25.179,SEA,,ATL,L 28-30,,0,0,0.0,2,3
35,2011,2011-10-09,5,25.186,SEA,@,NYG,W 36-25,,0,0,0.0,4,0
36,2011,2011-10-16,6,25.193,OAK,,CLE,W 24-17,*,0,0,0.0,2,1
37,2011,2011-10-23,7,25.200,OAK,,KAN,L 0-28,*,0,0,0.0,1,3
38,2011,2011-11-06,8,25.214,OAK,,DEN,L 24-38,*,0,0,0.0,4,2
39,2011,2011-11-10,9,25.218,OAK,@,SDG,W 24-17,*,0,0,0.0,5,1
40,2011,2011-11-20,10,25.228,OAK,@,MIN,W 27-21,*,0,0,0.0,2,2
41,2011,2011-11-27,11,25.235,OAK,,CHI,W 25-20,,0,0,0.0,4,0
42,2011,2011-12-04,12,25.242,OAK,@,MIA,L 14-34,*,0,0,0.0,3,2
43,2011,2011-12-11,13,25.249,OAK,@,GNB,L 16-46,,0,0,0.0,1,0
44,2011,2011-12-18,14,25.256,OAK,,DET,L 27-28,*,0,6,0.0,2,1
45,2011,2011-12-24,15,25.262,OAK,@,KAN,W 16-13,*,0,0,0.0,4,2
46,2011,2012-01-01,16,25.270,OAK,,SDG,L 26-38,*,0,0,0.0,4,0
47,2012,2012-11-11,9,26.219,OAK,@,BAL,L 20-55,,0,0,0.0,1,0
48,2012,2012-11-18,10,26.226,OAK,,NOR,L 17-38,,,,,,
