ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2005,2005-09-11,1,23.083,IND,@,BAL,W 24-7,,,,,,,,
2,2005,2005-09-18,2,23.090,IND,,JAX,W 10-3,,,,,,,,
3,2005,2005-09-25,3,23.097,IND,,CLE,W 13-6,,,,,,,,
4,2005,2005-10-02,4,23.104,IND,@,TEN,W 31-10,,,,,,,,
5,2005,2005-10-09,5,23.111,IND,@,SFO,W 28-3,,,,,,,,
6,2005,2005-10-17,6,23.119,IND,,STL,W 45-28,,,,,,,,
7,2005,2005-10-23,7,23.125,IND,@,HOU,W 38-20,,,,,,,,
8,2005,2005-11-07,8,23.140,IND,@,NWE,W 40-21,,,,,,,,
9,2005,2005-11-13,9,23.146,IND,,HOU,W 31-17,*,,,,,,,
10,2005,2005-12-18,14,23.181,IND,,SDG,L 17-26,,,,,,,,
11,2005,2005-12-24,15,23.187,IND,@,SEA,L 13-28,,,,,,,,
12,2005,2006-01-01,16,23.195,IND,,ARI,W 17-13,,,,,,,,
13,2006,2006-09-10,1,24.082,IND,@,NYG,W 26-21,,,,,,,,
14,2006,2006-09-17,2,24.089,IND,,HOU,W 43-24,,,,,,,,
15,2006,2006-09-24,3,24.096,IND,,JAX,W 21-14,,,,,,,,
16,2006,2006-10-01,4,24.103,IND,@,NYJ,W 31-28,,,,,,,,
17,2006,2006-10-08,5,24.110,IND,,TEN,W 14-13,,,,,,,,
18,2006,2006-10-22,6,24.124,IND,,WAS,W 36-22,,,,,,,,
19,2006,2006-10-29,7,24.131,IND,@,DEN,W 34-31,,,,,,,,
20,2006,2006-11-05,8,24.138,IND,@,NWE,W 27-20,,,,,,,,
21,2006,2006-11-19,10,24.152,IND,@,DAL,L 14-21,,,,,,,,
22,2006,2006-11-26,11,24.159,IND,,PHI,W 45-21,,,,,,,,
23,2006,2006-12-03,12,24.166,IND,@,TEN,L 17-20,,,,,,,,
24,2006,2006-12-10,13,24.173,IND,@,JAX,L 17-44,,,,,,,,
25,2006,2006-12-18,14,24.181,IND,,CIN,W 34-16,,,,,,,,
26,2006,2006-12-24,15,24.187,IND,@,HOU,L 24-27,,,,,,,,
27,2006,2006-12-31,16,24.194,IND,,MIA,W 27-22,,1,3,3.00,0,0.0,,
28,2007,2007-09-06,1,25.078,IND,,NOR,W 41-10,,,,,,,,
29,2007,2007-09-16,2,25.088,IND,@,TEN,W 22-20,,,,,,,,
30,2007,2007-09-23,3,25.095,IND,@,HOU,W 30-24,,,,,,,,
31,2007,2007-09-30,4,25.102,IND,,DEN,W 38-20,,,,,,,,
32,2007,2007-10-07,5,25.109,IND,,TAM,W 33-14,,,,,,,,
33,2007,2007-10-22,6,25.124,IND,@,JAX,W 29-7,,,,,,,,
34,2007,2007-10-28,7,25.130,IND,@,CAR,W 31-7,,,,,,,,
35,2007,2007-11-04,8,25.137,IND,,NWE,L 20-24,,,,,,,,
36,2007,2007-11-11,9,25.144,IND,@,SDG,L 21-23,,,,,,,,
37,2007,2007-11-18,10,25.151,IND,,KAN,W 13-10,,,,,,,,
38,2007,2007-11-22,11,25.155,IND,@,ATL,W 31-13,,,,,,,,
39,2007,2007-12-02,12,25.165,IND,,JAX,W 28-25,,,,,,,,
40,2007,2007-12-09,13,25.172,IND,@,BAL,W 44-20,,0,0,,0,0.5,,
41,2007,2007-12-16,14,25.179,IND,@,OAK,W 21-14,,,,,,,,
42,2007,2007-12-23,15,25.186,IND,,HOU,W 38-15,*,1,15,15.00,0,0.0,,
43,2007,2007-12-30,16,25.193,IND,,TEN,L 10-16,,,,,,,,
44,2008,2008-09-07,1,26.079,IND,,CHI,L 13-29,,0,0,,0,0.0,1,1
45,2008,2008-09-14,2,26.086,IND,@,MIN,W 18-15,,0,0,,0,1.0,1,1
46,2008,2008-09-21,3,26.093,IND,,JAX,L 21-23,,0,0,,0,0.0,2,2
47,2008,2008-10-05,4,26.107,IND,@,HOU,W 31-27,,0,0,,0,0.0,0,2
48,2008,2008-10-12,5,26.114,IND,,BAL,W 31-3,,,,,,,,
49,2008,2008-10-19,6,26.121,IND,@,GNB,L 14-34,,0,0,,0,0.0,0,1
50,2008,2008-10-27,7,26.129,IND,@,TEN,L 21-31,,0,0,,0,0.0,1,1
51,2008,2008-11-02,8,26.135,IND,,NWE,W 18-15,,0,0,,0,0.0,1,0
