ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2016,2016-11-20,10,24.071,MIA,@,LAR,W 14-10,
2,2016,2016-11-27,11,24.078,MIA,,SFO,W 31-24,
3,2017,2017-09-17,1,25.007,MIA,@,LAC,W 19-17,
4,2017,2017-09-24,2,25.014,MIA,@,NYJ,L 6-20,
5,2017,2017-10-01,3,25.021,MIA,,NOR,L 0-20,
6,2017,2017-10-08,4,25.028,MIA,,TEN,W 16-10,
7,2017,2017-10-15,5,25.035,MIA,@,ATL,W 20-17,
8,2017,2017-10-22,6,25.042,MIA,,NYJ,W 31-28,
9,2017,2017-10-26,7,25.046,MIA,@,BAL,L 0-40,
10,2017,2017-11-05,8,25.056,MIA,,OAK,L 24-27,
11,2017,2017-11-13,9,25.064,MIA,@,CAR,L 21-45,
12,2017,2017-11-19,10,25.070,MIA,,TAM,L 20-30,
13,2017,2017-11-26,11,25.077,MIA,@,NWE,L 17-35,
14,2017,2017-12-03,12,25.084,MIA,,DEN,W 35-9,
15,2017,2017-12-11,13,25.092,MIA,,NWE,W 27-20,
16,2017,2017-12-17,14,25.098,MIA,@,BUF,L 16-24,
17,2017,2017-12-24,15,25.105,MIA,@,KAN,L 13-29,
18,2017,2017-12-31,16,25.112,MIA,,BUF,L 16-22,
