ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1999,1999-11-14,9,22.150,JAX,,BAL,W 6-3,,,,,,,0.0%,,,,,
2,1999,1999-11-21,10,22.157,JAX,,NOR,W 41-23,,1,,,,,0.0%,,,,,
3,1999,1999-12-19,14,22.185,JAX,@,CLE,W 24-14,,0,0,0,,0,0.0%,,1,13,13.00,0
4,1999,1999-12-26,15,22.192,JAX,@,TEN,L 14-41,,1,0,0,,0,0.0%,0.00,2,45,22.50,0
5,2000,2000-09-17,3,23.092,CLE,,PIT,W 23-20,,0,0,0,,0,0.0%,,2,31,15.50,0
6,2000,2000-09-24,4,23.099,CLE,@,OAK,L 10-36,,,,,,,0.0%,,,,,
7,2000,2000-10-01,5,23.106,CLE,,BAL,L 0-12,,0,0,0,,0,0.0%,,2,55,27.50,0
8,2000,2000-10-15,7,23.120,CLE,@,DEN,L 10-44,,0,0,0,,0,0.0%,,2,36,18.00,0
9,2000,2000-10-22,8,23.127,CLE,@,PIT,L 0-22,,3,1,5,5.00,0,33.3%,1.67,3,46,15.33,0
10,2001,2001-10-21,5,24.126,PIT,@,TAM,W 17-10,,,,,,,0.0%,,,,,
11,2001,2001-10-29,6,24.134,PIT,,TEN,W 34-7,,,,,,,0.0%,,,,,
12,2001,2001-11-04,7,24.140,PIT,,BAL,L 10-13,,0,,,,,0.0%,,,,,
13,2001,2001-11-11,8,24.147,PIT,@,CLE,W 15-12,,,,,,,0.0%,,,,,
14,2001,2001-11-18,9,24.154,PIT,,JAX,W 20-7,,0,,,,,0.0%,,,,,
15,2001,2001-11-25,10,24.161,PIT,@,TEN,W 34-24,,0,,,,,0.0%,,,,,
16,2001,2001-12-02,11,24.168,PIT,,MIN,W 21-16,,0,,,,,0.0%,,,,,
17,2001,2001-12-09,12,24.175,PIT,,NYJ,W 18-7,,0,0,0,,0,0.0%,,1,23,23.00,0
18,2001,2001-12-16,13,24.182,PIT,@,BAL,W 26-21,,0,,,,,0.0%,,,,,
19,2001,2001-12-23,14,24.189,PIT,,DET,W 47-14,,0,0,0,,0,0.0%,,3,60,20.00,0
20,2001,2001-12-30,15,24.196,PIT,@,CIN,L 23-26,,0,0,0,,0,0.0%,,2,42,21.00,0
21,2001,2002-01-06,16,24.203,PIT,,CLE,W 28-7,,0,,,,,0.0%,,,,,
