ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2007,2007-09-30,4,21.019,CAR,,TAM,L 7-20,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
2,2007,2007-11-11,9,21.061,CAR,,ATL,L 13-20,,4,2,28,14.00,0,50.0%,7.00,0,0,,0,0,0
3,2007,2007-11-18,10,21.068,CAR,@,GNB,L 17-31,,6,3,39,13.00,0,50.0%,6.50,0,0,,0,0,0
4,2007,2007-11-25,11,21.075,CAR,,NOR,L 6-31,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
5,2007,2007-12-16,14,21.096,CAR,,SEA,W 13-10,,,,,,,0.0%,,,,,,,
6,2007,2007-12-22,15,21.102,CAR,,DAL,L 13-20,,,0,0,,0,0.0%,,0,0,,0,0,0
7,2007,2007-12-30,16,21.110,CAR,@,TAM,W 31-23,,0,0,0,,0,0.0%,,1,11,11.00,0,0,0
8,2008,2008-09-07,1,21.362,CAR,@,SDG,W 26-24,,4,2,36,18.00,0,50.0%,9.00,0,0,,0,0,0
9,2008,2008-09-14,2,22.003,CAR,,CHI,W 20-17,,,,,,,0.0%,,,,,,,
10,2008,2008-10-12,6,22.031,CAR,@,TAM,L 3-27,*,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0
11,2008,2008-10-19,7,22.038,CAR,,NOR,W 30-7,,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0
12,2008,2008-10-26,8,22.045,CAR,,ARI,W 27-23,,4,2,25,12.50,0,50.0%,6.25,0,0,,0,0,0
13,2008,2008-11-23,11,22.073,CAR,@,ATL,L 28-45,,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0
14,2008,2008-12-08,13,22.088,CAR,,TAM,W 38-23,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
15,2008,2008-12-14,14,22.094,CAR,,DEN,W 30-10,,1,,,,,0.0%,,,,,,,
16,2008,2008-12-21,15,22.101,CAR,@,NYG,L 28-34,,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0
17,2009,2009-09-13,1,23.002,CAR,,PHI,L 10-38,,,,,,,0.0%,,,,,,,
18,2009,2009-09-20,2,23.009,CAR,@,ATL,L 20-28,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
19,2009,2009-09-28,3,23.017,CAR,@,DAL,L 7-21,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
20,2009,2009-10-11,4,23.030,CAR,,WAS,W 20-17,,,,,,,0.0%,,,,,,,
21,2009,2009-10-18,5,23.037,CAR,@,TAM,W 28-21,,,,,,,0.0%,,,,,,,
22,2009,2009-10-25,6,23.044,CAR,,BUF,L 9-20,,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0
23,2009,2009-11-01,7,23.051,CAR,@,ARI,W 34-21,*,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0
24,2009,2009-11-08,8,23.058,CAR,@,NOR,L 20-30,*,7,4,30,7.50,0,57.1%,4.29,0,0,,0,0,0
25,2009,2009-11-15,9,23.065,CAR,,ATL,W 28-19,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
26,2009,2009-11-19,10,23.069,CAR,,MIA,L 17-24,,5,,,,,0.0%,,,,,,,
27,2009,2009-11-29,11,23.079,CAR,@,NYJ,L 6-17,,5,2,43,21.50,0,40.0%,8.60,0,0,,0,0,0
28,2009,2009-12-13,13,23.093,CAR,@,NWE,L 10-20,,1,,,,,0.0%,,,,,,,
29,2009,2010-01-03,16,23.114,CAR,,NOR,W 23-10,,5,5,68,13.60,1,100.0%,13.60,0,0,,0,1,6
30,2010,2010-09-12,1,24.001,CAR,@,NYG,L 18-31,,4,2,40,20.00,0,50.0%,10.00,0,0,,0,0,0
31,2010,2010-09-19,2,24.008,CAR,,TAM,L 7-20,,,,,,,0.0%,,,,,,,
32,2010,2010-10-03,4,24.022,CAR,@,NOR,L 14-16,,1,,,,,0.0%,,,,,,,
